Geography,Geographic Area Name,Total,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
1400000US26057000700,"Census Tract 7, Gratiot County, Michigan",1295,23.1,18.7,21.2,14.7,22.4
1400000US26057000800,"Census Tract 8, Gratiot County, Michigan",1775,25,18.4,20.5,15.1,21
1400000US26057000900,"Census Tract 9, Gratiot County, Michigan",1414,28.4,20.2,21.1,11.9,18.5
1400000US26057001000,"Census Tract 10, Gratiot County, Michigan",1843,27.8,21.8,22,11,17.5
1400000US26059050100,"Census Tract 501, Hillsdale County, Michigan",2032,35.9,11.7,27.8,7.9,16.8
1400000US26059050200,"Census Tract 502, Hillsdale County, Michigan",1203,24.4,15,20.4,9.1,31.1
1400000US26059050300,"Census Tract 503, Hillsdale County, Michigan",993,21.6,13.5,16.4,15.6,32.9
1400000US26059050400,"Census Tract 504, Hillsdale County, Michigan",1817,21.4,15.9,17.7,10.6,34.5
1400000US26059050500,"Census Tract 505, Hillsdale County, Michigan",1868,28.9,18.2,24.7,6.4,21.8
1400000US26059050600,"Census Tract 506, Hillsdale County, Michigan",1562,24.6,17.8,23.8,10.3,23.6
1400000US26059050700,"Census Tract 507, Hillsdale County, Michigan",2011,31.2,26.2,21.6,3.5,17.4
1400000US26059050800,"Census Tract 508, Hillsdale County, Michigan",885,33.2,22.4,14.9,5.2,24.3
1400000US26059050900,"Census Tract 509, Hillsdale County, Michigan",2304,34.3,17.4,17.3,9.5,21.4
1400000US26059051000,"Census Tract 510, Hillsdale County, Michigan",1768,20.8,17.9,14.8,11.4,35.2
1400000US26059051100,"Census Tract 511, Hillsdale County, Michigan",1481,23,14.5,17.6,18.4,26.5
1400000US26059051200,"Census Tract 512, Hillsdale County, Michigan",1264,24.3,11.9,18.1,13.2,32.4
1400000US26061000100,"Census Tract 1, Houghton County, Michigan",1036,32.8,18.1,18.4,16.8,13.8
1400000US26061000200,"Census Tract 2, Houghton County, Michigan",1190,33.6,26.6,19.4,8.4,12
1400000US26061000300,"Census Tract 3, Houghton County, Michigan",879,22,34.6,23.9,8.6,10.9
1400000US26061000400,"Census Tract 4, Houghton County, Michigan",1208,30.1,24.4,21.9,11.3,12.3
1400000US26061000500,"Census Tract 5, Houghton County, Michigan",1486,37.1,21.4,22.6,11.6,7.3
1400000US26061000600,"Census Tract 6, Houghton County, Michigan",1656,32.4,27.7,26.6,3.2,10.2
1400000US26061000700,"Census Tract 7, Houghton County, Michigan",1342,29.3,25.9,21.7,12.4,10.7
1400000US26061000800,"Census Tract 8, Houghton County, Michigan",2411,51.9,21.2,16.2,4.6,6.1
1400000US26061000900,"Census Tract 9, Houghton County, Michigan",2522,46.7,19.1,18.1,7,9.1
1400000US26061001000,"Census Tract 10, Houghton County, Michigan",1089,41.8,18.1,19.1,12.8,8.3
1400000US26061990000,"Census Tract 9900, Houghton County, Michigan",0,-,-,-,-,-
1400000US26061990100,"Census Tract 9901, Houghton County, Michigan",0,-,-,-,-,-
1400000US26063950100,"Census Tract 9501, Huron County, Michigan",485,27.6,24.3,25.4,10.7,12
1400000US26063950200,"Census Tract 9502, Huron County, Michigan",840,28,15.1,20.7,16.7,19.5
1400000US26063950300,"Census Tract 9503, Huron County, Michigan",999,28.2,14.7,21.1,14.1,21.8
1400000US26063950400,"Census Tract 9504, Huron County, Michigan",256,23.8,21.1,20.7,17.2,17.2
1400000US26063950500,"Census Tract 9505, Huron County, Michigan",843,44.2,11.4,18.1,11.2,15.1
1400000US26063950600,"Census Tract 9506, Huron County, Michigan",1323,30.9,16.6,15.6,15.4,21.5
1400000US26063950700,"Census Tract 9507, Huron County, Michigan",1497,30,13,21.4,11.6,24
1400000US26063950800,"Census Tract 9508, Huron County, Michigan",1647,23.5,16.3,22.7,13.8,23.7
1400000US26063950900,"Census Tract 9509, Huron County, Michigan",1728,27.4,17.6,17.3,16.2,21.5
1400000US26063951000,"Census Tract 9510, Huron County, Michigan",1725,25.3,17.8,32.2,10.7,14
1400000US26063951100,"Census Tract 9511, Huron County, Michigan",1058,29.2,14.2,21.7,10.4,24.5
1400000US26063951200,"Census Tract 9512, Huron County, Michigan",1568,25.8,20.3,18.8,14.9,20.3
1400000US26063990000,"Census Tract 9900, Huron County, Michigan",0,-,-,-,-,-
1400000US26065000100,"Census Tract 1, Ingham County, Michigan",882,21.9,22.2,22.8,8.4,24.7
1400000US26065000400,"Census Tract 4, Ingham County, Michigan",1274,42.9,14,27.2,7.2,8.7
1400000US26065000600,"Census Tract 6, Ingham County, Michigan",987,42.1,26.6,20.6,0,10.6
1400000US26065000700,"Census Tract 7, Ingham County, Michigan",980,26.9,27.8,29.8,6.3,9.2
1400000US26065000800,"Census Tract 8, Ingham County, Michigan",1346,31.3,24.5,26.3,7.8,10.1
1400000US26065001000,"Census Tract 10, Ingham County, Michigan",1200,44.2,22.8,24.4,2.8,5.9
1400000US26065001200,"Census Tract 12, Ingham County, Michigan",1101,26.7,32,20.9,6.1,14.4
1400000US26065001703,"Census Tract 17.03, Ingham County, Michigan",1961,38,15.8,26.7,2.7,16.9
1400000US26065002000,"Census Tract 20, Ingham County, Michigan",1383,16.9,30.1,34.1,11.6,7.2
1400000US26065002101,"Census Tract 21.01, Ingham County, Michigan",806,17.4,33.7,26.7,9.2,13
1400000US26065002200,"Census Tract 22, Ingham County, Michigan",983,47.5,12.4,19.9,11,9.2
1400000US26065002300,"Census Tract 23, Ingham County, Michigan",1691,39,18.9,21.7,6.3,14.1
1400000US26065002600,"Census Tract 26, Ingham County, Michigan",791,23.4,23.8,26.5,12.4,13.9
1400000US26065002700,"Census Tract 27, Ingham County, Michigan",1355,23.5,21.5,32.4,9.4,13.3
1400000US26065002800,"Census Tract 28, Ingham County, Michigan",1368,24.7,20.5,35.6,6.4,12.9
1400000US26065002901,"Census Tract 29.01, Ingham County, Michigan",1578,46.3,19.7,23.3,5.4,5.3
1400000US26065002902,"Census Tract 29.02, Ingham County, Michigan",2866,38.7,21.4,24.7,7.3,8
1400000US26065003103,"Census Tract 31.03, Ingham County, Michigan",3613,44.6,21.2,18,4.6,11.5
1400000US26065003200,"Census Tract 32, Ingham County, Michigan",845,22.7,18.7,18.6,14.9,25.1
1400000US26065003301,"Census Tract 33.01, Ingham County, Michigan",1410,20.2,23.1,23.8,6,26.9
1400000US26065003302,"Census Tract 33.02, Ingham County, Michigan",1076,45,11.9,28.7,5,9.4
1400000US26065003400,"Census Tract 34, Ingham County, Michigan",1209,27,18.4,29.3,11.7,13.5
1400000US26065003500,"Census Tract 35, Ingham County, Michigan",1455,31.3,20.3,24.7,7,16.7
1400000US26065003601,"Census Tract 36.01, Ingham County, Michigan",1334,21.9,19.6,27.7,7.6,23.2
1400000US26065003602,"Census Tract 36.02, Ingham County, Michigan",1391,22.8,22.3,22.3,7,25.7
1400000US26065003700,"Census Tract 37, Ingham County, Michigan",2176,20.5,32.4,23.4,2.3,21.4
1400000US26065003801,"Census Tract 38.01, Ingham County, Michigan",1942,53.9,15.7,22.1,2.3,6
1400000US26065003802,"Census Tract 38.02, Ingham County, Michigan",2557,51.7,24.1,16.9,0.9,6.5
1400000US26065003901,"Census Tract 39.01, Ingham County, Michigan",838,71.2,10,12.4,0.6,5.7
1400000US26065003902,"Census Tract 39.02, Ingham County, Michigan",1900,51.1,15.6,23.5,4.3,5.6
1400000US26065004000,"Census Tract 40, Ingham County, Michigan",1801,65.2,11.3,16.2,3.3,4
1400000US26065004100,"Census Tract 41, Ingham County, Michigan",1983,42.1,27.9,23.6,1.9,4.5
1400000US26065004301,"Census Tract 43.01, Ingham County, Michigan",2983,45.4,24.4,21.4,3.7,5.2
1400000US26065004302,"Census Tract 43.02, Ingham County, Michigan",1118,28.7,33.9,30.6,1.8,5
1400000US26065004402,"Census Tract 44.02, Ingham County, Michigan",770,76.9,10.1,6.5,3.8,2.7
1400000US26065004403,"Census Tract 44.03, Ingham County, Michigan",683,57.5,17.6,16.1,2.3,6.4
1400000US26065004490,"Census Tract 44.90, Ingham County, Michigan",1178,17.8,42.2,36.5,0.7,2.8
1400000US26065004491,"Census Tract 44.91, Ingham County, Michigan",457,24.5,45.7,21.2,2.4,6.1
1400000US26065004492,"Census Tract 44.92, Ingham County, Michigan",1253,17,50,29.5,1,2.4
1400000US26065004493,"Census Tract 44.93, Ingham County, Michigan",671,38,33.7,23.5,1.2,3.6
1400000US26065004494,"Census Tract 44.94, Ingham County, Michigan",1070,17.9,49.4,29.3,0.7,2.7
1400000US26065004500,"Census Tract 45, Ingham County, Michigan",2106,42.4,18.7,26.8,5,7.1
1400000US26065004600,"Census Tract 46, Ingham County, Michigan",2041,72.4,8.7,14,2.6,2.3
1400000US26065004700,"Census Tract 47, Ingham County, Michigan",1239,54.1,11.1,27.4,0.9,6.5
1400000US26065004801,"Census Tract 48.01, Ingham County, Michigan",2590,43.8,14.9,24.2,4.4,12.6
1400000US26065004802,"Census Tract 48.02, Ingham County, Michigan",1910,43.9,15.6,30.6,4.1,5.8
1400000US26065004901,"Census Tract 49.01, Ingham County, Michigan",3960,57.2,18.7,18.9,1.5,3.7
1400000US26065004902,"Census Tract 49.02, Ingham County, Michigan",2184,59.3,15,18.4,5.8,1.6
1400000US26065005001,"Census Tract 50.01, Ingham County, Michigan",3443,71.3,5.8,16.4,0.8,5.8
1400000US26065005002,"Census Tract 50.02, Ingham County, Michigan",1844,64.4,13.2,18.5,1.2,2.7
1400000US26065005100,"Census Tract 51, Ingham County, Michigan",1421,30,24.7,20,8.9,16.4
1400000US26065005201,"Census Tract 52.01, Ingham County, Michigan",2410,22,28.7,26.9,5.5,16.8
1400000US26065005202,"Census Tract 52.02, Ingham County, Michigan",1633,49,10.9,23,7.8,9.2
1400000US26065005302,"Census Tract 53.02, Ingham County, Michigan",3296,54.8,11.3,17.2,5.4,11.3
1400000US26065005303,"Census Tract 53.03, Ingham County, Michigan",1772,13.4,19,48.2,1.7,17.7
1400000US26065005304,"Census Tract 53.04, Ingham County, Michigan",1373,23.3,34.2,17.1,4.1,21.3
1400000US26065005401,"Census Tract 54.01, Ingham County, Michigan",1665,38.6,22.3,22.6,3.9,12.5
1400000US26065005402,"Census Tract 54.02, Ingham County, Michigan",1853,29.5,15,34.4,6.8,14.4
1400000US26065005501,"Census Tract 55.01, Ingham County, Michigan",2466,45.1,20,15.9,9.3,9.7
1400000US26065005502,"Census Tract 55.02, Ingham County, Michigan",3064,41.2,17.4,27.4,3.3,10.8
1400000US26065005600,"Census Tract 56, Ingham County, Michigan",1381,46.9,12.9,23.2,6.1,10.9
1400000US26065005700,"Census Tract 57, Ingham County, Michigan",2504,51.4,11.7,20.8,7.5,8.6
1400000US26065005800,"Census Tract 58, Ingham County, Michigan",2808,51.5,11,23.3,3.4,10.9
1400000US26065005900,"Census Tract 59, Ingham County, Michigan",2573,29.8,15.5,26.3,15,13.4
1400000US26065006001,"Census Tract 60.01, Ingham County, Michigan",1625,25,15.9,23,12.1,23.9
1400000US26065006002,"Census Tract 60.02, Ingham County, Michigan",1811,30.3,15,24.1,8.2,22.4
1400000US26065006100,"Census Tract 61, Ingham County, Michigan",1859,28.8,12.5,27.8,10.4,20.5
1400000US26065006200,"Census Tract 62, Ingham County, Michigan",2825,31.6,17.3,24.7,11.7,14.7
1400000US26065006301,"Census Tract 63.01, Ingham County, Michigan",1894,38.1,21,17.3,6.1,17.5
1400000US26065006302,"Census Tract 63.02, Ingham County, Michigan",2099,41.4,19.3,26.8,3.9,8.6
1400000US26065006401,"Census Tract 64.01, Ingham County, Michigan",2033,37.3,15.4,24,7.9,15.4
1400000US26065006402,"Census Tract 64.02, Ingham County, Michigan",1329,25.9,20,18.4,11.9,23.9
1400000US26065006500,"Census Tract 65, Ingham County, Michigan",2254,38.6,30.7,17.3,1.8,11.7
1400000US26065006600,"Census Tract 66, Ingham County, Michigan",1244,31.6,34.5,17,4.4,12.5
1400000US26065006700,"Census Tract 67, Ingham County, Michigan",2001,28.9,13.6,28.1,4.1,25.2
1400000US26065006800,"Census Tract 68, Ingham County, Michigan",1613,17.8,32.7,25.4,6.7,17.5
1400000US26065007000,"Census Tract 70, Ingham County, Michigan",2768,33.2,17.5,33.2,5.5,10.6
1400000US26065980000,"Census Tract 9800, Ingham County, Michigan",319,24.8,45.8,24.1,3.1,2.2
1400000US26065980100,"Census Tract 9801, Ingham County, Michigan",6,100,0,0,0,0
1400000US26065980200,"Census Tract 9802, Ingham County, Michigan",0,-,-,-,-,-
1400000US26065980300,"Census Tract 9803, Ingham County, Michigan",0,-,-,-,-,-
1400000US26067030100,"Census Tract 301, Ionia County, Michigan",2854,25.3,13.8,22.8,14.4,23.6
1400000US26067030200,"Census Tract 302, Ionia County, Michigan",1163,16.8,19.3,32.6,11.9,19.4
1400000US26067030300,"Census Tract 303, Ionia County, Michigan",1131,18.7,29.3,23.8,10,18.2
1400000US26067030400,"Census Tract 304, Ionia County, Michigan",3064,23,17.3,20.5,14.8,24.4
1400000US26067031200,"Census Tract 312, Ionia County, Michigan",2500,21.9,20.3,26.1,9.4,22.3
1400000US26067031300,"Census Tract 313, Ionia County, Michigan",3928,26.5,18.5,21.6,14.4,19
1400000US26067031400,"Census Tract 314, Ionia County, Michigan",2330,37.9,6.7,29.4,11,15.1
1400000US26067031500,"Census Tract 315, Ionia County, Michigan",2626,33.3,16,22.6,9.3,18.8
1400000US26067031600,"Census Tract 316, Ionia County, Michigan",2225,26.5,12.8,24.8,13.4,22.6
1400000US26067031700,"Census Tract 317, Ionia County, Michigan",2021,23.6,25.7,15.5,14,21.2
1400000US26067031900,"Census Tract 319, Ionia County, Michigan",2797,26.7,16,22.1,13.6,21.6
1400000US26067032100,"Census Tract 321, Ionia County, Michigan",585,22.1,24.3,19.7,14.7,19.3
1400000US26067982200,"Census Tract 9822, Ionia County, Michigan",0,-,-,-,-,-
1400000US26069000100,"Census Tract 1, Iosco County, Michigan",681,9,23.6,25,15.1,27.3
1400000US26069000200,"Census Tract 2, Iosco County, Michigan",1509,22.2,15.4,34,12.4,16
1400000US26069000300,"Census Tract 3, Iosco County, Michigan",983,25.6,16.3,16.8,17.6,23.7
1400000US26069000400,"Census Tract 4, Iosco County, Michigan",1164,21.3,19,22.3,15.4,22.1
1400000US26069000500,"Census Tract 5, Iosco County, Michigan",1441,25.1,17.8,27.6,10.8,18.7
1400000US26069000600,"Census Tract 6, Iosco County, Michigan",1090,26.9,19.8,22.7,12.8,17.9
1400000US26069000700,"Census Tract 7, Iosco County, Michigan",1037,28.4,20.3,17.8,14.7,18.8
1400000US26069000800,"Census Tract 8, Iosco County, Michigan",360,20.6,25.6,30,10.6,13.3
1400000US26069000900,"Census Tract 9, Iosco County, Michigan",679,16.2,23.3,21.2,16.8,22.5
1400000US26069990000,"Census Tract 9900, Iosco County, Michigan",0,-,-,-,-,-
1400000US26071000100,"Census Tract 1, Iron County, Michigan",982,27.6,19.6,28,10.9,14
1400000US26071000200,"Census Tract 2, Iron County, Michigan",638,30.9,20.5,18.3,18.8,11.4
1400000US26071000300,"Census Tract 3, Iron County, Michigan",994,16.3,15.3,35.3,19.4,13.7
1400000US26071000400,"Census Tract 4, Iron County, Michigan",914,24.6,28.7,16.7,13.6,16.4
1400000US26071000500,"Census Tract 5, Iron County, Michigan",803,27,17.9,24.7,15.2,15.2
1400000US26073000100,"Census Tract 1, Isabella County, Michigan",1412,26.3,17.4,27.6,13.4,15.3
1400000US26073000200,"Census Tract 2, Isabella County, Michigan",1865,32.4,19.5,17.1,10.7,20.3
1400000US26073000300,"Census Tract 3, Isabella County, Michigan",2579,23.5,22.4,21.8,15.1,17.3
1400000US26073000400,"Census Tract 4, Isabella County, Michigan",2979,32.2,33.5,22.1,5.7,6.5
1400000US26073000500,"Census Tract 5, Isabella County, Michigan",2099,24.9,31.2,30.3,2.9,10.9
1400000US26073000600,"Census Tract 6, Isabella County, Michigan",2253,38.7,28.7,20.8,3.6,8.3
1400000US26073000700,"Census Tract 7, Isabella County, Michigan",3892,20.5,35.2,31,4.6,8.8
1400000US26073000800,"Census Tract 8, Isabella County, Michigan",1748,21.6,36.7,27,7.5,7.2
1400000US26073000900,"Census Tract 9, Isabella County, Michigan",1926,31.5,19.6,22.1,13,13.8
1400000US26073940100,"Census Tract 9401, Isabella County, Michigan",2037,27.8,17.2,21.5,15.5,18
1400000US26073940200,"Census Tract 9402, Isabella County, Michigan",2400,19.9,24.3,24,15.3,16.5
1400000US26073940300,"Census Tract 9403, Isabella County, Michigan",2532,38.8,25.9,24.6,5.3,5.4
1400000US26073940400,"Census Tract 9404, Isabella County, Michigan",1842,36.8,22.5,22.3,4.8,13.6
1400000US26073940500,"Census Tract 9405, Isabella County, Michigan",1493,32.4,31.5,19,2.4,14.7
1400000US26073940600,"Census Tract 9406, Isabella County, Michigan",2517,44.8,15.7,20.7,8.8,9.9
1400000US26075000100,"Census Tract 1, Jackson County, Michigan",1219,20.9,14.9,26.8,7.2,30.1
1400000US26075000200,"Census Tract 2, Jackson County, Michigan",976,17.9,18.1,28.5,3.2,32.3
1400000US26075000400,"Census Tract 4, Jackson County, Michigan",1697,19.1,33.2,20.4,6,21.3
1400000US26075000500,"Census Tract 5, Jackson County, Michigan",910,29,15.8,25.1,2.7,27.4
1400000US26075000600,"Census Tract 6, Jackson County, Michigan",274,35.8,21.2,25.9,3.3,13.9
1400000US26075000800,"Census Tract 8, Jackson County, Michigan",2347,37.3,17.3,30.7,6.8,8
1400000US26075000900,"Census Tract 9, Jackson County, Michigan",1280,34.5,19.2,17.9,6.6,21.8
1400000US26075001000,"Census Tract 10, Jackson County, Michigan",779,13.7,36.5,21.2,5.1,23.5
1400000US26075001100,"Census Tract 11, Jackson County, Michigan",543,6.8,40,24.3,4.1,24.9
1400000US26075001200,"Census Tract 12, Jackson County, Michigan",845,9.7,26.6,25.6,7.7,30.4
1400000US26075001300,"Census Tract 13, Jackson County, Michigan",755,11,31.1,23.6,11.1,23.2
1400000US26075005000,"Census Tract 50, Jackson County, Michigan",910,13.6,21.8,25.9,6.7,32
1400000US26075005100,"Census Tract 51, Jackson County, Michigan",1879,28.2,19.1,24.7,5.7,22.4
1400000US26075005200,"Census Tract 52, Jackson County, Michigan",3193,48.2,10.6,28.9,3.9,8.4
1400000US26075005301,"Census Tract 53.01, Jackson County, Michigan",2217,44.6,12.2,30.3,1.5,11.5
1400000US26075005302,"Census Tract 53.02, Jackson County, Michigan",1952,40.5,19.7,26.1,5.1,8.6
1400000US26075005400,"Census Tract 54, Jackson County, Michigan",2616,39.5,20.9,23.1,9.9,6.6
1400000US26075005500,"Census Tract 55, Jackson County, Michigan",2136,26.4,18.1,22.4,14.3,18.8
1400000US26075005600,"Census Tract 56, Jackson County, Michigan",3109,25,22.5,19,7.2,26.3
1400000US26075005700,"Census Tract 57, Jackson County, Michigan",1231,31.5,15.3,30.8,5.4,17
1400000US26075005800,"Census Tract 58, Jackson County, Michigan",0,-,-,-,-,-
1400000US26075005900,"Census Tract 59, Jackson County, Michigan",805,15,22.6,23.2,6,33.2
1400000US26075006000,"Census Tract 60, Jackson County, Michigan",3166,31.9,18.2,23.2,7.9,18.9
1400000US26075006100,"Census Tract 61, Jackson County, Michigan",2923,22.5,20.2,19.2,13.2,25
1400000US26075006200,"Census Tract 62, Jackson County, Michigan",3238,28.3,19.8,27.5,9.7,14.8
1400000US26075006301,"Census Tract 63.01, Jackson County, Michigan",1432,36.9,12.6,24.1,13.7,12.7
1400000US26075006303,"Census Tract 63.03, Jackson County, Michigan",2157,25.2,20.5,23.6,9.1,21.6
1400000US26075006304,"Census Tract 63.04, Jackson County, Michigan",1282,36.1,21.8,24.2,6.9,11
1400000US26075006401,"Census Tract 64.01, Jackson County, Michigan",1287,31.5,16.9,26.5,11,14.2
1400000US26075006402,"Census Tract 64.02, Jackson County, Michigan",3090,29.3,16.6,21.4,10.6,22.2
1400000US26075006500,"Census Tract 65, Jackson County, Michigan",2838,29.5,17.9,24.7,8.8,19.1
1400000US26075006600,"Census Tract 66, Jackson County, Michigan",2176,26.5,16.7,23.2,9.5,24.1
1400000US26075006701,"Census Tract 67.01, Jackson County, Michigan",2187,23.7,20,28.5,9.2,18.6
1400000US26075006702,"Census Tract 67.02, Jackson County, Michigan",2090,32,15.5,17.7,11.6,23.3
1400000US26075006801,"Census Tract 68.01, Jackson County, Michigan",1450,33.4,18.1,20.2,11.2,17.1
1400000US26075006803,"Census Tract 68.03, Jackson County, Michigan",1115,32.7,17.8,20,13.5,16
1400000US26075006804,"Census Tract 68.04, Jackson County, Michigan",2769,35.4,14.3,26.8,7.4,16.1
1400000US26075006900,"Census Tract 69, Jackson County, Michigan",999,16.5,33.1,30.1,10.1,10.1
1400000US26077000100,"Census Tract 1, Kalamazoo County, Michigan",1029,17.9,30.9,25.5,6.2,19.5
1400000US26077000201,"Census Tract 2.01, Kalamazoo County, Michigan",1068,41,24.2,7.9,5.1,21.9
1400000US26077000202,"Census Tract 2.02, Kalamazoo County, Michigan",306,22.9,20.9,22.5,1.3,32.4
1400000US26077000300,"Census Tract 3, Kalamazoo County, Michigan",1132,22.1,24.8,13.3,6.3,33.5
1400000US26077000500,"Census Tract 5, Kalamazoo County, Michigan",1906,41.2,27,22.9,2.5,6.4
1400000US26077000600,"Census Tract 6, Kalamazoo County, Michigan",3231,39.6,18.2,22.7,8.5,11
1400000US26077000900,"Census Tract 9, Kalamazoo County, Michigan",346,12.1,17.3,29.5,15.9,25.1
1400000US26077001000,"Census Tract 10, Kalamazoo County, Michigan",2548,11.4,41.2,18.9,7,21.5
1400000US26077001100,"Census Tract 11, Kalamazoo County, Michigan",987,30,21.5,25.8,10.9,11.8
1400000US26077001200,"Census Tract 12, Kalamazoo County, Michigan",1540,62.9,4.6,22.3,4.4,5.8
1400000US26077001300,"Census Tract 13, Kalamazoo County, Michigan",881,27.6,23.7,29.2,3.3,16.2
1400000US26077001501,"Census Tract 15.01, Kalamazoo County, Michigan",1879,41.5,21.9,20.1,7.1,9.4
1400000US26077001502,"Census Tract 15.02, Kalamazoo County, Michigan",2905,40,22.6,24.9,1,11.4
1400000US26077001503,"Census Tract 15.03, Kalamazoo County, Michigan",2703,40.7,20.7,23.7,5.7,9.3
1400000US26077001504,"Census Tract 15.04, Kalamazoo County, Michigan",2517,25.7,30.8,38.3,2.4,2.9
1400000US26077001506,"Census Tract 15.06, Kalamazoo County, Michigan",4194,33.4,22.8,37.7,3,3.1
1400000US26077001507,"Census Tract 15.07, Kalamazoo County, Michigan",3737,14.7,45.4,23,4,13
1400000US26077001601,"Census Tract 16.01, Kalamazoo County, Michigan",1242,62.4,8.5,15.1,2.4,11.7
1400000US26077001603,"Census Tract 16.03, Kalamazoo County, Michigan",867,37.8,20,24.7,4.6,12.9
1400000US26077001604,"Census Tract 16.04, Kalamazoo County, Michigan",791,43.1,15.5,24.3,2.9,14.2
1400000US26077001701,"Census Tract 17.01, Kalamazoo County, Michigan",1936,34.6,23.2,25.3,7.8,9
1400000US26077001702,"Census Tract 17.02, Kalamazoo County, Michigan",2315,38.4,34.4,15.9,3.5,7.8
1400000US26077001801,"Census Tract 18.01, Kalamazoo County, Michigan",1554,37.1,17.9,29.5,6.4,9.1
1400000US26077001802,"Census Tract 18.02, Kalamazoo County, Michigan",2404,35.9,14.6,29.3,6.9,13.4
1400000US26077001803,"Census Tract 18.03, Kalamazoo County, Michigan",918,9.5,24.9,28,17.8,19.8
1400000US26077001905,"Census Tract 19.05, Kalamazoo County, Michigan",2686,32.1,19.6,22,4.1,22.3
1400000US26077001906,"Census Tract 19.06, Kalamazoo County, Michigan",2639,42.3,14.1,28.1,6.7,8.8
1400000US26077001907,"Census Tract 19.07, Kalamazoo County, Michigan",1838,46.4,14.6,20,5.9,13.2
1400000US26077002002,"Census Tract 20.02, Kalamazoo County, Michigan",1992,46.3,15.7,20,7.3,10.7
1400000US26077002003,"Census Tract 20.03, Kalamazoo County, Michigan",3261,56.3,10.2,18.4,8,7
1400000US26077002004,"Census Tract 20.04, Kalamazoo County, Michigan",1976,67.5,10.7,14.4,3.6,3.8
1400000US26077002005,"Census Tract 20.05, Kalamazoo County, Michigan",1813,52.8,17.2,23.2,1.3,5.5
1400000US26077002101,"Census Tract 21.01, Kalamazoo County, Michigan",3942,37,14.6,29.7,6.6,12.1
1400000US26077002102,"Census Tract 21.02, Kalamazoo County, Michigan",1413,44.9,15.4,25.5,8.9,5.2
1400000US26077002201,"Census Tract 22.01, Kalamazoo County, Michigan",1138,18.4,21.9,30.1,7.6,22.1
1400000US26077002202,"Census Tract 22.02, Kalamazoo County, Michigan",4645,34.4,22.5,20,7.1,16
1400000US26077002601,"Census Tract 26.01, Kalamazoo County, Michigan",2399,42.2,15.2,18.9,9.8,14
1400000US26077002700,"Census Tract 27, Kalamazoo County, Michigan",4160,46.9,13.7,24.7,2.8,11.9
1400000US26077002801,"Census Tract 28.01, Kalamazoo County, Michigan",1962,38,16.6,18.1,13,14.2
1400000US26077002802,"Census Tract 28.02, Kalamazoo County, Michigan",2859,29.5,11.3,24.3,7.5,27.3
1400000US26077002901,"Census Tract 29.01, Kalamazoo County, Michigan",1812,37.6,13.9,21.1,10.3,17.1
1400000US26077002903,"Census Tract 29.03, Kalamazoo County, Michigan",2412,43.2,28,16,3,9.8
1400000US26077002904,"Census Tract 29.04, Kalamazoo County, Michigan",5095,42.3,23.7,20.3,5.5,8.2
1400000US26077002905,"Census Tract 29.05, Kalamazoo County, Michigan",3480,40.2,20.8,26.1,5,7.9
1400000US26077003002,"Census Tract 30.02, Kalamazoo County, Michigan",1078,34.9,15.4,23.4,10.9,15.4
1400000US26077003003,"Census Tract 30.03, Kalamazoo County, Michigan",3801,56.4,10.5,19.4,7.2,6.4
1400000US26077003004,"Census Tract 30.04, Kalamazoo County, Michigan",3845,57.3,12,19.7,3.5,7.4
1400000US26077003302,"Census Tract 33.02, Kalamazoo County, Michigan",2959,31.6,25.4,15.9,9.8,17.2
1400000US26077003400,"Census Tract 34, Kalamazoo County, Michigan",1860,25.7,17.5,20.9,13.1,22.8
1400000US26077003500,"Census Tract 35, Kalamazoo County, Michigan",2236,37.8,9.4,31.7,2.9,18.2
1400000US26077005501,"Census Tract 55.01, Kalamazoo County, Michigan",1551,22.8,23.1,27.7,6.7,19.7
1400000US26077005502,"Census Tract 55.02, Kalamazoo County, Michigan",2433,29.9,16.4,24,8.2,21.6
1400000US26077006102,"Census Tract 61.02, Kalamazoo County, Michigan",1906,39.1,13.7,23.3,6.7,17.1
1400000US26077006103,"Census Tract 61.03, Kalamazoo County, Michigan",2276,41.2,15.9,19.5,8.5,15
1400000US26077006601,"Census Tract 66.01, Kalamazoo County, Michigan",2103,34.7,11.9,23.2,13.5,16.7
1400000US26077006701,"Census Tract 67.01, Kalamazoo County, Michigan",1166,29.5,14.6,22.1,8.7,25
1400000US26077006702,"Census Tract 67.02, Kalamazoo County, Michigan",2913,37.5,15,22.1,7.4,18
1400000US26079950200,"Census Tract 9502, Kalkaska County, Michigan",1820,23.7,20.9,18.7,18.2,18.5
1400000US26079950300,"Census Tract 9503, Kalkaska County, Michigan",2123,21.7,23.4,25.1,13.9,15.9
1400000US26079950400,"Census Tract 9504, Kalkaska County, Michigan",1430,23.4,18.5,23.6,16.4,18.2
1400000US26079950601,"Census Tract 9506.01, Kalkaska County, Michigan",782,22.1,20.6,27.1,14.2,16
1400000US26079950602,"Census Tract 9506.02, Kalkaska County, Michigan",667,24.1,26.4,20.8,14.2,14.4
1400000US26081000100,"Census Tract 1, Kent County, Michigan",1164,29.1,18.8,30,8.2,13.8
1400000US26081000200,"Census Tract 2, Kent County, Michigan",860,37.3,6.9,29.9,6.9,19.1
