Geography,Geographic Area Name,Total,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
1400000US26009960600,"Census Tract 9606, Antrim County, Michigan",1312,32,18.8,28.5,6,14.6
1400000US26009960700,"Census Tract 9607, Antrim County, Michigan",1941,16.8,26.4,25.2,12.2,19.4
1400000US26009990000,"Census Tract 9900, Antrim County, Michigan",0,-,-,-,-,-
1400000US26011970100,"Census Tract 9701, Arenac County, Michigan",797,29.2,24.7,19.9,8.5,17.6
1400000US26011970200,"Census Tract 9702, Arenac County, Michigan",1229,23.4,21.5,22.5,14.3,18.3
1400000US26011970300,"Census Tract 9703, Arenac County, Michigan",1165,28.6,17.4,24.7,12.1,17.2
1400000US26011970400,"Census Tract 9704, Arenac County, Michigan",898,30,23.1,22.6,9.7,14.7
1400000US26011970500,"Census Tract 9705, Arenac County, Michigan",1480,25,18.6,23.9,9.9,22.6
1400000US26011990000,"Census Tract 9900, Arenac County, Michigan",0,-,-,-,-,-
1400000US26011990100,"Census Tract 9901, Arenac County, Michigan",0,-,-,-,-,-
1400000US26013000100,"Census Tract 1, Baraga County, Michigan",1478,25,21.4,26,9.7,17.8
1400000US26013000200,"Census Tract 2, Baraga County, Michigan",880,30.8,18.6,23.2,9.9,17.5
1400000US26013990100,"Census Tract 9901, Baraga County, Michigan",0,-,-,-,-,-
1400000US26015010100,"Census Tract 101, Barry County, Michigan",2504,25.3,17.7,21,12.4,23.7
1400000US26015010200,"Census Tract 102, Barry County, Michigan",2804,30.7,10.7,21.8,14.9,21.9
1400000US26015010300,"Census Tract 103, Barry County, Michigan",3890,32.7,16,21.2,9,21.1
1400000US26015010401,"Census Tract 104.01, Barry County, Michigan",1554,28.6,8.1,24.1,14.5,24.7
1400000US26015010402,"Census Tract 104.02, Barry County, Michigan",1835,34.6,9.5,27.9,13.5,14.6
1400000US26015010500,"Census Tract 105, Barry County, Michigan",1644,35.3,16,20.4,16.2,12.1
1400000US26015010600,"Census Tract 106, Barry County, Michigan",2778,33.3,16.8,20.7,13,16.3
1400000US26015010700,"Census Tract 107, Barry County, Michigan",2338,34.6,12.1,21.5,10.8,20.9
1400000US26015010800,"Census Tract 108, Barry County, Michigan",1397,27.6,17.6,21.1,14.7,18.9
1400000US26015011300,"Census Tract 113, Barry County, Michigan",3224,27.3,16.1,23.4,10.7,22.5
1400000US26015011400,"Census Tract 114, Barry County, Michigan",2931,34.3,15,19,6.9,24.7
1400000US26017280300,"Census Tract 2803, Bay County, Michigan",523,19.7,36.1,18.4,5.2,20.7
1400000US26017280400,"Census Tract 2804, Bay County, Michigan",1335,20.6,22.2,32.2,9.1,16
1400000US26017280500,"Census Tract 2805, Bay County, Michigan",1609,41.3,18.4,23.8,7.3,9.2
1400000US26017280600,"Census Tract 2806, Bay County, Michigan",1108,26.2,23.2,26.3,10.3,14.1
1400000US26017280700,"Census Tract 2807, Bay County, Michigan",962,25.8,23.1,30.4,7.1,13.7
1400000US26017280800,"Census Tract 2808, Bay County, Michigan",1720,22.2,21.4,33.7,9.3,13.4
1400000US26017280900,"Census Tract 2809, Bay County, Michigan",1139,18.8,23.3,31.5,8.4,18
1400000US26017281000,"Census Tract 2810, Bay County, Michigan",2021,19,30.7,27.7,4.9,17.7
1400000US26017281300,"Census Tract 2813, Bay County, Michigan",1150,27.5,27.5,23.1,9.4,12.5
1400000US26017285100,"Census Tract 2851, Bay County, Michigan",1499,31,25.6,24.5,7.8,11.1
1400000US26017285201,"Census Tract 2852.01, Bay County, Michigan",2433,33.4,15.6,25.5,10.8,14.8
1400000US26017285202,"Census Tract 2852.02, Bay County, Michigan",1735,37.5,16.7,27.6,4.7,13.5
1400000US26017285300,"Census Tract 2853, Bay County, Michigan",2095,31.7,19,23.4,13.1,12.7
1400000US26017285400,"Census Tract 2854, Bay County, Michigan",1770,38,17.8,21.4,9.3,13.6
1400000US26017285500,"Census Tract 2855, Bay County, Michigan",3169,38.6,17.6,23.2,6.9,13.7
1400000US26017285600,"Census Tract 2856, Bay County, Michigan",3302,30,21.5,27.8,5.6,15.1
1400000US26017285700,"Census Tract 2857, Bay County, Michigan",1664,33.7,18.3,23.3,10,14.7
1400000US26017285800,"Census Tract 2858, Bay County, Michigan",2420,34.1,18.9,25,4,17.9
1400000US26017285900,"Census Tract 2859, Bay County, Michigan",1633,24,22.4,28.1,11.5,14.1
1400000US26017286000,"Census Tract 2860, Bay County, Michigan",1678,27.9,20.9,22.8,4,24.4
1400000US26017286100,"Census Tract 2861, Bay County, Michigan",3468,33.2,19.7,19.8,11.6,15.7
1400000US26017286200,"Census Tract 2862, Bay County, Michigan",2049,31.5,19.7,21.1,7.4,20.3
1400000US26017286300,"Census Tract 2863, Bay County, Michigan",1492,25.4,16.2,24.7,12.9,20.8
1400000US26017286400,"Census Tract 2864, Bay County, Michigan",1246,23.2,18.8,23.2,17.3,17.5
1400000US26017286500,"Census Tract 2865, Bay County, Michigan",530,25.5,22.1,35.3,2.3,14.9
1400000US26017286600,"Census Tract 2866, Bay County, Michigan",2163,19.2,26.8,30.7,10.7,12.5
1400000US26017990000,"Census Tract 9900, Bay County, Michigan",0,-,-,-,-,-
1400000US26019000100,"Census Tract 1, Benzie County, Michigan",3664,31.1,20.3,23.5,11.8,13.3
1400000US26019000200,"Census Tract 2, Benzie County, Michigan",1204,26.7,22.8,25.9,14.3,10.2
1400000US26019000300,"Census Tract 3, Benzie County, Michigan",589,35.8,19.9,19.2,7.8,17.3
1400000US26019000400,"Census Tract 4, Benzie County, Michigan",859,30.8,26.7,17.3,13.9,11.3
1400000US26019000500,"Census Tract 5, Benzie County, Michigan",1263,24.8,24.9,21.2,13.9,15.2
1400000US26019990000,"Census Tract 9900, Benzie County, Michigan",0,-,-,-,-,-
1400000US26021000300,"Census Tract 3, Berrien County, Michigan",644,13.7,30.3,23.1,5,28
1400000US26021000400,"Census Tract 4, Berrien County, Michigan",627,16.4,30.6,30.9,11.6,10.4
1400000US26021000500,"Census Tract 5, Berrien County, Michigan",566,14.1,22.3,32.9,3,27.7
1400000US26021000600,"Census Tract 6, Berrien County, Michigan",1064,19,30.5,18.4,5.6,26.4
1400000US26021000700,"Census Tract 7, Berrien County, Michigan",1454,34.5,22.5,19.7,4.1,19.2
1400000US26021000800,"Census Tract 8, Berrien County, Michigan",2951,40.6,15.4,29.9,5.8,8.3
1400000US26021000900,"Census Tract 9, Berrien County, Michigan",1091,41.9,15.3,21.9,7.2,13.7
1400000US26021001000,"Census Tract 10, Berrien County, Michigan",1001,54.3,12.4,19.7,3.3,10.3
1400000US26021001100,"Census Tract 11, Berrien County, Michigan",1946,51.8,11.6,16.3,4.6,15.6
1400000US26021001300,"Census Tract 13, Berrien County, Michigan",1012,54.7,15,17.7,4.9,7.6
1400000US26021001400,"Census Tract 14, Berrien County, Michigan",2115,48.7,15.9,18.9,3.1,13.5
1400000US26021001500,"Census Tract 15, Berrien County, Michigan",1469,52.5,12.6,18,4.4,12.5
1400000US26021001600,"Census Tract 16, Berrien County, Michigan",1226,40.8,15.1,30.2,5.7,8.2
1400000US26021001700,"Census Tract 17, Berrien County, Michigan",2205,47.4,18.1,14.6,6.7,13.2
1400000US26021001800,"Census Tract 18, Berrien County, Michigan",2007,42.8,16.2,21.2,8.7,11.1
1400000US26021001900,"Census Tract 19, Berrien County, Michigan",845,31,14.2,25.1,7.7,22
1400000US26021002000,"Census Tract 20, Berrien County, Michigan",1440,22.2,29.6,23.5,2.2,22.6
1400000US26021002100,"Census Tract 21, Berrien County, Michigan",657,10.4,31.5,23.1,9.4,25.6
1400000US26021002200,"Census Tract 22, Berrien County, Michigan",644,4.8,32.6,36.6,7.1,18.8
1400000US26021002300,"Census Tract 23, Berrien County, Michigan",789,11.4,32.6,20.8,11.5,23.7
1400000US26021002400,"Census Tract 24, Berrien County, Michigan",812,18.5,21.3,21.1,23.4,15.8
1400000US26021002500,"Census Tract 25, Berrien County, Michigan",863,24.6,22.6,23.5,7,22.4
1400000US26021010100,"Census Tract 101, Berrien County, Michigan",1631,28.2,15.9,24.5,6.7,24.6
1400000US26021010200,"Census Tract 102, Berrien County, Michigan",3163,29.8,17.8,24.7,10.7,17
1400000US26021010300,"Census Tract 103, Berrien County, Michigan",1936,21.6,17.8,23.8,13.7,23.1
1400000US26021010400,"Census Tract 104, Berrien County, Michigan",1389,25.7,13.4,24.8,19.6,16.6
1400000US26021010500,"Census Tract 105, Berrien County, Michigan",1115,24.8,9.7,24.9,20.3,20.4
1400000US26021010600,"Census Tract 106, Berrien County, Michigan",2384,43.2,11.5,18.8,15.2,11.3
1400000US26021011000,"Census Tract 110, Berrien County, Michigan",1382,30.2,16.4,25,12.7,15.7
1400000US26021011100,"Census Tract 111, Berrien County, Michigan",2254,40.5,21.3,19.8,5.8,12.6
1400000US26021011200,"Census Tract 112, Berrien County, Michigan",1326,29.3,25.3,34,5.2,6.2
1400000US26021011300,"Census Tract 113, Berrien County, Michigan",1818,41.7,18.6,22.4,9.1,8.2
1400000US26021011400,"Census Tract 114, Berrien County, Michigan",1254,23.4,25.2,21.4,14.1,15.9
1400000US26021011500,"Census Tract 115, Berrien County, Michigan",633,21.8,19.7,17.7,18.2,22.6
1400000US26021011600,"Census Tract 116, Berrien County, Michigan",833,24,22.6,17.3,13.7,22.4
1400000US26021020100,"Census Tract 201, Berrien County, Michigan",1054,30.4,13.4,26.4,5.7,24.2
1400000US26021020200,"Census Tract 202, Berrien County, Michigan",2486,27.8,18.3,23.7,12.2,18
1400000US26021020300,"Census Tract 203, Berrien County, Michigan",1374,30.5,13.2,28.3,7.4,20.6
1400000US26021020400,"Census Tract 204, Berrien County, Michigan",1881,39.3,8.5,24.8,10,17.4
1400000US26021020500,"Census Tract 205, Berrien County, Michigan",998,19.4,23.4,24.2,10.1,22.7
1400000US26021020600,"Census Tract 206, Berrien County, Michigan",1369,28.1,20.5,25.3,2.6,23.6
1400000US26021020700,"Census Tract 207, Berrien County, Michigan",1101,19.3,16.6,22.3,13.7,28.1
1400000US26021020900,"Census Tract 209, Berrien County, Michigan",1461,25.2,19.6,23,7.5,24.8
1400000US26021021000,"Census Tract 210, Berrien County, Michigan",2164,16.2,22.8,29,11,21
1400000US26021021100,"Census Tract 211, Berrien County, Michigan",899,26.3,17.4,22.8,10.6,23
1400000US26021021200,"Census Tract 212, Berrien County, Michigan",602,13.1,27.1,18.6,10.8,30.4
1400000US26021021300,"Census Tract 213, Berrien County, Michigan",2878,40.8,27.9,23.6,3.3,4.3
1400000US26021021400,"Census Tract 214, Berrien County, Michigan",1650,39.9,18.4,18.2,13.6,9.9
1400000US26021990000,"Census Tract 9900, Berrien County, Michigan",0,-,-,-,-,-
1400000US26023950100,"Census Tract 9501, Branch County, Michigan",1762,25.6,18.7,19.6,12.8,23.3
1400000US26023950200,"Census Tract 9502, Branch County, Michigan",1491,22.7,18.6,26.6,9.1,23.1
1400000US26023950300,"Census Tract 9503, Branch County, Michigan",1753,21.6,17.2,22.4,11.8,27
1400000US26023950800,"Census Tract 9508, Branch County, Michigan",1982,19.5,21,22,12.1,25.4
1400000US26023950900,"Census Tract 9509, Branch County, Michigan",936,26.6,16.7,26.5,4.9,25.3
1400000US26023951000,"Census Tract 9510, Branch County, Michigan",971,29,15,29.5,5.1,21.3
1400000US26023951100,"Census Tract 9511, Branch County, Michigan",1441,29.8,13.5,18.5,12.4,25.7
1400000US26023951200,"Census Tract 9512, Branch County, Michigan",1946,19.4,21.4,18.2,11,30.1
1400000US26023951300,"Census Tract 9513, Branch County, Michigan",1426,29.3,18.7,25.5,8.2,18.2
1400000US26023951400,"Census Tract 9514, Branch County, Michigan",1710,15.3,18.2,27.4,7.4,31.6
1400000US26023951500,"Census Tract 9515, Branch County, Michigan",1469,28.3,20.8,22.1,7.1,21.6
1400000US26023951600,"Census Tract 9516, Branch County, Michigan",1441,13.1,29.1,30.2,8.3,19.4
1400000US26025000200,"Census Tract 2, Calhoun County, Michigan",1295,24.6,32.1,16.9,6,20.3
1400000US26025000300,"Census Tract 3, Calhoun County, Michigan",525,9,23.2,16.4,0,51.4
1400000US26025000500,"Census Tract 5, Calhoun County, Michigan",1136,16,15.6,29.9,6.1,32.4
1400000US26025000600,"Census Tract 6, Calhoun County, Michigan",723,15.5,28.9,16.5,11.2,27.9
1400000US26025000700,"Census Tract 7, Calhoun County, Michigan",996,5.2,31.9,23.3,3.5,36
1400000US26025000800,"Census Tract 8, Calhoun County, Michigan",1186,18,32.1,14.3,9.4,26.1
1400000US26025000900,"Census Tract 9, Calhoun County, Michigan",1756,29.2,20.3,28.8,5.8,15.9
1400000US26025001000,"Census Tract 10, Calhoun County, Michigan",1170,13.8,22.2,26.5,10.5,27
1400000US26025001100,"Census Tract 11, Calhoun County, Michigan",1766,17.3,28.9,19.2,6.3,28.3
1400000US26025001200,"Census Tract 12, Calhoun County, Michigan",1198,21.5,18.9,28.2,2.1,29.4
1400000US26025001300,"Census Tract 13, Calhoun County, Michigan",1614,18.2,18.4,20.3,12.3,30.8
1400000US26025001400,"Census Tract 14, Calhoun County, Michigan",1810,18.7,19.4,23.1,12.4,26.4
1400000US26025001500,"Census Tract 15, Calhoun County, Michigan",2690,44.8,15.9,20.1,5,14.1
1400000US26025001600,"Census Tract 16, Calhoun County, Michigan",1230,33.2,15.4,27.9,3.3,20.2
1400000US26025001700,"Census Tract 17, Calhoun County, Michigan",1882,35.8,15.1,25.2,3.5,20.3
1400000US26025001800,"Census Tract 18, Calhoun County, Michigan",3099,32.3,15.2,23.7,5,23.9
1400000US26025001900,"Census Tract 19, Calhoun County, Michigan",1757,32.7,19.5,28.8,4.8,14.1
1400000US26025002000,"Census Tract 20, Calhoun County, Michigan",2378,29.2,16.4,29.1,5,20.3
1400000US26025002100,"Census Tract 21, Calhoun County, Michigan",517,17.8,15.5,19.9,17,29.8
1400000US26025002200,"Census Tract 22, Calhoun County, Michigan",1451,32.1,16.7,28.3,7.4,15.4
1400000US26025002300,"Census Tract 23, Calhoun County, Michigan",1723,31.9,17.9,22.5,3.3,24.4
1400000US26025002400,"Census Tract 24, Calhoun County, Michigan",978,26.1,17.6,26.4,8.8,21.2
1400000US26025002500,"Census Tract 25, Calhoun County, Michigan",1797,28.1,18.8,24.7,14.3,14.1
1400000US26025002600,"Census Tract 26, Calhoun County, Michigan",691,23.6,11.7,23.7,3,37.9
1400000US26025002700,"Census Tract 27, Calhoun County, Michigan",2887,36.7,16.1,25.7,10.1,11.3
1400000US26025002800,"Census Tract 28, Calhoun County, Michigan",1915,21.5,17.8,25.4,12.2,23.2
1400000US26025002900,"Census Tract 29, Calhoun County, Michigan",1281,28.4,18.5,20.9,11.6,20.6
1400000US26025003000,"Census Tract 30, Calhoun County, Michigan",1054,29.7,17.2,20.5,9.9,22.8
1400000US26025003100,"Census Tract 31, Calhoun County, Michigan",1212,22.5,19.5,17.3,10.1,30.6
1400000US26025003200,"Census Tract 32, Calhoun County, Michigan",913,27.5,20.5,21.9,8,22.1
1400000US26025003300,"Census Tract 33, Calhoun County, Michigan",660,28.3,32.1,22.6,4.4,12.6
1400000US26025003400,"Census Tract 34, Calhoun County, Michigan",1017,27.8,29.3,21.3,7.1,14.5
1400000US26025003500,"Census Tract 35, Calhoun County, Michigan",1068,25.8,27.9,24.6,4.6,17
1400000US26025003600,"Census Tract 36, Calhoun County, Michigan",741,8.2,31.4,22.5,3.8,34
1400000US26025003700,"Census Tract 37, Calhoun County, Michigan",1913,27.9,15.2,21.2,13.7,22.1
1400000US26025003800,"Census Tract 38, Calhoun County, Michigan",2191,43,14.3,18.3,11.1,13.2
1400000US26025003900,"Census Tract 39, Calhoun County, Michigan",1782,42.8,17.7,19.2,9.3,10.9
1400000US26025004000,"Census Tract 40, Calhoun County, Michigan",2047,25.5,23,21.3,7.2,23
1400000US26025004100,"Census Tract 41, Calhoun County, Michigan",638,17.1,40.4,5.8,15.4,21.3
1400000US26027001000,"Census Tract 10, Cass County, Michigan",1780,31.2,7.4,24.4,11.4,25.6
1400000US26027001100,"Census Tract 11, Cass County, Michigan",1318,19.7,22.8,23.5,10.2,23.9
1400000US26027001200,"Census Tract 12, Cass County, Michigan",1245,32.1,15.9,19.9,14.5,17.6
1400000US26027001500,"Census Tract 15, Cass County, Michigan",1767,28.4,18.1,22.8,14.1,16.6
1400000US26027001600,"Census Tract 16, Cass County, Michigan",1633,26.3,13.6,21.6,11.5,27.1
1400000US26027001700,"Census Tract 17, Cass County, Michigan",2269,24.7,17.1,18.7,11.4,28.2
1400000US26027001800,"Census Tract 18, Cass County, Michigan",3759,37,11.5,23.4,9.9,18.3
1400000US26027001900,"Census Tract 19, Cass County, Michigan",2083,27,18.2,25.2,14.2,15.5
1400000US26027002000,"Census Tract 20, Cass County, Michigan",1835,28,17.3,19,8.4,27.3
1400000US26027002100,"Census Tract 21, Cass County, Michigan",2425,17.4,19.3,23.5,11.3,28.5
1400000US26027002200,"Census Tract 22, Cass County, Michigan",2442,31.8,13.4,18.7,15.2,20.9
1400000US26029000100,"Census Tract 1, Charlevoix County, Michigan",786,23.7,22.1,21.9,13.7,18.6
1400000US26029000200,"Census Tract 2, Charlevoix County, Michigan",617,22.5,25.3,18.3,13.5,20.4
1400000US26029000300,"Census Tract 3, Charlevoix County, Michigan",1038,35.5,18.8,20.3,12.1,13.3
1400000US26029000400,"Census Tract 4, Charlevoix County, Michigan",1124,35.7,12.9,28.4,10.9,12.1
1400000US26029000500,"Census Tract 5, Charlevoix County, Michigan",221,31.2,19,24.9,14.9,10
1400000US26029000800,"Census Tract 8, Charlevoix County, Michigan",1417,25.7,22.7,27.3,8.8,15.6
1400000US26029000900,"Census Tract 9, Charlevoix County, Michigan",805,39.4,26.3,16.1,7.2,10.9
1400000US26029001000,"Census Tract 10, Charlevoix County, Michigan",896,27,19,22.1,12.1,19.9
1400000US26029001100,"Census Tract 11, Charlevoix County, Michigan",838,20.2,21.4,23.9,7,27.6
1400000US26029001200,"Census Tract 12, Charlevoix County, Michigan",1525,30,19.5,25.4,7.3,17.8
1400000US26029001300,"Census Tract 13, Charlevoix County, Michigan",635,35.9,17.8,25.8,10.6,9.9
1400000US26029001400,"Census Tract 14, Charlevoix County, Michigan",669,32.3,21.1,22.9,9,14.8
1400000US26029001500,"Census Tract 15, Charlevoix County, Michigan",1222,26.6,19.8,32.2,6.8,14.6
1400000US26029990000,"Census Tract 9900, Charlevoix County, Michigan",0,-,-,-,-,-
1400000US26031960100,"Census Tract 9601, Cheboygan County, Michigan",1282,26.4,27.4,21.4,13.1,11.7
1400000US26031960200,"Census Tract 9602, Cheboygan County, Michigan",907,17.3,29.7,29.1,10,13.9
1400000US26031960300,"Census Tract 9603, Cheboygan County, Michigan",1585,23.3,16.4,33.4,16.4,10.5
1400000US26031960400,"Census Tract 9604, Cheboygan County, Michigan",1309,33.9,18.6,28,13.3,6.2
1400000US26031960500,"Census Tract 9605, Cheboygan County, Michigan",1177,29.1,16.1,33.1,9.3,12.5
1400000US26031960600,"Census Tract 9606, Cheboygan County, Michigan",1060,27.9,29.1,20.5,16.1,6.4
1400000US26031960700,"Census Tract 9607, Cheboygan County, Michigan",1289,23,22.3,20.7,13.7,20.2
1400000US26031960800,"Census Tract 9608, Cheboygan County, Michigan",1420,17.3,23.9,25,15.5,18.4
1400000US26031990000,"Census Tract 9900, Cheboygan County, Michigan",0,-,-,-,-,-
1400000US26033970100,"Census Tract 9701, Chippewa County, Michigan",1294,35.2,23.7,21.9,8.5,10.6
1400000US26033970200,"Census Tract 9702, Chippewa County, Michigan",1461,33.3,26.2,27,5.5,8
1400000US26033970300,"Census Tract 9703, Chippewa County, Michigan",1707,26.7,30.5,27.5,2.2,13.2
1400000US26033970400,"Census Tract 9704, Chippewa County, Michigan",1453,31.2,30.4,25.1,6.9,6.5
1400000US26033970500,"Census Tract 9705, Chippewa County, Michigan",1432,33.5,24.2,21.8,6.4,14.1
1400000US26033970600,"Census Tract 9706, Chippewa County, Michigan",2121,35.7,23.3,24.2,8.3,8.4
1400000US26033970700,"Census Tract 9707, Chippewa County, Michigan",341,19.6,32,21.7,12.3,14.4
1400000US26033970800,"Census Tract 9708, Chippewa County, Michigan",1924,31.2,22.5,20.4,8.7,17.1
1400000US26033970900,"Census Tract 9709, Chippewa County, Michigan",1232,24,34.6,18.3,8.4,14.8
1400000US26033971000,"Census Tract 9710, Chippewa County, Michigan",1215,25.5,28.5,19.9,11,15.1
1400000US26033971100,"Census Tract 9711, Chippewa County, Michigan",553,29.3,18.1,27.3,16.3,9
1400000US26033980100,"Census Tract 9801, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980200,"Census Tract 9802, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980300,"Census Tract 9803, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990000,"Census Tract 9900, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990100,"Census Tract 9901, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26035000100,"Census Tract 1, Clare County, Michigan",448,22.3,32.6,16.7,10.9,17.4
1400000US26035000200,"Census Tract 2, Clare County, Michigan",488,25.6,14.1,22.7,18.2,19.3
1400000US26035000300,"Census Tract 3, Clare County, Michigan",626,12.5,25.1,17.6,11.3,33.5
1400000US26035000400,"Census Tract 4, Clare County, Michigan",1359,24.5,21.3,21.1,18.4,14.6
1400000US26035000500,"Census Tract 5, Clare County, Michigan",440,19.1,23.6,19.5,10.9,26.8
1400000US26035000600,"Census Tract 6, Clare County, Michigan",1577,24.9,26.3,29.7,8.7,10.5
1400000US26035000700,"Census Tract 7, Clare County, Michigan",1242,29.1,20,22.4,10.5,18
1400000US26035000800,"Census Tract 8, Clare County, Michigan",1719,25.7,21.6,22,13.7,17.1
1400000US26035000900,"Census Tract 9, Clare County, Michigan",553,24.6,25,22.8,14.6,13
1400000US26035001000,"Census Tract 10, Clare County, Michigan",955,22.4,27.5,23.4,10.5,16.2
1400000US26035001300,"Census Tract 13, Clare County, Michigan",1301,21.5,25.1,24,9.9,19.5
1400000US26037010104,"Census Tract 101.04, Clinton County, Michigan",1428,59,11.7,17.1,6.2,6
1400000US26037010105,"Census Tract 101.05, Clinton County, Michigan",1903,48.6,15.7,24.5,4.8,6.3
1400000US26037010107,"Census Tract 101.07, Clinton County, Michigan",2088,36,29.7,24.5,1.6,8.2
1400000US26037010108,"Census Tract 101.08, Clinton County, Michigan",2103,56.3,8.2,21.1,3.8,10.6
