Geography,Geographic Area Name,Total,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
1400000US26067031200,"Census Tract 312, Ionia County, Michigan",2247,24.5,22.2,24.1,10,19.2
1400000US26067031300,"Census Tract 313, Ionia County, Michigan",3675,30.2,17.4,20.6,15.1,16.6
1400000US26067031400,"Census Tract 314, Ionia County, Michigan",2288,27.1,15.2,29.7,11.3,16.7
1400000US26067031500,"Census Tract 315, Ionia County, Michigan",2718,33,18,28.1,8.9,12.1
1400000US26067031600,"Census Tract 316, Ionia County, Michigan",2399,27.8,21.2,25.2,9.3,16.5
1400000US26067031700,"Census Tract 317, Ionia County, Michigan",1934,17.4,17.8,26.2,13.3,25.3
1400000US26067031900,"Census Tract 319, Ionia County, Michigan",2560,30.5,15.4,18.8,14.4,20.9
1400000US26067032100,"Census Tract 321, Ionia County, Michigan",588,20.6,27.7,18.2,14.3,19.2
1400000US26067982200,"Census Tract 9822, Ionia County, Michigan",0,-,-,-,-,-
1400000US26069000100,"Census Tract 1, Iosco County, Michigan",583,12.7,22.3,31.6,10.8,22.6
1400000US26069000200,"Census Tract 2, Iosco County, Michigan",1496,30.4,25.4,25.1,8.1,11
1400000US26069000300,"Census Tract 3, Iosco County, Michigan",997,18.6,28.8,22.7,12.4,17.6
1400000US26069000400,"Census Tract 4, Iosco County, Michigan",1455,19,28.4,27.2,12.5,12.9
1400000US26069000500,"Census Tract 5, Iosco County, Michigan",1368,26.8,21.8,25.7,12.1,13.7
1400000US26069000600,"Census Tract 6, Iosco County, Michigan",1158,30.7,19.4,23.2,9,17.7
1400000US26069000700,"Census Tract 7, Iosco County, Michigan",914,18.6,23.9,22.3,14.4,20.8
1400000US26069000800,"Census Tract 8, Iosco County, Michigan",276,23.6,23.6,26.4,22.1,4.3
1400000US26069000900,"Census Tract 9, Iosco County, Michigan",501,18.4,27.1,23.2,15.2,16.2
1400000US26069990000,"Census Tract 9900, Iosco County, Michigan",0,-,-,-,-,-
1400000US26071000100,"Census Tract 1, Iron County, Michigan",1069,30.8,17.5,23.7,10.5,17.6
1400000US26071000200,"Census Tract 2, Iron County, Michigan",678,28,18.4,23.9,13.3,16.4
1400000US26071000300,"Census Tract 3, Iron County, Michigan",972,26.3,22.8,25.6,9.4,15.8
1400000US26071000400,"Census Tract 4, Iron County, Michigan",1006,17.9,33.8,24.2,10.2,13.9
1400000US26071000500,"Census Tract 5, Iron County, Michigan",865,25.2,19,23.5,12.3,20.1
1400000US26073000100,"Census Tract 1, Isabella County, Michigan",1439,27.2,19,20.1,17.8,15.8
1400000US26073000200,"Census Tract 2, Isabella County, Michigan",1984,26.2,18.6,27.9,12.2,15
1400000US26073000300,"Census Tract 3, Isabella County, Michigan",2387,27.7,21,24.5,11.2,15.7
1400000US26073000400,"Census Tract 4, Isabella County, Michigan",2659,31.6,26.2,36.9,3.3,2
1400000US26073000500,"Census Tract 5, Isabella County, Michigan",2213,17.4,42,32.6,4.2,3.8
1400000US26073000600,"Census Tract 6, Isabella County, Michigan",2078,39.7,28.6,25.9,3.8,1.9
1400000US26073000700,"Census Tract 7, Isabella County, Michigan",2926,18.4,38.7,34.8,1.9,6.3
1400000US26073000800,"Census Tract 8, Isabella County, Michigan",1750,16.2,43.9,34.6,2.6,2.7
1400000US26073000900,"Census Tract 9, Isabella County, Michigan",1859,33.6,21.3,21,8.8,15.3
1400000US26073940100,"Census Tract 9401, Isabella County, Michigan",2019,23.8,18.9,24.3,16.5,16.4
1400000US26073940200,"Census Tract 9402, Isabella County, Michigan",2133,22.9,26.4,24.6,13.8,12.2
1400000US26073940300,"Census Tract 9403, Isabella County, Michigan",2540,33.7,26.5,26.3,5.3,8.2
1400000US26073940400,"Census Tract 9404, Isabella County, Michigan",1893,37.7,26.3,19.9,4.8,11.5
1400000US26073940500,"Census Tract 9405, Isabella County, Michigan",1522,29.2,36.7,18.7,3.9,11.4
1400000US26073940600,"Census Tract 9406, Isabella County, Michigan",2515,42.5,19.2,21.9,7,9.3
1400000US26075000100,"Census Tract 1, Jackson County, Michigan",865,16.8,16.5,31.1,7.4,28.2
1400000US26075000200,"Census Tract 2, Jackson County, Michigan",848,9.2,32.1,31.5,2.9,24.3
1400000US26075000400,"Census Tract 4, Jackson County, Michigan",1812,21.9,27.9,21,7.5,21.7
1400000US26075000500,"Census Tract 5, Jackson County, Michigan",933,22.3,23.7,22.9,4.3,26.8
1400000US26075000600,"Census Tract 6, Jackson County, Michigan",430,2.1,23,58.6,1.9,14.4
1400000US26075000800,"Census Tract 8, Jackson County, Michigan",2005,37.1,17.8,28.4,4.5,12.2
1400000US26075000900,"Census Tract 9, Jackson County, Michigan",1147,31.6,11.1,29.1,4.6,23.5
1400000US26075001000,"Census Tract 10, Jackson County, Michigan",613,9.5,40.6,31.6,5.4,12.9
1400000US26075001100,"Census Tract 11, Jackson County, Michigan",457,13.3,33.3,33,3.9,16.4
1400000US26075001200,"Census Tract 12, Jackson County, Michigan",739,13,36,23.1,14.9,13
1400000US26075001300,"Census Tract 13, Jackson County, Michigan",1093,16.6,38.1,20.9,4.8,19.8
1400000US26075005000,"Census Tract 50, Jackson County, Michigan",1110,22.3,23.3,14.4,12.5,27.4
1400000US26075005100,"Census Tract 51, Jackson County, Michigan",1729,23.4,20.5,24.6,11.8,19.7
1400000US26075005200,"Census Tract 52, Jackson County, Michigan",3009,59.3,10.3,19.3,3.6,7.5
1400000US26075005301,"Census Tract 53.01, Jackson County, Michigan",2127,37.8,23.1,21.9,6.3,10.9
1400000US26075005302,"Census Tract 53.02, Jackson County, Michigan",1483,43.7,14.7,25.6,4.2,11.9
1400000US26075005400,"Census Tract 54, Jackson County, Michigan",2992,31.1,22.6,30,5.6,10.7
1400000US26075005500,"Census Tract 55, Jackson County, Michigan",2547,22,27.9,24.2,6.9,19
1400000US26075005600,"Census Tract 56, Jackson County, Michigan",3738,34.8,20,25.2,1.1,18.9
1400000US26075005700,"Census Tract 57, Jackson County, Michigan",1213,28.9,15.3,33.5,7.3,15.1
1400000US26075005800,"Census Tract 58, Jackson County, Michigan",0,-,-,-,-,-
1400000US26075005900,"Census Tract 59, Jackson County, Michigan",1128,12.6,21.5,29.3,10.2,26.5
1400000US26075006000,"Census Tract 60, Jackson County, Michigan",2874,25.7,20.6,24.9,7.4,21.4
1400000US26075006100,"Census Tract 61, Jackson County, Michigan",2674,21.6,18.3,26,14.8,19.2
1400000US26075006200,"Census Tract 62, Jackson County, Michigan",3232,25.8,19.7,22.4,9.8,22.2
1400000US26075006301,"Census Tract 63.01, Jackson County, Michigan",1349,33.2,11.3,26.8,12.2,16.5
1400000US26075006303,"Census Tract 63.03, Jackson County, Michigan",1906,32.9,15.1,23.7,12.2,16
1400000US26075006304,"Census Tract 63.04, Jackson County, Michigan",1249,29.5,24.3,26.7,5.6,13.9
1400000US26075006401,"Census Tract 64.01, Jackson County, Michigan",1337,41.7,13.9,18.2,11.2,15
1400000US26075006402,"Census Tract 64.02, Jackson County, Michigan",3225,26.4,16.7,18.4,12.6,26
1400000US26075006500,"Census Tract 65, Jackson County, Michigan",2999,27.4,19.9,22.5,9.8,20.3
1400000US26075006600,"Census Tract 66, Jackson County, Michigan",2241,24.5,18.5,21.2,9.5,26.3
1400000US26075006701,"Census Tract 67.01, Jackson County, Michigan",2660,26.5,22.1,31,9.1,11.4
1400000US26075006702,"Census Tract 67.02, Jackson County, Michigan",1657,31.1,20.6,15.9,5.7,26.6
1400000US26075006801,"Census Tract 68.01, Jackson County, Michigan",1493,33.8,9.4,24.1,16.3,16.5
1400000US26075006803,"Census Tract 68.03, Jackson County, Michigan",1153,22.5,25.4,23.7,17.3,11.1
1400000US26075006804,"Census Tract 68.04, Jackson County, Michigan",2912,35.6,15.9,20,13.4,15.1
1400000US26075006900,"Census Tract 69, Jackson County, Michigan",1093,25.8,29.7,18.6,11.4,14.5
1400000US26077000100,"Census Tract 1, Kalamazoo County, Michigan",858,15.3,33.7,16.8,3.5,30.8
1400000US26077000201,"Census Tract 2.01, Kalamazoo County, Michigan",710,37.9,20.8,20,6.3,14.9
1400000US26077000202,"Census Tract 2.02, Kalamazoo County, Michigan",254,28.3,37,19.7,5.1,9.8
1400000US26077000300,"Census Tract 3, Kalamazoo County, Michigan",1060,25.9,33.1,19.8,2.9,18.2
1400000US26077000500,"Census Tract 5, Kalamazoo County, Michigan",2196,37.8,32.7,18.5,5.7,5.3
1400000US26077000600,"Census Tract 6, Kalamazoo County, Michigan",2596,25.6,27.5,31.1,8.2,7.6
1400000US26077000900,"Census Tract 9, Kalamazoo County, Michigan",345,4.6,25.8,26.1,5.8,37.7
1400000US26077001000,"Census Tract 10, Kalamazoo County, Michigan",1918,16.8,36.8,19.6,8.5,18.4
1400000US26077001100,"Census Tract 11, Kalamazoo County, Michigan",981,30.8,22.6,18,4.6,24
1400000US26077001200,"Census Tract 12, Kalamazoo County, Michigan",1479,66.6,9,15.8,5.3,3.4
1400000US26077001300,"Census Tract 13, Kalamazoo County, Michigan",953,30.5,22.1,26.2,2.1,19
1400000US26077001501,"Census Tract 15.01, Kalamazoo County, Michigan",1790,31.3,13.4,32,8.3,15
1400000US26077001502,"Census Tract 15.02, Kalamazoo County, Michigan",2200,42.5,18,23.3,6.1,10
1400000US26077001503,"Census Tract 15.03, Kalamazoo County, Michigan",2451,46.1,20.1,22.3,5.5,5.9
1400000US26077001504,"Census Tract 15.04, Kalamazoo County, Michigan",1931,22.2,35.9,32.3,2.8,6.7
1400000US26077001506,"Census Tract 15.06, Kalamazoo County, Michigan",3752,37.2,26.4,30.1,3.1,3.2
1400000US26077001507,"Census Tract 15.07, Kalamazoo County, Michigan",3651,17.7,36.5,26.8,4,15
1400000US26077001601,"Census Tract 16.01, Kalamazoo County, Michigan",1248,68.5,9,18,1.8,2.6
1400000US26077001603,"Census Tract 16.03, Kalamazoo County, Michigan",720,39,13.5,31.4,7.1,9
1400000US26077001604,"Census Tract 16.04, Kalamazoo County, Michigan",766,41.5,21.5,19.6,5.9,11.5
1400000US26077001701,"Census Tract 17.01, Kalamazoo County, Michigan",1681,36.2,23.9,22.1,3.5,14.2
1400000US26077001702,"Census Tract 17.02, Kalamazoo County, Michigan",2162,26,23.9,24.4,5.3,20.4
1400000US26077001801,"Census Tract 18.01, Kalamazoo County, Michigan",1581,40.4,14.9,26.5,6.4,11.9
1400000US26077001802,"Census Tract 18.02, Kalamazoo County, Michigan",2470,32.7,17.3,30.2,4.4,15.3
1400000US26077001803,"Census Tract 18.03, Kalamazoo County, Michigan",816,23.2,24.3,18.6,17,16.9
1400000US26077001905,"Census Tract 19.05, Kalamazoo County, Michigan",2313,33.4,16,28.6,6.7,15.3
1400000US26077001906,"Census Tract 19.06, Kalamazoo County, Michigan",2341,45.7,12.3,31.4,3.2,7.3
1400000US26077001907,"Census Tract 19.07, Kalamazoo County, Michigan",2116,40.8,16.2,24.9,5.8,12.2
1400000US26077002002,"Census Tract 20.02, Kalamazoo County, Michigan",1832,43.1,12.6,23.6,7.2,13.5
1400000US26077002003,"Census Tract 20.03, Kalamazoo County, Michigan",2946,44.2,10.2,27.5,8.4,9.6
1400000US26077002004,"Census Tract 20.04, Kalamazoo County, Michigan",2042,59.7,10.8,17,5.2,7.2
1400000US26077002005,"Census Tract 20.05, Kalamazoo County, Michigan",1850,45.1,13.2,26.9,5.2,9.6
1400000US26077002101,"Census Tract 21.01, Kalamazoo County, Michigan",3691,44.6,11.9,26.7,7,9.7
1400000US26077002102,"Census Tract 21.02, Kalamazoo County, Michigan",1462,52.6,10.5,22.4,3.6,10.9
1400000US26077002201,"Census Tract 22.01, Kalamazoo County, Michigan",1091,18.1,24.1,25.2,10.7,21.8
1400000US26077002202,"Census Tract 22.02, Kalamazoo County, Michigan",3742,37.9,12.6,24.5,7.6,17.5
1400000US26077002601,"Census Tract 26.01, Kalamazoo County, Michigan",2207,48.9,15.1,16.9,4.1,15
1400000US26077002700,"Census Tract 27, Kalamazoo County, Michigan",3688,44.6,16.3,24.9,7.7,6.5
1400000US26077002801,"Census Tract 28.01, Kalamazoo County, Michigan",2034,41.6,12.1,22.6,10.6,13.1
1400000US26077002802,"Census Tract 28.02, Kalamazoo County, Michigan",2890,35,19.7,19.3,10,16
1400000US26077002901,"Census Tract 29.01, Kalamazoo County, Michigan",1671,34.4,13.6,27,15.9,9.2
1400000US26077002903,"Census Tract 29.03, Kalamazoo County, Michigan",2467,27.4,26.3,30,3.6,12.7
1400000US26077002904,"Census Tract 29.04, Kalamazoo County, Michigan",5066,45.8,17.9,24.8,4.5,7
1400000US26077002905,"Census Tract 29.05, Kalamazoo County, Michigan",3211,43,18.5,22.5,3.6,12.5
1400000US26077003002,"Census Tract 30.02, Kalamazoo County, Michigan",1115,36.3,13.1,23.7,12.3,14.6
1400000US26077003003,"Census Tract 30.03, Kalamazoo County, Michigan",3393,50.9,12.3,19,7.9,10
1400000US26077003004,"Census Tract 30.04, Kalamazoo County, Michigan",3270,47.7,17.6,22.7,3,9
1400000US26077003302,"Census Tract 33.02, Kalamazoo County, Michigan",2738,41.6,12.2,21.1,9.5,15.6
1400000US26077003400,"Census Tract 34, Kalamazoo County, Michigan",1636,24.9,16.3,23.9,14.3,20.5
1400000US26077003500,"Census Tract 35, Kalamazoo County, Michigan",2107,36,15.4,27.1,10.7,10.9
1400000US26077005501,"Census Tract 55.01, Kalamazoo County, Michigan",1354,28.5,25,15.7,7.6,23.2
1400000US26077005502,"Census Tract 55.02, Kalamazoo County, Michigan",2777,27.6,27.9,20.1,7.4,17
1400000US26077006102,"Census Tract 61.02, Kalamazoo County, Michigan",1917,42,19,21.8,5.8,11.4
1400000US26077006103,"Census Tract 61.03, Kalamazoo County, Michigan",1940,32.3,13.1,28.4,11,15.3
1400000US26077006601,"Census Tract 66.01, Kalamazoo County, Michigan",2130,28.8,11.5,28.6,14.3,16.8
1400000US26077006701,"Census Tract 67.01, Kalamazoo County, Michigan",1183,24.3,17.5,26.9,11.5,19.9
1400000US26077006702,"Census Tract 67.02, Kalamazoo County, Michigan",2560,36.6,14.8,25.5,7.9,15.2
1400000US26079950200,"Census Tract 9502, Kalkaska County, Michigan",1838,19.6,20.3,29.9,12.6,17.6
1400000US26079950300,"Census Tract 9503, Kalkaska County, Michigan",2219,24,24.8,21.3,11.5,18.4
1400000US26079950400,"Census Tract 9504, Kalkaska County, Michigan",1414,18,24.6,22.3,14.6,20.4
1400000US26079950601,"Census Tract 9506.01, Kalkaska County, Michigan",741,21.9,19,25,13.5,20.6
1400000US26079950602,"Census Tract 9506.02, Kalkaska County, Michigan",658,20.1,20.5,22.3,19,18.1
1400000US26081000100,"Census Tract 1, Kent County, Michigan",1184,28.5,27.4,21.5,11.6,11
1400000US26081000200,"Census Tract 2, Kent County, Michigan",643,29.5,23,24.9,5.3,17.3
1400000US26081000300,"Census Tract 3, Kent County, Michigan",2429,36.8,20.7,26,3.7,12.8
1400000US26081000400,"Census Tract 4, Kent County, Michigan",1971,36.3,10.5,33.7,5.3,14.2
1400000US26081000500,"Census Tract 5, Kent County, Michigan",1990,38.9,15.5,32.4,6.2,7
1400000US26081000600,"Census Tract 6, Kent County, Michigan",1672,46.5,12,24.5,4.2,12.8
1400000US26081000700,"Census Tract 7, Kent County, Michigan",1757,29,16.2,31.8,7.5,15.5
1400000US26081000800,"Census Tract 8, Kent County, Michigan",1029,26.1,21.2,22.5,5.7,24.4
1400000US26081000900,"Census Tract 9, Kent County, Michigan",1307,27.9,26.7,16,10.9,18.5
1400000US26081001000,"Census Tract 10, Kent County, Michigan",2059,36.3,15.6,27.4,4.6,16
1400000US26081001101,"Census Tract 11.01, Kent County, Michigan",2536,25.8,17,19.7,5.6,31.9
1400000US26081001102,"Census Tract 11.02, Kent County, Michigan",1818,40.6,17.5,27,5.6,9.2
1400000US26081001200,"Census Tract 12, Kent County, Michigan",1662,31.9,21.8,25.3,5.2,15.8
1400000US26081001300,"Census Tract 13, Kent County, Michigan",1295,9.6,26.7,22,11.3,30.4
1400000US26081001400,"Census Tract 14, Kent County, Michigan",1342,37.7,17.4,27,7.2,10.7
1400000US26081001500,"Census Tract 15, Kent County, Michigan",1434,24.2,28.2,21.3,6.2,20.1
1400000US26081001600,"Census Tract 16, Kent County, Michigan",2362,14.8,23.8,21.8,9.8,29.8
1400000US26081001700,"Census Tract 17, Kent County, Michigan",2326,41.1,18.3,27.4,6.3,6.9
1400000US26081001800,"Census Tract 18, Kent County, Michigan",3081,36.9,14.4,27.3,10.2,11.2
1400000US26081001900,"Census Tract 19, Kent County, Michigan",2305,22.9,27.6,24.1,3.9,21.5
1400000US26081002000,"Census Tract 20, Kent County, Michigan",860,49.7,16.4,22.3,2.3,9.3
1400000US26081002100,"Census Tract 21, Kent County, Michigan",1612,43.9,24.6,18.8,2.7,9.9
1400000US26081002200,"Census Tract 22, Kent County, Michigan",2544,39.5,19.4,24,2.6,14.5
1400000US26081002300,"Census Tract 23, Kent County, Michigan",1988,49.8,11.1,28.1,3.1,8
1400000US26081002400,"Census Tract 24, Kent County, Michigan",1879,38.4,27.2,22.6,4.3,7.5
1400000US26081002500,"Census Tract 25, Kent County, Michigan",2657,43.8,16.8,25.6,5.2,8.6
1400000US26081002600,"Census Tract 26, Kent County, Michigan",926,10.3,14.7,8.2,16.1,50.8
1400000US26081002700,"Census Tract 27, Kent County, Michigan",1432,15.5,32,27.9,9.6,15
1400000US26081002800,"Census Tract 28, Kent County, Michigan",391,6.9,44.2,19.7,11.8,17.4
1400000US26081002900,"Census Tract 29, Kent County, Michigan",875,38.1,24.1,29.7,2.6,5.5
1400000US26081003000,"Census Tract 30, Kent County, Michigan",743,42.3,21.3,14.7,1.9,19.9
1400000US26081003100,"Census Tract 31, Kent County, Michigan",870,5.6,22.8,21.1,25.5,24.9
1400000US26081003200,"Census Tract 32, Kent County, Michigan",1579,19.3,33.5,17.7,8.8,20.8
1400000US26081003300,"Census Tract 33, Kent County, Michigan",1540,35.3,20.1,23.6,3.4,17.6
1400000US26081003400,"Census Tract 34, Kent County, Michigan",2396,45.9,9.4,27.3,4.5,12.8
1400000US26081003500,"Census Tract 35, Kent County, Michigan",2242,28.9,20.9,18.8,13.7,17.7
1400000US26081003600,"Census Tract 36, Kent County, Michigan",614,13.4,27.2,30.9,10.9,17.6
1400000US26081003700,"Census Tract 37, Kent County, Michigan",1794,19.8,20.1,19.1,12.5,28.5
1400000US26081003800,"Census Tract 38, Kent County, Michigan",1401,6.9,9.4,9.5,22.8,51.4
1400000US26081003900,"Census Tract 39, Kent County, Michigan",1211,7.8,24.9,16.8,7.6,42.9
1400000US26081004000,"Census Tract 40, Kent County, Michigan",1492,10.2,33,11.4,16.6,28.8
1400000US26081004100,"Census Tract 41, Kent County, Michigan",2436,51.6,10.3,18.5,6.5,13
1400000US26081004200,"Census Tract 42, Kent County, Michigan",2151,42.8,17.9,17.7,5.7,15.9
1400000US26081004300,"Census Tract 43, Kent County, Michigan",1990,50.6,16,17.8,5.6,10
1400000US26081004400,"Census Tract 44, Kent County, Michigan",3448,46.7,23.4,24.7,1.7,3.7
1400000US26081004500,"Census Tract 45, Kent County, Michigan",3240,38.2,13.7,25,9.4,13.7
1400000US26081004600,"Census Tract 46, Kent County, Michigan",2666,16.3,18.5,19.4,7.6,38.1
1400000US26081010101,"Census Tract 101.01, Kent County, Michigan",2863,26,14,23.7,13.2,23.1
1400000US26081010102,"Census Tract 101.02, Kent County, Michigan",1084,30.5,14.4,25.1,17.7,12.3
1400000US26081010200,"Census Tract 102, Kent County, Michigan",1614,24.8,17.3,27.3,10.4,20.2
1400000US26081010301,"Census Tract 103.01, Kent County, Michigan",2055,28.5,9.2,27.3,14,21
1400000US26081010302,"Census Tract 103.02, Kent County, Michigan",2552,26.7,16,26.6,13.6,17
1400000US26081010401,"Census Tract 104.01, Kent County, Michigan",2097,27.7,17,21.4,12.5,21.4
1400000US26081010402,"Census Tract 104.02, Kent County, Michigan",1839,27.8,20.3,21.2,10,20.7
1400000US26081010600,"Census Tract 106, Kent County, Michigan",4954,40.1,8.2,30.6,6.8,14.3
1400000US26081010700,"Census Tract 107, Kent County, Michigan",2421,41.9,18.2,21.1,4.8,14
1400000US26081010801,"Census Tract 108.01, Kent County, Michigan",3544,43,13.6,22.5,6.8,14.1
1400000US26081010802,"Census Tract 108.02, Kent County, Michigan",2599,27,13.4,22.9,12.4,24.3
1400000US26081010902,"Census Tract 109.02, Kent County, Michigan",1955,30.3,19.3,30.2,10.4,9.9
1400000US26081010903,"Census Tract 109.03, Kent County, Michigan",3206,54.9,12,24.6,4,4.5
1400000US26081010904,"Census Tract 109.04, Kent County, Michigan",3134,41.2,10.1,28.6,7,13.1
1400000US26081011001,"Census Tract 110.01, Kent County, Michigan",2011,40,19.7,22.9,4.5,12.9
1400000US26081011002,"Census Tract 110.02, Kent County, Michigan",1485,38.9,18.8,28.1,6.3,7.9
1400000US26081011101,"Census Tract 111.01, Kent County, Michigan",2146,33.3,18.5,26.1,7.3,14.8
1400000US26081011102,"Census Tract 111.02, Kent County, Michigan",2782,42.7,12.6,26.3,5.7,12.7
1400000US26081011200,"Census Tract 112, Kent County, Michigan",1882,28.2,17.4,31.2,4.7,18.5
1400000US26081011301,"Census Tract 113.01, Kent County, Michigan",2492,34.2,16.3,32.5,6,11
1400000US26081011302,"Census Tract 113.02, Kent County, Michigan",2982,42.4,14.1,24.4,6.5,12.6
1400000US26081011401,"Census Tract 114.01, Kent County, Michigan",1341,27.1,11,28.6,18.8,14.5
1400000US26081011403,"Census Tract 114.03, Kent County, Michigan",1134,25.3,13.8,34.1,5.3,21.4
1400000US26081011405,"Census Tract 114.05, Kent County, Michigan",1442,26.9,25.2,35.4,2.3,10.1
1400000US26081011406,"Census Tract 114.06, Kent County, Michigan",2938,14.5,24.8,26.3,8.7,25.6
1400000US26081011500,"Census Tract 115, Kent County, Michigan",3530,32,16.5,27.6,7.6,16.3
1400000US26081011600,"Census Tract 116, Kent County, Michigan",4189,41,12.3,27.5,5.7,13.5
1400000US26081011701,"Census Tract 117.01, Kent County, Michigan",2767,40.9,11,24.2,9.7,14.2
1400000US26081011702,"Census Tract 117.02, Kent County, Michigan",2174,35.6,13.8,25.7,7,17.9
1400000US26081011801,"Census Tract 118.01, Kent County, Michigan",3592,47.7,12.4,23.4,5.6,10.9
1400000US26081011803,"Census Tract 118.03, Kent County, Michigan",1872,50.3,11.4,27.4,5.6,5.3
1400000US26081011804,"Census Tract 118.04, Kent County, Michigan",1879,52.5,15.3,21.1,5,6.1
1400000US26081011901,"Census Tract 119.01, Kent County, Michigan",2896,58.2,9.4,23,4.6,4.8
1400000US26081011902,"Census Tract 119.02, Kent County, Michigan",3567,57.8,10.5,26.3,2.9,2.6
1400000US26081012002,"Census Tract 120.02, Kent County, Michigan",3134,30.4,17.6,22.5,10.3,19.1
1400000US26081012003,"Census Tract 120.03, Kent County, Michigan",2845,31.1,10.9,30.7,12.1,15.3
1400000US26081012004,"Census Tract 120.04, Kent County, Michigan",2173,29.3,19.5,29.5,6.8,14.9
1400000US26081012201,"Census Tract 122.01, Kent County, Michigan",3076,63,7.9,19.8,2.1,7.2
1400000US26081012202,"Census Tract 122.02, Kent County, Michigan",3039,57.7,8,22.9,0.9,10.6
1400000US26081012203,"Census Tract 122.03, Kent County, Michigan",1739,45.7,11.4,32.5,3.3,7.1
1400000US26081012300,"Census Tract 123, Kent County, Michigan",1530,61.1,5.7,28.6,0.9,3.7
1400000US26081012400,"Census Tract 124, Kent County, Michigan",1814,63.3,6.8,28.1,0,1.8
1400000US26081012500,"Census Tract 125, Kent County, Michigan",2357,63.6,6.6,23.3,2,4.4
1400000US26081012604,"Census Tract 126.04, Kent County, Michigan",2960,46.4,12.2,26.4,2.6,12.4
1400000US26081012605,"Census Tract 126.05, Kent County, Michigan",1632,53,9.9,26.5,1.9,8.6
1400000US26081012606,"Census Tract 126.06, Kent County, Michigan",2468,31.2,27.8,26.3,2.6,12.1
1400000US26081012607,"Census Tract 126.07, Kent County, Michigan",2680,18.7,19.8,35.3,0.9,25.3
1400000US26081012608,"Census Tract 126.08, Kent County, Michigan",2372,33.8,13.8,35.4,0,17
1400000US26081012701,"Census Tract 127.01, Kent County, Michigan",3273,28.5,18.5,27.9,6.2,19
1400000US26081012702,"Census Tract 127.02, Kent County, Michigan",2547,43,17,24.1,2.6,13.4
1400000US26081012703,"Census Tract 127.03, Kent County, Michigan",2380,34.1,14.7,27.6,3.5,20.1
1400000US26081012800,"Census Tract 128, Kent County, Michigan",2262,29.1,13.5,33.4,5.6,18.3
1400000US26081012901,"Census Tract 129.01, Kent County, Michigan",2088,13.4,13,29.1,14.1,30.3
1400000US26081012902,"Census Tract 129.02, Kent County, Michigan",2112,23,13.7,27.2,8.9,27.2
1400000US26081013000,"Census Tract 130, Kent County, Michigan",1593,30.9,17.7,20.5,11.6,19.2
1400000US26081013100,"Census Tract 131, Kent County, Michigan",2744,25.1,17.1,35.3,5.9,16.6
1400000US26081013200,"Census Tract 132, Kent County, Michigan",3282,46.3,10.8,21.2,5,16.7
1400000US26081013300,"Census Tract 133, Kent County, Michigan",2068,12.9,19.7,26.8,9.2,31.4
1400000US26081013400,"Census Tract 134, Kent County, Michigan",2794,25.3,16.6,25.8,9.4,22.9
1400000US26081013500,"Census Tract 135, Kent County, Michigan",2039,14.1,32.5,17.8,8.9,26.8
1400000US26081013600,"Census Tract 136, Kent County, Michigan",968,18.8,21.2,25.3,13.7,21
1400000US26081013700,"Census Tract 137, Kent County, Michigan",3253,17.6,17.2,29.7,6.6,28.9
1400000US26081013801,"Census Tract 138.01, Kent County, Michigan",740,15.8,19.3,26.2,11.2,27.4
1400000US26081013802,"Census Tract 138.02, Kent County, Michigan",3422,21.6,24.2,25.6,5.7,22.9
1400000US26081013900,"Census Tract 139, Kent County, Michigan",3570,31,19.8,24,7.1,18
1400000US26081014000,"Census Tract 140, Kent County, Michigan",3567,15.7,22.9,29.3,6.7,25.4
1400000US26081014100,"Census Tract 141, Kent County, Michigan",857,13.4,25.4,19.1,15.2,26.8
1400000US26081014200,"Census Tract 142, Kent County, Michigan",1782,18.2,18.2,30.5,8.7,24.4
1400000US26081014300,"Census Tract 143, Kent County, Michigan",1584,19,14.9,33.1,8.8,24.2
1400000US26081014501,"Census Tract 145.01, Kent County, Michigan",5367,42.7,17.2,24.2,9.2,6.8
1400000US26081014502,"Census Tract 145.02, Kent County, Michigan",3939,32,13.6,30.5,5.3,18.6
1400000US26081014601,"Census Tract 146.01, Kent County, Michigan",3670,33.4,13.1,24.8,15.4,13.3
1400000US26081014602,"Census Tract 146.02, Kent County, Michigan",4373,40.9,13.3,25.6,10.2,10.1
1400000US26081014701,"Census Tract 147.01, Kent County, Michigan",1443,21.4,19.4,23.3,9.8,26.1
1400000US26081014703,"Census Tract 147.03, Kent County, Michigan",1802,12.7,22,28,7.9,29.5
1400000US26081014704,"Census Tract 147.04, Kent County, Michigan",1482,29.8,15.5,28.9,7.8,17.9
1400000US26081014803,"Census Tract 148.03, Kent County, Michigan",1508,40,10.3,25.7,9.9,14
1400000US26081014804,"Census Tract 148.04, Kent County, Michigan",3663,27.2,21.1,25.9,1.9,23.9
1400000US26081014805,"Census Tract 148.05, Kent County, Michigan",3550,47.2,11.1,26,5.2,10.6
1400000US26081014806,"Census Tract 148.06, Kent County, Michigan",2676,45.9,9.8,26.9,9.1,8.3
1400000US26081014807,"Census Tract 148.07, Kent County, Michigan",3355,39.4,13,25,6.8,15.9
1400000US26083000100,"Census Tract 1, Keweenaw County, Michigan",819,39.3,20.3,19.5,9.9,11
1400000US26083980100,"Census Tract 9801, Keweenaw County, Michigan",15,66.7,0,0,33.3,0
