Geography,Geographic Area Name,Total,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
1400000US26005032402,"Census Tract 324.02, Allegan County, Michigan",1791,31.9,13.8,25.3,11.2,17.7
1400000US26005032600,"Census Tract 326, Allegan County, Michigan",609,44.5,9.5,31.4,4.1,10.5
1400000US26005990000,"Census Tract 9900, Allegan County, Michigan",0,-,-,-,-,-
1400000US26007000100,"Census Tract 1, Alpena County, Michigan",1804,28.3,18.7,18.7,14.8,19.6
1400000US26007000200,"Census Tract 2, Alpena County, Michigan",1922,30,16.6,25.5,14.7,13.1
1400000US26007000300,"Census Tract 3, Alpena County, Michigan",1429,38.3,9.9,25.8,13.1,12.9
1400000US26007000400,"Census Tract 4, Alpena County, Michigan",1301,14,25.4,27.7,8.1,24.8
1400000US26007000500,"Census Tract 5, Alpena County, Michigan",804,34.5,14.1,28.9,4.6,18
1400000US26007000600,"Census Tract 6, Alpena County, Michigan",1105,33.8,11.7,29.5,13.6,11.5
1400000US26007000700,"Census Tract 7, Alpena County, Michigan",1161,41.2,19.1,22.5,5.9,11.3
1400000US26007000800,"Census Tract 8, Alpena County, Michigan",1601,32.6,26.1,29.7,2.8,8.7
1400000US26007000900,"Census Tract 9, Alpena County, Michigan",1223,32.7,13.7,22.4,12.3,18.9
1400000US26007990000,"Census Tract 9900, Alpena County, Michigan",0,-,-,-,-,-
1400000US26009960100,"Census Tract 9601, Antrim County, Michigan",1155,29.8,21,20.9,15.5,12.8
1400000US26009960200,"Census Tract 9602, Antrim County, Michigan",1358,22.9,20,20.1,11.9,25.1
1400000US26009960300,"Census Tract 9603, Antrim County, Michigan",1006,22.1,20.7,23,16.9,17.4
1400000US26009960400,"Census Tract 9604, Antrim County, Michigan",1271,29.3,26,20.3,10.4,14
1400000US26009960500,"Census Tract 9605, Antrim County, Michigan",1409,34.6,15.8,19.6,17.1,13
1400000US26009960600,"Census Tract 9606, Antrim County, Michigan",1315,32.5,17.7,31.3,7.6,11
1400000US26009960700,"Census Tract 9607, Antrim County, Michigan",1853,18.9,28.1,22.2,11.5,19.2
1400000US26009990000,"Census Tract 9900, Antrim County, Michigan",0,-,-,-,-,-
1400000US26011970100,"Census Tract 9701, Arenac County, Michigan",884,30.3,23.6,18.3,12.3,15.4
1400000US26011970200,"Census Tract 9702, Arenac County, Michigan",1189,29.6,20.7,21.5,9.1,19.1
1400000US26011970300,"Census Tract 9703, Arenac County, Michigan",1104,26.4,22,21.8,13.8,15.9
1400000US26011970400,"Census Tract 9704, Arenac County, Michigan",949,28,19.3,23.8,11.5,17.4
1400000US26011970500,"Census Tract 9705, Arenac County, Michigan",1529,27.7,16.9,27.1,10.2,18.1
1400000US26011990000,"Census Tract 9900, Arenac County, Michigan",0,-,-,-,-,-
1400000US26011990100,"Census Tract 9901, Arenac County, Michigan",0,-,-,-,-,-
1400000US26013000100,"Census Tract 1, Baraga County, Michigan",1547,28.2,24.4,21.3,10.8,15.3
1400000US26013000200,"Census Tract 2, Baraga County, Michigan",1180,30.4,23,21.8,9.1,15.8
1400000US26013990100,"Census Tract 9901, Baraga County, Michigan",0,-,-,-,-,-
1400000US26015010100,"Census Tract 101, Barry County, Michigan",2565,20.7,20.6,21,14.6,23
1400000US26015010200,"Census Tract 102, Barry County, Michigan",2755,26.9,13,25.4,13.1,21.5
1400000US26015010300,"Census Tract 103, Barry County, Michigan",4218,29.9,14.5,22,13.2,20.4
1400000US26015010401,"Census Tract 104.01, Barry County, Michigan",1578,22.9,9.9,23.4,18.6,25.1
1400000US26015010402,"Census Tract 104.02, Barry County, Michigan",1830,34.9,10.8,28.1,13.8,12.5
1400000US26015010500,"Census Tract 105, Barry County, Michigan",1527,32.2,15.3,17.8,21,13.8
1400000US26015010600,"Census Tract 106, Barry County, Michigan",2674,26.7,19,20.1,14.8,19.3
1400000US26015010700,"Census Tract 107, Barry County, Michigan",2133,31.8,10.2,20.7,10,27.3
1400000US26015010800,"Census Tract 108, Barry County, Michigan",1309,26.1,16,23.4,12.5,22
1400000US26015011300,"Census Tract 113, Barry County, Michigan",3369,21.3,22.6,24.8,10,21.2
1400000US26015011400,"Census Tract 114, Barry County, Michigan",2651,32.3,14.1,22.3,12,19.3
1400000US26017280300,"Census Tract 2803, Bay County, Michigan",473,20.7,29.4,16.1,9.1,24.7
1400000US26017280400,"Census Tract 2804, Bay County, Michigan",1382,21.1,26.9,33.6,4.7,13.7
1400000US26017280500,"Census Tract 2805, Bay County, Michigan",1896,47.1,21.8,18.8,5.7,6.5
1400000US26017280600,"Census Tract 2806, Bay County, Michigan",1151,21.1,21.5,24.8,15,17.5
1400000US26017280700,"Census Tract 2807, Bay County, Michigan",1173,18.1,31.9,28.2,7.6,14.2
1400000US26017280800,"Census Tract 2808, Bay County, Michigan",1603,22.8,22.5,31.6,9.2,14
1400000US26017280900,"Census Tract 2809, Bay County, Michigan",1020,26,18.9,27.5,8.2,19.4
1400000US26017281000,"Census Tract 2810, Bay County, Michigan",1747,24.7,28.7,23.2,6.2,17.2
1400000US26017281300,"Census Tract 2813, Bay County, Michigan",1214,24.1,25.8,30.3,5.7,14.1
1400000US26017285100,"Census Tract 2851, Bay County, Michigan",1539,25.5,23.7,34.7,5.5,10.7
1400000US26017285201,"Census Tract 2852.01, Bay County, Michigan",2651,34.6,23.1,23.5,7.4,11.4
1400000US26017285202,"Census Tract 2852.02, Bay County, Michigan",1558,34,11.3,27.7,6.7,20.2
1400000US26017285300,"Census Tract 2853, Bay County, Michigan",2054,35,19.1,18.1,10.8,17
1400000US26017285400,"Census Tract 2854, Bay County, Michigan",1810,35.5,20.3,24.9,7.1,12.2
1400000US26017285500,"Census Tract 2855, Bay County, Michigan",3047,38.2,17.9,23.5,7.4,13
1400000US26017285600,"Census Tract 2856, Bay County, Michigan",3506,31.5,20,26.6,9.7,12.2
1400000US26017285700,"Census Tract 2857, Bay County, Michigan",1702,28.4,17.7,27.3,10.7,15.9
1400000US26017285800,"Census Tract 2858, Bay County, Michigan",2529,27.4,19.8,27.8,6.9,18.2
1400000US26017285900,"Census Tract 2859, Bay County, Michigan",2279,28.8,19.4,27.6,12.8,11.5
1400000US26017286000,"Census Tract 2860, Bay County, Michigan",1617,33.7,17.8,22.9,7,18.6
1400000US26017286100,"Census Tract 2861, Bay County, Michigan",3583,29.2,20.3,21.3,12.5,16.7
1400000US26017286200,"Census Tract 2862, Bay County, Michigan",2324,34,13.3,23.2,9,20.5
1400000US26017286300,"Census Tract 2863, Bay County, Michigan",1443,23.8,21.7,23.8,10.5,20.2
1400000US26017286400,"Census Tract 2864, Bay County, Michigan",1061,21.9,20.6,23.7,15.2,18.7
1400000US26017286500,"Census Tract 2865, Bay County, Michigan",550,29.3,25.1,29.8,0,15.8
1400000US26017286600,"Census Tract 2866, Bay County, Michigan",1976,19.6,26.9,31.6,7.4,14.4
1400000US26017990000,"Census Tract 9900, Bay County, Michigan",0,-,-,-,-,-
1400000US26019000100,"Census Tract 1, Benzie County, Michigan",3611,31.3,18.8,24.9,14.2,10.8
1400000US26019000200,"Census Tract 2, Benzie County, Michigan",1404,32.9,20.7,24.4,9,13
1400000US26019000300,"Census Tract 3, Benzie County, Michigan",561,31.2,23.2,23.2,11.4,11.1
1400000US26019000400,"Census Tract 4, Benzie County, Michigan",816,28.4,28.4,20.1,11.4,11.6
1400000US26019000500,"Census Tract 5, Benzie County, Michigan",1419,26.1,27.3,19,12.8,14.8
1400000US26019990000,"Census Tract 9900, Benzie County, Michigan",0,-,-,-,-,-
1400000US26021000300,"Census Tract 3, Berrien County, Michigan",642,13.1,44.4,21.8,9.3,11.4
1400000US26021000400,"Census Tract 4, Berrien County, Michigan",509,13,31.8,28.9,10.2,16.1
1400000US26021000500,"Census Tract 5, Berrien County, Michigan",573,16.1,30,23.6,0,30.4
1400000US26021000600,"Census Tract 6, Berrien County, Michigan",953,23.6,37.7,22.7,3.3,12.8
1400000US26021000700,"Census Tract 7, Berrien County, Michigan",1402,31.1,22.6,27.1,3.3,15.9
1400000US26021000800,"Census Tract 8, Berrien County, Michigan",2714,47.6,15.6,26.5,6.6,3.6
1400000US26021000900,"Census Tract 9, Berrien County, Michigan",932,51,9.9,26.2,3.2,9.8
1400000US26021001000,"Census Tract 10, Berrien County, Michigan",1007,50.4,16.7,25.2,1.2,6.5
1400000US26021001100,"Census Tract 11, Berrien County, Michigan",2013,45.2,18,21.5,2.7,12.5
1400000US26021001300,"Census Tract 13, Berrien County, Michigan",1075,57.3,9.9,20.1,4.8,7.9
1400000US26021001400,"Census Tract 14, Berrien County, Michigan",2524,43,17,26.7,4.8,8.4
1400000US26021001500,"Census Tract 15, Berrien County, Michigan",1601,44.7,13.5,21.8,7.3,12.7
1400000US26021001600,"Census Tract 16, Berrien County, Michigan",1172,42.1,10.9,27.4,6.7,13
1400000US26021001700,"Census Tract 17, Berrien County, Michigan",2184,43,18,21,5.9,12.1
1400000US26021001800,"Census Tract 18, Berrien County, Michigan",2157,48.9,18.1,21.8,3.3,8
1400000US26021001900,"Census Tract 19, Berrien County, Michigan",959,24,12.7,28.5,16,18.9
1400000US26021002000,"Census Tract 20, Berrien County, Michigan",1433,20,28.5,25.4,1.7,24.4
1400000US26021002100,"Census Tract 21, Berrien County, Michigan",735,7.9,25.7,39,8.3,19
1400000US26021002200,"Census Tract 22, Berrien County, Michigan",644,5.7,56.4,21.9,10.4,5.6
1400000US26021002300,"Census Tract 23, Berrien County, Michigan",737,11,33.9,13.2,15.3,26.6
1400000US26021002400,"Census Tract 24, Berrien County, Michigan",722,24.5,23.5,24.5,9,18.4
1400000US26021002500,"Census Tract 25, Berrien County, Michigan",824,26,20.8,20.6,7.4,25.2
1400000US26021010100,"Census Tract 101, Berrien County, Michigan",1575,28.6,15.6,27.7,12.1,15.9
1400000US26021010200,"Census Tract 102, Berrien County, Michigan",3053,27,20.6,23.3,7.7,21.5
1400000US26021010300,"Census Tract 103, Berrien County, Michigan",1966,24,13.8,20.5,16,25.6
1400000US26021010400,"Census Tract 104, Berrien County, Michigan",1304,25.5,14,23.7,22.3,14.5
1400000US26021010500,"Census Tract 105, Berrien County, Michigan",1151,29.8,7.7,25.6,19.1,17.7
1400000US26021010600,"Census Tract 106, Berrien County, Michigan",2119,34.3,16.7,19.2,16.2,13.6
1400000US26021011000,"Census Tract 110, Berrien County, Michigan",1386,25.5,20.9,30,11.7,11.9
1400000US26021011100,"Census Tract 111, Berrien County, Michigan",2317,35,17.5,26.4,6.9,14.2
1400000US26021011200,"Census Tract 112, Berrien County, Michigan",1568,24.6,28.5,29.5,8.1,9.2
1400000US26021011300,"Census Tract 113, Berrien County, Michigan",1631,33.3,22.8,26.9,6.4,10.6
1400000US26021011400,"Census Tract 114, Berrien County, Michigan",1292,26.5,22.3,25.9,8.7,16.6
1400000US26021011500,"Census Tract 115, Berrien County, Michigan",556,24.5,20,18.7,15.5,21.4
1400000US26021011600,"Census Tract 116, Berrien County, Michigan",870,23.1,18.2,14.9,15.7,28
1400000US26021020100,"Census Tract 201, Berrien County, Michigan",975,30.9,10.2,25,10.7,23.3
1400000US26021020200,"Census Tract 202, Berrien County, Michigan",2593,23.8,19.2,28.5,8.3,20.2
1400000US26021020300,"Census Tract 203, Berrien County, Michigan",1360,35.7,12.1,26,6.8,19.3
1400000US26021020400,"Census Tract 204, Berrien County, Michigan",1860,35,12.6,19.5,9,23.9
1400000US26021020500,"Census Tract 205, Berrien County, Michigan",1057,11.5,35.7,24.5,1.8,26.5
1400000US26021020600,"Census Tract 206, Berrien County, Michigan",1520,30.2,18.2,27.7,3.8,20.1
1400000US26021020700,"Census Tract 207, Berrien County, Michigan",1172,13.2,29.9,18.7,5.8,32.3
1400000US26021020900,"Census Tract 209, Berrien County, Michigan",1391,20.7,20.8,23.8,6.3,28.4
1400000US26021021000,"Census Tract 210, Berrien County, Michigan",2185,22.5,20.8,27.8,9.8,19.1
1400000US26021021100,"Census Tract 211, Berrien County, Michigan",963,17.4,19.3,30.1,7.3,25.9
1400000US26021021200,"Census Tract 212, Berrien County, Michigan",578,18.2,28.9,25.3,5.7,22
1400000US26021021300,"Census Tract 213, Berrien County, Michigan",2943,39.3,26.5,22,2.8,9.4
1400000US26021021400,"Census Tract 214, Berrien County, Michigan",1712,41.2,13.8,24.1,13.3,7.6
1400000US26021990000,"Census Tract 9900, Berrien County, Michigan",0,-,-,-,-,-
1400000US26023950100,"Census Tract 9501, Branch County, Michigan",1795,25,17.3,21.6,13.4,22.6
1400000US26023950200,"Census Tract 9502, Branch County, Michigan",1377,27.5,16,26.1,8.1,22.3
1400000US26023950300,"Census Tract 9503, Branch County, Michigan",1700,23.9,20.6,19.1,10.8,25.6
1400000US26023950800,"Census Tract 9508, Branch County, Michigan",1882,19,18.1,23.7,10.9,28.3
1400000US26023950900,"Census Tract 9509, Branch County, Michigan",978,24.2,19.2,20.6,7.8,28.2
1400000US26023951000,"Census Tract 9510, Branch County, Michigan",1005,36.1,14.8,27,5.9,16.2
1400000US26023951100,"Census Tract 9511, Branch County, Michigan",1261,20.9,12.5,25.3,15.1,26.1
1400000US26023951200,"Census Tract 9512, Branch County, Michigan",1668,21.8,16.2,19.7,12.5,29.7
1400000US26023951300,"Census Tract 9513, Branch County, Michigan",1664,36.4,15.9,26,7.2,14.5
1400000US26023951400,"Census Tract 9514, Branch County, Michigan",1715,17.8,20.6,22.3,9.2,30
1400000US26023951500,"Census Tract 9515, Branch County, Michigan",1316,35.9,15.7,18.4,6.6,23.5
1400000US26023951600,"Census Tract 9516, Branch County, Michigan",1337,15.3,20.9,32.8,11.7,19.4
1400000US26025000200,"Census Tract 2, Calhoun County, Michigan",1286,29.4,31.6,17.1,4.8,17
1400000US26025000300,"Census Tract 3, Calhoun County, Michigan",432,24.5,34.3,18.5,0,22.7
1400000US26025000500,"Census Tract 5, Calhoun County, Michigan",1583,13.3,26,16.8,11,32.9
1400000US26025000600,"Census Tract 6, Calhoun County, Michigan",938,7.5,31.3,22.1,4.4,34.8
1400000US26025000700,"Census Tract 7, Calhoun County, Michigan",903,12.5,28.1,33.6,8.7,17.1
1400000US26025000800,"Census Tract 8, Calhoun County, Michigan",1271,25.9,29.3,17,6.3,21.6
1400000US26025000900,"Census Tract 9, Calhoun County, Michigan",1492,36.7,20.4,24.3,6.9,11.7
1400000US26025001000,"Census Tract 10, Calhoun County, Michigan",1264,18.4,31.8,19.1,1.9,28.8
1400000US26025001100,"Census Tract 11, Calhoun County, Michigan",1669,18.4,24.8,24.5,7.4,24.9
1400000US26025001200,"Census Tract 12, Calhoun County, Michigan",1313,24.4,21.6,23.2,10,20.9
1400000US26025001300,"Census Tract 13, Calhoun County, Michigan",1629,22.4,12.8,21.4,12.7,30.6
1400000US26025001400,"Census Tract 14, Calhoun County, Michigan",1745,14.7,20.6,25.4,6.9,32.4
1400000US26025001500,"Census Tract 15, Calhoun County, Michigan",2456,49.7,11,26.5,0.4,12.4
1400000US26025001600,"Census Tract 16, Calhoun County, Michigan",1170,29.4,19.9,24.7,6.2,19.8
1400000US26025001700,"Census Tract 17, Calhoun County, Michigan",2019,38.7,12.9,33.6,3.1,11.6
1400000US26025001800,"Census Tract 18, Calhoun County, Michigan",3118,33.1,10.7,32.3,6.5,17.4
1400000US26025001900,"Census Tract 19, Calhoun County, Michigan",2026,27.1,18.4,26.5,12.8,15.2
1400000US26025002000,"Census Tract 20, Calhoun County, Michigan",2133,30.2,14.5,30.1,7.8,17.4
1400000US26025002100,"Census Tract 21, Calhoun County, Michigan",514,16.9,12.3,19.8,16,35
1400000US26025002200,"Census Tract 22, Calhoun County, Michigan",1756,20.8,17.7,25.9,14.5,21.1
1400000US26025002300,"Census Tract 23, Calhoun County, Michigan",1616,28.1,19.3,23.6,10.7,18.3
1400000US26025002400,"Census Tract 24, Calhoun County, Michigan",1076,17.3,28,24.4,4.1,26.2
1400000US26025002500,"Census Tract 25, Calhoun County, Michigan",1682,25.6,17.7,28.5,8,20.2
1400000US26025002600,"Census Tract 26, Calhoun County, Michigan",767,12.9,23.9,28.6,6.1,28.6
1400000US26025002700,"Census Tract 27, Calhoun County, Michigan",2937,31.8,14.2,27.7,10.6,15.7
1400000US26025002800,"Census Tract 28, Calhoun County, Michigan",2033,21.8,19.6,24.3,11.7,22.5
1400000US26025002900,"Census Tract 29, Calhoun County, Michigan",1193,30.3,18.1,22.3,9.1,20.3
1400000US26025003000,"Census Tract 30, Calhoun County, Michigan",938,27.6,18.4,21.1,13,19.8
1400000US26025003100,"Census Tract 31, Calhoun County, Michigan",1103,18.9,18.9,17.3,8.1,36.7
1400000US26025003200,"Census Tract 32, Calhoun County, Michigan",882,23.5,22.1,20.4,11.1,22.9
1400000US26025003300,"Census Tract 33, Calhoun County, Michigan",634,19.6,34.1,24.4,2.7,19.2
1400000US26025003400,"Census Tract 34, Calhoun County, Michigan",1026,28.4,27.1,28.3,7.2,9.1
1400000US26025003500,"Census Tract 35, Calhoun County, Michigan",1149,32.9,19.4,26.8,7.1,13.8
1400000US26025003600,"Census Tract 36, Calhoun County, Michigan",750,5.5,27.5,30,9.3,27.7
1400000US26025003700,"Census Tract 37, Calhoun County, Michigan",1959,26.4,16.2,23.5,12.1,21.7
1400000US26025003800,"Census Tract 38, Calhoun County, Michigan",2024,40.7,16.9,18.5,6.7,17.1
1400000US26025003900,"Census Tract 39, Calhoun County, Michigan",2071,46.3,16.1,26.8,4.3,6.5
1400000US26025004000,"Census Tract 40, Calhoun County, Michigan",2225,26.1,21.3,24.3,10,18.3
1400000US26025004100,"Census Tract 41, Calhoun County, Michigan",694,7.6,26.5,4.5,35.2,26.2
1400000US26027001000,"Census Tract 10, Cass County, Michigan",1778,27.6,7.9,28.1,9.8,26.5
1400000US26027001100,"Census Tract 11, Cass County, Michigan",1178,19.9,20,24.2,12,23.9
1400000US26027001200,"Census Tract 12, Cass County, Michigan",1285,37.7,11.4,20.5,7.5,23
1400000US26027001500,"Census Tract 15, Cass County, Michigan",1915,28.8,14.6,22.1,10,24.5
1400000US26027001600,"Census Tract 16, Cass County, Michigan",1632,26.8,13.5,22.7,13.9,23.1
1400000US26027001700,"Census Tract 17, Cass County, Michigan",2163,27.5,14.1,18.2,10.4,29.9
1400000US26027001800,"Census Tract 18, Cass County, Michigan",3568,37.5,15.4,20,9.5,17.6
1400000US26027001900,"Census Tract 19, Cass County, Michigan",2114,28.6,14.4,23.7,19,14.3
1400000US26027002000,"Census Tract 20, Cass County, Michigan",2005,24.1,25.6,24.1,8.9,17.3
1400000US26027002100,"Census Tract 21, Cass County, Michigan",2483,21.6,20.9,27.5,9.7,20.3
1400000US26027002200,"Census Tract 22, Cass County, Michigan",2544,26.2,19.6,18.6,11.2,24.3
1400000US26029000100,"Census Tract 1, Charlevoix County, Michigan",766,22.1,17.5,27.3,15.8,17.4
1400000US26029000200,"Census Tract 2, Charlevoix County, Michigan",545,22.9,15.8,24.4,17.1,19.8
1400000US26029000300,"Census Tract 3, Charlevoix County, Michigan",982,36.6,18.8,20.1,12.9,11.6
1400000US26029000400,"Census Tract 4, Charlevoix County, Michigan",1316,39.1,12.4,26.6,11.7,10.3
1400000US26029000500,"Census Tract 5, Charlevoix County, Michigan",192,32.3,20.8,22.9,16.7,7.3
1400000US26029000800,"Census Tract 8, Charlevoix County, Michigan",1414,23.6,21,28.3,8.6,18.5
1400000US26029000900,"Census Tract 9, Charlevoix County, Michigan",744,37.6,20.2,22.6,7,12.6
1400000US26029001000,"Census Tract 10, Charlevoix County, Michigan",930,32.8,16.1,22.6,11.3,17.2
1400000US26029001100,"Census Tract 11, Charlevoix County, Michigan",723,16.3,20.9,22.1,8,32.6
1400000US26029001200,"Census Tract 12, Charlevoix County, Michigan",1560,26,13.4,28.9,11.4,20.3
1400000US26029001300,"Census Tract 13, Charlevoix County, Michigan",698,21.3,21.3,14.2,21.3,21.8
1400000US26029001400,"Census Tract 14, Charlevoix County, Michigan",694,32.7,21,22.5,12,11.8
1400000US26029001500,"Census Tract 15, Charlevoix County, Michigan",1242,31.6,14.2,27.1,10.6,16.5
1400000US26029990000,"Census Tract 9900, Charlevoix County, Michigan",0,-,-,-,-,-
1400000US26031960100,"Census Tract 9601, Cheboygan County, Michigan",1290,29.5,20.8,23.3,11.6,14.8
1400000US26031960200,"Census Tract 9602, Cheboygan County, Michigan",867,21.1,18.3,29.4,15,16.1
1400000US26031960300,"Census Tract 9603, Cheboygan County, Michigan",1686,19.6,22.5,24.7,17.3,15.8
1400000US26031960400,"Census Tract 9604, Cheboygan County, Michigan",1247,34.4,19.8,25.1,14.3,6.4
1400000US26031960500,"Census Tract 9605, Cheboygan County, Michigan",1185,33.2,19,27.1,9.5,11.3
1400000US26031960600,"Census Tract 9606, Cheboygan County, Michigan",866,25.4,27.4,24.1,13.2,9.9
1400000US26031960700,"Census Tract 9607, Cheboygan County, Michigan",1170,21.9,24.5,25.7,13.3,14.5
1400000US26031960800,"Census Tract 9608, Cheboygan County, Michigan",1415,17.1,26.5,22.4,17.9,16.1
1400000US26031990000,"Census Tract 9900, Cheboygan County, Michigan",0,-,-,-,-,-
1400000US26033970100,"Census Tract 9701, Chippewa County, Michigan",1407,28.1,27.1,22.2,12.6,10
1400000US26033970200,"Census Tract 9702, Chippewa County, Michigan",1378,29.2,31.1,23.8,6.5,9.3
1400000US26033970300,"Census Tract 9703, Chippewa County, Michigan",1649,27.2,30.2,30.1,6.1,6.3
1400000US26033970400,"Census Tract 9704, Chippewa County, Michigan",1321,19.8,37.4,31,6.7,5.1
1400000US26033970500,"Census Tract 9705, Chippewa County, Michigan",1622,37.8,26,21,5.4,9.9
1400000US26033970600,"Census Tract 9706, Chippewa County, Michigan",2161,35.5,23.9,21.5,9.3,9.8
1400000US26033970700,"Census Tract 9707, Chippewa County, Michigan",432,13,33.8,24.3,14.6,14.4
1400000US26033970800,"Census Tract 9708, Chippewa County, Michigan",1943,28.9,24.8,26.3,10,10
1400000US26033970900,"Census Tract 9709, Chippewa County, Michigan",1131,28,28.9,23.3,6.8,13
1400000US26033971000,"Census Tract 9710, Chippewa County, Michigan",1248,23.7,23.9,28.1,11.3,13
1400000US26033971100,"Census Tract 9711, Chippewa County, Michigan",539,28.6,17.6,20.4,16.3,17.1
1400000US26033980100,"Census Tract 9801, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980200,"Census Tract 9802, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980300,"Census Tract 9803, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990000,"Census Tract 9900, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990100,"Census Tract 9901, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26035000100,"Census Tract 1, Clare County, Michigan",465,20,28,16.3,17,18.7
1400000US26035000200,"Census Tract 2, Clare County, Michigan",451,26.4,17.5,20.4,21.3,14.4
1400000US26035000300,"Census Tract 3, Clare County, Michigan",723,25.2,27.8,14.8,13.3,18.9
1400000US26035000400,"Census Tract 4, Clare County, Michigan",1355,26.3,15.3,28.1,14.9,15.4
1400000US26035000500,"Census Tract 5, Clare County, Michigan",352,32.7,17.3,26.4,11.4,12.2
1400000US26035000600,"Census Tract 6, Clare County, Michigan",1434,25.9,29.6,23.6,11.3,9.6
1400000US26035000700,"Census Tract 7, Clare County, Michigan",1071,35.1,18.7,24.6,6.4,15.1
1400000US26035000800,"Census Tract 8, Clare County, Michigan",1737,26.5,15.9,26.8,16.2,14.6
1400000US26035000900,"Census Tract 9, Clare County, Michigan",838,15.9,15.8,32.1,22.7,13.6
1400000US26035001000,"Census Tract 10, Clare County, Michigan",869,26.5,27.7,17.8,12.5,15.4
1400000US26035001300,"Census Tract 13, Clare County, Michigan",1174,21.6,32,19,8.1,19.3
1400000US26037010104,"Census Tract 101.04, Clinton County, Michigan",1472,43.8,17.9,19.7,10.6,7.9
1400000US26037010105,"Census Tract 101.05, Clinton County, Michigan",1597,44,12.1,33,3,8
1400000US26037010107,"Census Tract 101.07, Clinton County, Michigan",2047,28.2,29.3,34.3,2.8,5.4
1400000US26037010108,"Census Tract 101.08, Clinton County, Michigan",2014,47.5,14.6,24,7.7,6.2
1400000US26037010201,"Census Tract 102.01, Clinton County, Michigan",1011,46.9,12.7,19.1,8.5,12.9
