Geography,Geographic Area Name,Total,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
1400000US26057000900,"Census Tract 9, Gratiot County, Michigan",1456,25.7,22,21.7,11.1,19.6
1400000US26057001000,"Census Tract 10, Gratiot County, Michigan",1904,26,21.1,24.9,11.3,16.7
1400000US26059050100,"Census Tract 501, Hillsdale County, Michigan",2152,35.7,8.9,25.9,13.8,15.8
1400000US26059050200,"Census Tract 502, Hillsdale County, Michigan",1407,25.2,18.4,16.8,12.6,27.1
1400000US26059050300,"Census Tract 503, Hillsdale County, Michigan",1061,23.9,15.7,16,14.9,29.4
1400000US26059050400,"Census Tract 504, Hillsdale County, Michigan",1794,23.2,15.3,18.7,14.3,28.5
1400000US26059050500,"Census Tract 505, Hillsdale County, Michigan",1828,24.2,19.9,27.7,6.6,21.7
1400000US26059050600,"Census Tract 506, Hillsdale County, Michigan",1621,22.2,14.9,19.2,11.3,32.4
1400000US26059050700,"Census Tract 507, Hillsdale County, Michigan",1990,25.1,25.1,19,7.5,23.3
1400000US26059050800,"Census Tract 508, Hillsdale County, Michigan",867,14.9,17.3,27.1,6.5,34.3
1400000US26059050900,"Census Tract 509, Hillsdale County, Michigan",1990,29.2,19,23.6,7.6,20.5
1400000US26059051000,"Census Tract 510, Hillsdale County, Michigan",1784,17.9,13.1,26.1,10.8,32.1
1400000US26059051100,"Census Tract 511, Hillsdale County, Michigan",1491,21.5,15,20.2,14.8,28.5
1400000US26059051200,"Census Tract 512, Hillsdale County, Michigan",1173,25.3,9.9,17.7,17.2,29.8
1400000US26061000100,"Census Tract 1, Houghton County, Michigan",1068,28.1,23.4,22.9,14.9,10.7
1400000US26061000200,"Census Tract 2, Houghton County, Michigan",1410,24.5,23.1,24.6,10.6,17.2
1400000US26061000300,"Census Tract 3, Houghton County, Michigan",1135,27.4,29.9,25.2,7,10.6
1400000US26061000400,"Census Tract 4, Houghton County, Michigan",1313,31.5,30.9,20.5,8.1,9.1
1400000US26061000500,"Census Tract 5, Houghton County, Michigan",1533,34.8,19,22.6,9.3,14.2
1400000US26061000600,"Census Tract 6, Houghton County, Michigan",1897,40.6,25.3,23,3.5,7.6
1400000US26061000700,"Census Tract 7, Houghton County, Michigan",1049,27.7,24.4,20.4,17,10.5
1400000US26061000800,"Census Tract 8, Houghton County, Michigan",2775,51,22.7,19.1,3.5,3.7
1400000US26061000900,"Census Tract 9, Houghton County, Michigan",2151,32.5,28.7,24,9.5,5.2
1400000US26061001000,"Census Tract 10, Houghton County, Michigan",1481,36.9,18.4,22,13.2,9.5
1400000US26061990000,"Census Tract 9900, Houghton County, Michigan",0,-,-,-,-,-
1400000US26061990100,"Census Tract 9901, Houghton County, Michigan",0,-,-,-,-,-
1400000US26063950100,"Census Tract 9501, Huron County, Michigan",449,37.6,14.9,23.6,7.8,16
1400000US26063950200,"Census Tract 9502, Huron County, Michigan",818,28.9,11.1,22.4,16,21.6
1400000US26063950300,"Census Tract 9503, Huron County, Michigan",1060,23.3,18.8,21.6,14.2,22.1
1400000US26063950400,"Census Tract 9504, Huron County, Michigan",429,29.8,10,25.4,15.2,19.6
1400000US26063950500,"Census Tract 9505, Huron County, Michigan",823,26.7,25.9,21.3,14.7,11.4
1400000US26063950600,"Census Tract 9506, Huron County, Michigan",1354,26.4,17.6,18.8,15.2,22
1400000US26063950700,"Census Tract 9507, Huron County, Michigan",1525,25.8,18.8,19,13.1,23.3
1400000US26063950800,"Census Tract 9508, Huron County, Michigan",1724,28.2,18.1,16.4,15.1,22.1
1400000US26063950900,"Census Tract 9509, Huron County, Michigan",1778,27.3,14.8,21.3,12.9,23.7
1400000US26063951000,"Census Tract 9510, Huron County, Michigan",1683,26.3,22.2,26.9,10.2,14.4
1400000US26063951100,"Census Tract 9511, Huron County, Michigan",1056,28.9,17.3,20.8,11.4,21.6
1400000US26063951200,"Census Tract 9512, Huron County, Michigan",1653,28.3,20,17.2,14.3,20.2
1400000US26063990000,"Census Tract 9900, Huron County, Michigan",0,-,-,-,-,-
1400000US26065000100,"Census Tract 1, Ingham County, Michigan",994,8,26.1,24.8,12.7,28.4
1400000US26065000400,"Census Tract 4, Ingham County, Michigan",1268,40.2,15,18.8,9.4,16.6
1400000US26065000600,"Census Tract 6, Ingham County, Michigan",793,27.2,32.9,20.1,4.3,15.5
1400000US26065000700,"Census Tract 7, Ingham County, Michigan",1122,32.2,31,19,6.8,11.1
1400000US26065000800,"Census Tract 8, Ingham County, Michigan",1068,12.5,21.8,39.1,7.2,19.4
1400000US26065001000,"Census Tract 10, Ingham County, Michigan",1382,45.5,16.4,28.3,3.5,6.3
1400000US26065001200,"Census Tract 12, Ingham County, Michigan",1036,32.8,27.7,19.3,6.1,14.1
1400000US26065001703,"Census Tract 17.03, Ingham County, Michigan",2117,39.4,10.7,35.9,5.8,8.3
1400000US26065002000,"Census Tract 20, Ingham County, Michigan",1401,26.6,27.1,29.2,1.8,15.3
1400000US26065002101,"Census Tract 21.01, Ingham County, Michigan",776,13,22.8,25.1,14.6,24.5
1400000US26065002200,"Census Tract 22, Ingham County, Michigan",1000,57,12.6,21.2,5.9,3.3
1400000US26065002300,"Census Tract 23, Ingham County, Michigan",1943,41,17,28,5.4,8.6
1400000US26065002600,"Census Tract 26, Ingham County, Michigan",853,22,22.6,30.7,4.2,20.4
1400000US26065002700,"Census Tract 27, Ingham County, Michigan",1742,25.4,26.6,22,7.4,18.6
1400000US26065002800,"Census Tract 28, Ingham County, Michigan",1216,31.1,20.8,19.7,7.3,21.1
1400000US26065002901,"Census Tract 29.01, Ingham County, Michigan",1668,47.5,15,22.5,3.5,11.5
1400000US26065002902,"Census Tract 29.02, Ingham County, Michigan",2484,54.9,17.1,22.8,1.6,3.6
1400000US26065003103,"Census Tract 31.03, Ingham County, Michigan",3658,42,19.9,22.8,3.8,11.5
1400000US26065003200,"Census Tract 32, Ingham County, Michigan",775,17.2,25.3,28.4,11,18.2
1400000US26065003301,"Census Tract 33.01, Ingham County, Michigan",1141,29.6,21.6,15.6,4.9,28.2
1400000US26065003302,"Census Tract 33.02, Ingham County, Michigan",1239,47.7,14.2,30.2,2.2,5.7
1400000US26065003400,"Census Tract 34, Ingham County, Michigan",1320,26,17.3,38.2,3.9,14.7
1400000US26065003500,"Census Tract 35, Ingham County, Michigan",1236,20.2,19.3,34,15.3,11.2
1400000US26065003601,"Census Tract 36.01, Ingham County, Michigan",1589,19.8,18.6,25.9,7.6,28.2
1400000US26065003602,"Census Tract 36.02, Ingham County, Michigan",1301,22.2,20.4,28.7,10.5,18.1
1400000US26065003700,"Census Tract 37, Ingham County, Michigan",1942,21,12.8,24.9,9.8,31.6
1400000US26065003801,"Census Tract 38.01, Ingham County, Michigan",2355,53.9,18.9,21.8,1.7,3.7
1400000US26065003802,"Census Tract 38.02, Ingham County, Michigan",2052,59,13.2,20.1,0.8,6.9
1400000US26065003901,"Census Tract 39.01, Ingham County, Michigan",1047,46.3,21.6,23.8,1.7,6.6
1400000US26065003902,"Census Tract 39.02, Ingham County, Michigan",1774,53.5,15.8,23.5,2.1,5
1400000US26065004000,"Census Tract 40, Ingham County, Michigan",1983,59,17,18.3,0.9,4.8
1400000US26065004100,"Census Tract 41, Ingham County, Michigan",2059,35.1,28.1,34.2,1.3,1.4
1400000US26065004301,"Census Tract 43.01, Ingham County, Michigan",2977,50.9,19,19.7,7.4,3
1400000US26065004302,"Census Tract 43.02, Ingham County, Michigan",1152,22.1,41.4,29.2,0,7.3
1400000US26065004402,"Census Tract 44.02, Ingham County, Michigan",844,80.1,8.1,9.8,0.9,1.1
1400000US26065004403,"Census Tract 44.03, Ingham County, Michigan",716,75.1,8.7,14.4,1,0.8
1400000US26065004490,"Census Tract 44.90, Ingham County, Michigan",1230,11.5,48,34.7,3.7,2
1400000US26065004491,"Census Tract 44.91, Ingham County, Michigan",351,14.2,22.8,56.4,4.3,2.3
1400000US26065004492,"Census Tract 44.92, Ingham County, Michigan",1150,16.4,55,27.6,0.5,0.5
1400000US26065004493,"Census Tract 44.93, Ingham County, Michigan",511,39.3,26,26.6,2,6.1
1400000US26065004494,"Census Tract 44.94, Ingham County, Michigan",1035,17.8,51.8,26.2,1.3,3
1400000US26065004500,"Census Tract 45, Ingham County, Michigan",2504,42.5,12.9,36.1,1,7.5
1400000US26065004600,"Census Tract 46, Ingham County, Michigan",2027,65.8,9.2,17.9,1.6,5.5
1400000US26065004700,"Census Tract 47, Ingham County, Michigan",1497,51.5,19.7,15.7,3.4,9.7
1400000US26065004801,"Census Tract 48.01, Ingham County, Michigan",1953,46.5,12.7,30.4,4.2,6.1
1400000US26065004802,"Census Tract 48.02, Ingham County, Michigan",1849,64.5,10.9,16.8,3.8,4
1400000US26065004901,"Census Tract 49.01, Ingham County, Michigan",3202,66.9,7.5,18,2.5,5.2
1400000US26065004902,"Census Tract 49.02, Ingham County, Michigan",1728,57.4,18.8,15.7,3.2,4.9
1400000US26065005001,"Census Tract 50.01, Ingham County, Michigan",3257,70.2,11,15.4,1.6,1.8
1400000US26065005002,"Census Tract 50.02, Ingham County, Michigan",1722,66.7,10.4,18,2.8,2.1
1400000US26065005100,"Census Tract 51, Ingham County, Michigan",1406,21.1,27.6,20.3,12.5,18.4
1400000US26065005201,"Census Tract 52.01, Ingham County, Michigan",2267,21.1,21.8,31,6.2,19.9
1400000US26065005202,"Census Tract 52.02, Ingham County, Michigan",1841,41,10.9,29,7.8,11.4
1400000US26065005302,"Census Tract 53.02, Ingham County, Michigan",3724,41.1,16.3,25.7,6.8,10.1
1400000US26065005303,"Census Tract 53.03, Ingham County, Michigan",1906,26,19.4,32.9,10.8,11
1400000US26065005304,"Census Tract 53.04, Ingham County, Michigan",1479,23,23.1,24.2,2.4,27.2
1400000US26065005401,"Census Tract 54.01, Ingham County, Michigan",1807,33.5,25.5,26.8,5.5,8.7
1400000US26065005402,"Census Tract 54.02, Ingham County, Michigan",1914,24.6,23.6,29.7,5.2,16.9
1400000US26065005501,"Census Tract 55.01, Ingham County, Michigan",2642,30.4,18.4,33.9,5.8,11.6
1400000US26065005502,"Census Tract 55.02, Ingham County, Michigan",2801,41.6,12.9,33.7,2,9.9
1400000US26065005600,"Census Tract 56, Ingham County, Michigan",1469,37.2,19.3,25.7,5.9,12
1400000US26065005700,"Census Tract 57, Ingham County, Michigan",2558,48.7,14.6,22.9,8.1,5.8
1400000US26065005800,"Census Tract 58, Ingham County, Michigan",2750,49.5,14.7,24.8,4.5,6.4
1400000US26065005900,"Census Tract 59, Ingham County, Michigan",2519,27.4,12.6,23.9,14.2,21.9
1400000US26065006001,"Census Tract 60.01, Ingham County, Michigan",1534,33.9,14.7,22,10.2,19.3
1400000US26065006002,"Census Tract 60.02, Ingham County, Michigan",1593,26.6,19.1,27.8,9.9,16.6
1400000US26065006100,"Census Tract 61, Ingham County, Michigan",2041,26.4,12.4,33.5,7.1,20.6
1400000US26065006200,"Census Tract 62, Ingham County, Michigan",2377,35.9,11.7,22.2,14.6,15.7
1400000US26065006301,"Census Tract 63.01, Ingham County, Michigan",2117,32.1,10.5,33.1,6.9,17.4
1400000US26065006302,"Census Tract 63.02, Ingham County, Michigan",2137,33.3,16.6,32.1,3.9,14.1
1400000US26065006401,"Census Tract 64.01, Ingham County, Michigan",1560,38.7,13.7,28.7,10.6,8.4
1400000US26065006402,"Census Tract 64.02, Ingham County, Michigan",1440,30.5,18.8,18.6,7.8,24.2
1400000US26065006500,"Census Tract 65, Ingham County, Michigan",1965,46.5,29.3,16.1,3.5,4.7
1400000US26065006600,"Census Tract 66, Ingham County, Michigan",1271,25.8,40.8,22,2.2,9.1
1400000US26065006700,"Census Tract 67, Ingham County, Michigan",1435,31.7,34.8,22.5,1.1,9.8
1400000US26065006800,"Census Tract 68, Ingham County, Michigan",1538,17.9,33.4,23.1,9.3,16.3
1400000US26065007000,"Census Tract 70, Ingham County, Michigan",2627,44.2,21.2,23.6,2.8,8.3
1400000US26065980000,"Census Tract 9800, Ingham County, Michigan",240,43.3,25,31.7,0,0
1400000US26065980100,"Census Tract 9801, Ingham County, Michigan",87,35.6,0,8,9.2,47.1
1400000US26065980200,"Census Tract 9802, Ingham County, Michigan",0,-,-,-,-,-
1400000US26065980300,"Census Tract 9803, Ingham County, Michigan",0,-,-,-,-,-
1400000US26067030100,"Census Tract 301, Ionia County, Michigan",2744,23.5,18.8,24.3,16,17.5
1400000US26067030200,"Census Tract 302, Ionia County, Michigan",1125,19.4,14.8,15.5,19.6,30.8
1400000US26067030300,"Census Tract 303, Ionia County, Michigan",1189,20.7,20.5,28.8,10.3,19.7
1400000US26067030400,"Census Tract 304, Ionia County, Michigan",2964,24.7,16,20.7,18.2,20.4
1400000US26067031200,"Census Tract 312, Ionia County, Michigan",2304,24.1,19.6,27.4,9.3,19.6
1400000US26067031300,"Census Tract 313, Ionia County, Michigan",3524,29.1,17.4,22.6,14.7,16.1
1400000US26067031400,"Census Tract 314, Ionia County, Michigan",2144,26.9,16.2,28.9,13.2,14.7
1400000US26067031500,"Census Tract 315, Ionia County, Michigan",2712,30.3,19.3,28.9,8.7,12.8
1400000US26067031600,"Census Tract 316, Ionia County, Michigan",2334,30.9,25.2,22.8,5.9,15.3
1400000US26067031700,"Census Tract 317, Ionia County, Michigan",2174,18.9,21.8,27.7,8,23.6
1400000US26067031900,"Census Tract 319, Ionia County, Michigan",2645,29,17.1,21.3,10.9,21.7
1400000US26067032100,"Census Tract 321, Ionia County, Michigan",629,21.5,27.5,24.3,11.9,14.8
1400000US26067982200,"Census Tract 9822, Ionia County, Michigan",0,-,-,-,-,-
1400000US26069000100,"Census Tract 1, Iosco County, Michigan",699,16.5,27.5,29.8,8.6,17.7
1400000US26069000200,"Census Tract 2, Iosco County, Michigan",1590,32.6,25.1,23.4,8.6,10.3
1400000US26069000300,"Census Tract 3, Iosco County, Michigan",918,16.2,32.9,13.7,13.9,23.2
1400000US26069000400,"Census Tract 4, Iosco County, Michigan",1284,18,28,28.8,11.2,13.9
1400000US26069000500,"Census Tract 5, Iosco County, Michigan",1271,30.4,23,21.5,12.7,12.4
1400000US26069000600,"Census Tract 6, Iosco County, Michigan",1098,30.4,18.3,22,8.7,20.5
1400000US26069000700,"Census Tract 7, Iosco County, Michigan",1017,15.8,24,25.4,14.4,20.5
1400000US26069000800,"Census Tract 8, Iosco County, Michigan",317,27.4,27.4,25.6,16.4,3.2
1400000US26069000900,"Census Tract 9, Iosco County, Michigan",547,20.1,31.3,20.5,18.3,9.9
1400000US26069990000,"Census Tract 9900, Iosco County, Michigan",0,-,-,-,-,-
1400000US26071000100,"Census Tract 1, Iron County, Michigan",1133,30.5,17.2,22,9.9,20.5
1400000US26071000200,"Census Tract 2, Iron County, Michigan",677,27.9,17.1,26.3,11.2,17.4
1400000US26071000300,"Census Tract 3, Iron County, Michigan",1002,25,25.9,22.4,9.6,17.1
1400000US26071000400,"Census Tract 4, Iron County, Michigan",1019,19.3,36.7,22.6,9.1,12.3
1400000US26071000500,"Census Tract 5, Iron County, Michigan",876,22.6,23.6,21.9,11.4,20.4
1400000US26073000100,"Census Tract 1, Isabella County, Michigan",1558,26.7,21,20,17.1,15.1
1400000US26073000200,"Census Tract 2, Isabella County, Michigan",2034,26.2,19.7,27.2,12.6,14.3
1400000US26073000300,"Census Tract 3, Isabella County, Michigan",2411,27.3,20.3,24.2,12.7,15.6
1400000US26073000400,"Census Tract 4, Isabella County, Michigan",2505,27.4,28.4,36.3,5.8,2
1400000US26073000500,"Census Tract 5, Isabella County, Michigan",2542,13.3,42.6,34.5,7,2.5
1400000US26073000600,"Census Tract 6, Isabella County, Michigan",2134,36.1,35,24.6,1.9,2.3
1400000US26073000700,"Census Tract 7, Isabella County, Michigan",3147,19.3,39,37.2,0.7,3.8
1400000US26073000800,"Census Tract 8, Isabella County, Michigan",1552,18.9,45.4,29.8,1.8,4.2
1400000US26073000900,"Census Tract 9, Isabella County, Michigan",1914,33.1,20.8,20.7,9.5,15.9
1400000US26073940100,"Census Tract 9401, Isabella County, Michigan",2047,24.8,17.4,28.3,15.4,14.1
1400000US26073940200,"Census Tract 9402, Isabella County, Michigan",2047,22.3,27.5,23.1,13.4,13.7
1400000US26073940300,"Census Tract 9403, Isabella County, Michigan",2528,35.4,24.9,24.9,5,9.8
1400000US26073940400,"Census Tract 9404, Isabella County, Michigan",1837,34.2,27.5,23.1,4.8,10.3
1400000US26073940500,"Census Tract 9405, Isabella County, Michigan",1391,29.8,38.5,19.4,4.4,7.8
1400000US26073940600,"Census Tract 9406, Isabella County, Michigan",2477,43.8,18.9,21.5,6.7,9.1
1400000US26075000100,"Census Tract 1, Jackson County, Michigan",804,23.1,23.6,27.1,4.2,21.9
1400000US26075000200,"Census Tract 2, Jackson County, Michigan",741,6.6,31.6,40.5,4.6,16.7
1400000US26075000400,"Census Tract 4, Jackson County, Michigan",1959,21.4,23,27.4,7.9,20.3
1400000US26075000500,"Census Tract 5, Jackson County, Michigan",1040,22.6,28.1,23.8,4.7,20.8
1400000US26075000600,"Census Tract 6, Jackson County, Michigan",298,0,36.2,35.6,2.3,25.8
1400000US26075000800,"Census Tract 8, Jackson County, Michigan",2210,43.3,15.6,26.2,4.4,10.4
1400000US26075000900,"Census Tract 9, Jackson County, Michigan",1203,29.8,12.7,30.1,4.5,22.9
1400000US26075001000,"Census Tract 10, Jackson County, Michigan",592,9.1,36.1,34.1,7.1,13.5
1400000US26075001100,"Census Tract 11, Jackson County, Michigan",500,10.4,42.4,30.2,4.6,12.4
1400000US26075001200,"Census Tract 12, Jackson County, Michigan",746,11.1,33,17,18.2,20.6
1400000US26075001300,"Census Tract 13, Jackson County, Michigan",1012,19.6,33.3,18.7,3,25.5
1400000US26075005000,"Census Tract 50, Jackson County, Michigan",1161,21.8,18.6,17.9,13.3,28.4
1400000US26075005100,"Census Tract 51, Jackson County, Michigan",1871,24.5,19.7,23.5,13.8,18.5
1400000US26075005200,"Census Tract 52, Jackson County, Michigan",3066,60,9.6,20.4,2.7,7.3
1400000US26075005301,"Census Tract 53.01, Jackson County, Michigan",2096,38.7,23.3,22.6,6,9.4
1400000US26075005302,"Census Tract 53.02, Jackson County, Michigan",1479,41,14.3,28.3,4.3,12.1
1400000US26075005400,"Census Tract 54, Jackson County, Michigan",3036,30.8,19,29.5,7.6,13.1
1400000US26075005500,"Census Tract 55, Jackson County, Michigan",2340,18.3,29.1,24.3,7,21.4
1400000US26075005600,"Census Tract 56, Jackson County, Michigan",3678,33.6,15.4,28.3,1.4,21.4
1400000US26075005700,"Census Tract 57, Jackson County, Michigan",1147,32.7,16,31.2,8.7,11.4
1400000US26075005800,"Census Tract 58, Jackson County, Michigan",0,-,-,-,-,-
1400000US26075005900,"Census Tract 59, Jackson County, Michigan",1162,17.6,24.3,27.1,12,19
1400000US26075006000,"Census Tract 60, Jackson County, Michigan",3030,22.3,14.5,32.3,11.7,19.2
1400000US26075006100,"Census Tract 61, Jackson County, Michigan",2702,19.1,17.9,29.2,11.7,22
1400000US26075006200,"Census Tract 62, Jackson County, Michigan",3223,25.9,17.5,24.4,10.8,21.5
1400000US26075006301,"Census Tract 63.01, Jackson County, Michigan",1307,34.4,9.8,26,11.5,18.3
1400000US26075006303,"Census Tract 63.03, Jackson County, Michigan",1897,33.8,15.8,21,13.5,15.9
1400000US26075006304,"Census Tract 63.04, Jackson County, Michigan",1218,29.8,25.4,26,8,10.8
1400000US26075006401,"Census Tract 64.01, Jackson County, Michigan",1354,40,14.3,20.8,12.3,12.8
1400000US26075006402,"Census Tract 64.02, Jackson County, Michigan",3053,27.2,17.8,18.6,11,25.4
1400000US26075006500,"Census Tract 65, Jackson County, Michigan",3205,29.4,18.9,23.5,9.1,19.1
1400000US26075006600,"Census Tract 66, Jackson County, Michigan",2203,24.1,16.8,22.8,11.8,24.4
1400000US26075006701,"Census Tract 67.01, Jackson County, Michigan",2715,29.7,20.4,27.4,8.4,14.1
1400000US26075006702,"Census Tract 67.02, Jackson County, Michigan",2073,27.1,18.2,21.2,5.9,27.6
1400000US26075006801,"Census Tract 68.01, Jackson County, Michigan",1542,28.6,9.1,25.5,16.5,20.3
1400000US26075006803,"Census Tract 68.03, Jackson County, Michigan",1284,21.6,26.9,22.4,13.2,15.9
1400000US26075006804,"Census Tract 68.04, Jackson County, Michigan",2944,34.7,16.5,23,14.3,11.5
1400000US26075006900,"Census Tract 69, Jackson County, Michigan",1116,23.8,31.8,18.8,10,15.5
1400000US26077000100,"Census Tract 1, Kalamazoo County, Michigan",864,17.9,31.1,12.2,5.8,33
1400000US26077000201,"Census Tract 2.01, Kalamazoo County, Michigan",660,35,19.8,27.4,5,12.7
1400000US26077000202,"Census Tract 2.02, Kalamazoo County, Michigan",242,26.9,38.8,25.6,3.3,5.4
1400000US26077000300,"Census Tract 3, Kalamazoo County, Michigan",1098,14.1,36.2,22.5,1.5,25.7
1400000US26077000500,"Census Tract 5, Kalamazoo County, Michigan",2313,34.9,35.1,20.7,5.1,4.2
1400000US26077000600,"Census Tract 6, Kalamazoo County, Michigan",2573,27.3,31,25.6,8.9,7.2
1400000US26077000900,"Census Tract 9, Kalamazoo County, Michigan",358,5,25.1,35.8,2.2,31.8
1400000US26077001000,"Census Tract 10, Kalamazoo County, Michigan",1969,23,31.2,17.4,6.1,22.3
1400000US26077001100,"Census Tract 11, Kalamazoo County, Michigan",868,30.1,22.9,13.6,4.6,28.8
1400000US26077001200,"Census Tract 12, Kalamazoo County, Michigan",1579,64.2,9.2,18.9,4.7,2.9
1400000US26077001300,"Census Tract 13, Kalamazoo County, Michigan",951,33.9,18.2,27.4,3.2,17.4
1400000US26077001501,"Census Tract 15.01, Kalamazoo County, Michigan",1767,36.1,13.1,26.3,7.4,17.1
1400000US26077001502,"Census Tract 15.02, Kalamazoo County, Michigan",2175,36.8,19.4,23.6,9.1,11
1400000US26077001503,"Census Tract 15.03, Kalamazoo County, Michigan",2585,46.7,20.1,17.6,6.8,8.9
1400000US26077001504,"Census Tract 15.04, Kalamazoo County, Michigan",1976,19.7,39.4,31.7,3.3,5.8
1400000US26077001506,"Census Tract 15.06, Kalamazoo County, Michigan",3468,38.9,24.9,25.4,5.1,5.8
1400000US26077001507,"Census Tract 15.07, Kalamazoo County, Michigan",3806,15.9,28.1,35.7,5.2,15.1
1400000US26077001601,"Census Tract 16.01, Kalamazoo County, Michigan",1301,65.7,9.1,20.1,1.9,3.1
1400000US26077001603,"Census Tract 16.03, Kalamazoo County, Michigan",768,32.8,17.8,31.8,7.4,10.2
1400000US26077001604,"Census Tract 16.04, Kalamazoo County, Michigan",901,35.7,25.7,18.4,5.5,14.5
1400000US26077001701,"Census Tract 17.01, Kalamazoo County, Michigan",1723,35.6,21.5,25.1,3.8,13.9
1400000US26077001702,"Census Tract 17.02, Kalamazoo County, Michigan",1861,26,20.3,24.1,6.2,23.4
1400000US26077001801,"Census Tract 18.01, Kalamazoo County, Michigan",1709,39.1,11.9,25.4,8.7,14.9
1400000US26077001802,"Census Tract 18.02, Kalamazoo County, Michigan",2330,30.3,17.3,35.2,3.7,13.5
1400000US26077001803,"Census Tract 18.03, Kalamazoo County, Michigan",805,22.2,30.4,23.5,4,19.9
1400000US26077001905,"Census Tract 19.05, Kalamazoo County, Michigan",2310,24.7,15.3,35.5,6.9,17.6
1400000US26077001906,"Census Tract 19.06, Kalamazoo County, Michigan",2314,48,12.5,27.6,3.8,8.1
1400000US26077001907,"Census Tract 19.07, Kalamazoo County, Michigan",2001,38,19.7,25.9,5.7,10.6
1400000US26077002002,"Census Tract 20.02, Kalamazoo County, Michigan",1883,44.5,10.1,25.8,6.4,13.1
1400000US26077002003,"Census Tract 20.03, Kalamazoo County, Michigan",2905,41.5,10.9,30.4,9.2,8
1400000US26077002004,"Census Tract 20.04, Kalamazoo County, Michigan",1947,55.9,10.5,22,4.5,7.1
1400000US26077002005,"Census Tract 20.05, Kalamazoo County, Michigan",1892,45.6,14.3,26.5,4.2,9.4
1400000US26077002101,"Census Tract 21.01, Kalamazoo County, Michigan",3694,42.1,13.7,29,6.6,8.6
1400000US26077002102,"Census Tract 21.02, Kalamazoo County, Michigan",1369,49.1,12.3,22.1,2.6,13.9
1400000US26077002201,"Census Tract 22.01, Kalamazoo County, Michigan",1009,19.9,20.6,21.4,13.9,24.2
1400000US26077002202,"Census Tract 22.02, Kalamazoo County, Michigan",3655,40.3,11.7,24.6,8.2,15.3
1400000US26077002601,"Census Tract 26.01, Kalamazoo County, Michigan",2244,47.5,14.7,19.7,3.4,14.8
1400000US26077002700,"Census Tract 27, Kalamazoo County, Michigan",3742,41,15.7,26.7,8.1,8.5
1400000US26077002801,"Census Tract 28.01, Kalamazoo County, Michigan",2110,40.4,13.5,23.6,8.9,13.6
1400000US26077002802,"Census Tract 28.02, Kalamazoo County, Michigan",2914,37.2,18.9,16.4,9.5,18
1400000US26077002901,"Census Tract 29.01, Kalamazoo County, Michigan",1670,29.2,12.2,28.3,16.9,13.4
1400000US26077002903,"Census Tract 29.03, Kalamazoo County, Michigan",2314,22.9,28.4,33.4,3.3,12
1400000US26077002904,"Census Tract 29.04, Kalamazoo County, Michigan",4770,45.1,17.7,25,5.2,7
1400000US26077002905,"Census Tract 29.05, Kalamazoo County, Michigan",3106,42.6,16.2,23.5,4,13.7
1400000US26077003002,"Census Tract 30.02, Kalamazoo County, Michigan",1132,39.2,14.6,22.2,11.2,12.8
1400000US26077003003,"Census Tract 30.03, Kalamazoo County, Michigan",3587,49.3,10.9,20.7,8.6,10.5
1400000US26077003004,"Census Tract 30.04, Kalamazoo County, Michigan",3227,49.6,15,23.6,3.2,8.6
1400000US26077003302,"Census Tract 33.02, Kalamazoo County, Michigan",2826,37.9,10.4,23.3,12.2,16.1
1400000US26077003400,"Census Tract 34, Kalamazoo County, Michigan",1751,25.4,15.9,25.2,16,17.5
1400000US26077003500,"Census Tract 35, Kalamazoo County, Michigan",2220,35.9,15.2,26.6,9.4,13
1400000US26077005501,"Census Tract 55.01, Kalamazoo County, Michigan",1425,26.2,24.5,16.1,8.1,25.2
1400000US26077005502,"Census Tract 55.02, Kalamazoo County, Michigan",2843,31.9,28.4,18.7,6.9,14.1
1400000US26077006102,"Census Tract 61.02, Kalamazoo County, Michigan",1792,42.2,18.2,20.3,7.5,11.8
1400000US26077006103,"Census Tract 61.03, Kalamazoo County, Michigan",1958,35,12.6,27.4,10.4,14.6
1400000US26077006601,"Census Tract 66.01, Kalamazoo County, Michigan",2037,26.2,11.2,31.9,13.4,17.3
1400000US26077006701,"Census Tract 67.01, Kalamazoo County, Michigan",1193,23.6,16.9,26.7,13,19.9
1400000US26077006702,"Census Tract 67.02, Kalamazoo County, Michigan",2493,39.1,14.3,23.5,7.7,15.4
1400000US26079950200,"Census Tract 9502, Kalkaska County, Michigan",2115,18.8,23.5,29.1,11.8,16.9
1400000US26079950300,"Census Tract 9503, Kalkaska County, Michigan",2156,22.5,26.7,20.9,10,19.9
1400000US26079950400,"Census Tract 9504, Kalkaska County, Michigan",1368,17,23.5,25.1,16.2,18.3
1400000US26079950601,"Census Tract 9506.01, Kalkaska County, Michigan",747,19.8,17.9,22.6,14.2,25.4
1400000US26079950602,"Census Tract 9506.02, Kalkaska County, Michigan",638,20.8,20.2,24.1,18.3,16.5
1400000US26081000100,"Census Tract 1, Kent County, Michigan",1207,29.2,28.7,22.8,9.9,9.4
1400000US26081000200,"Census Tract 2, Kent County, Michigan",655,33.9,27.9,14.2,5.6,18.3
1400000US26081000300,"Census Tract 3, Kent County, Michigan",2223,43.7,17.6,23.6,5.4,9.6
1400000US26081000400,"Census Tract 4, Kent County, Michigan",1842,36.9,10.2,33.1,6.3,13.5
