Geography,Geographic Area Name,Total,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
1400000US26017281300,"Census Tract 2813, Bay County, Michigan",1315,25.3,26.2,29.5,7.8,11.2
1400000US26017285100,"Census Tract 2851, Bay County, Michigan",1624,30.6,20.3,32.5,4.6,12.1
1400000US26017285201,"Census Tract 2852.01, Bay County, Michigan",2346,31.9,24.1,23.2,6.9,13.9
1400000US26017285202,"Census Tract 2852.02, Bay County, Michigan",1713,37.1,11.2,28.1,5.3,18.3
1400000US26017285300,"Census Tract 2853, Bay County, Michigan",2183,32.5,18.2,19.5,10.8,19
1400000US26017285400,"Census Tract 2854, Bay County, Michigan",1779,36.6,19.6,26,7.3,10.6
1400000US26017285500,"Census Tract 2855, Bay County, Michigan",2852,38.9,16.2,24.4,7.5,12.9
1400000US26017285600,"Census Tract 2856, Bay County, Michigan",3741,34.1,18.3,28.3,8.2,11.1
1400000US26017285700,"Census Tract 2857, Bay County, Michigan",1804,28.9,14.4,32.5,7.7,16.5
1400000US26017285800,"Census Tract 2858, Bay County, Michigan",2806,29.8,20.1,26.4,8.7,14.9
1400000US26017285900,"Census Tract 2859, Bay County, Michigan",2504,29.4,17.9,26,13.6,13.1
1400000US26017286000,"Census Tract 2860, Bay County, Michigan",1498,30.4,15.6,24.4,9.9,19.8
1400000US26017286100,"Census Tract 2861, Bay County, Michigan",3633,29.3,20.7,22.4,11,16.6
1400000US26017286200,"Census Tract 2862, Bay County, Michigan",2370,37.7,14.1,18.4,11.1,18.8
1400000US26017286300,"Census Tract 2863, Bay County, Michigan",1334,22.6,19,25.7,13.1,19.6
1400000US26017286400,"Census Tract 2864, Bay County, Michigan",981,22.9,20.2,21.4,18,17.4
1400000US26017286500,"Census Tract 2865, Bay County, Michigan",447,29.3,16.1,37.1,2.7,14.8
1400000US26017286600,"Census Tract 2866, Bay County, Michigan",2249,22,23.5,28.4,9.5,16.6
1400000US26017990000,"Census Tract 9900, Bay County, Michigan",0,-,-,-,-,-
1400000US26019000100,"Census Tract 1, Benzie County, Michigan",3484,32.1,18.1,23.1,15.6,11
1400000US26019000200,"Census Tract 2, Benzie County, Michigan",1438,33.7,21.8,20.9,11.2,12.4
1400000US26019000300,"Census Tract 3, Benzie County, Michigan",654,32.3,22.9,25.2,10.6,9
1400000US26019000400,"Census Tract 4, Benzie County, Michigan",786,27.2,26.3,26,10.8,9.7
1400000US26019000500,"Census Tract 5, Benzie County, Michigan",1436,30.8,28.1,15.7,11.1,14.3
1400000US26019990000,"Census Tract 9900, Benzie County, Michigan",0,-,-,-,-,-
1400000US26021000300,"Census Tract 3, Berrien County, Michigan",635,8,67.6,8.2,6.8,9.4
1400000US26021000400,"Census Tract 4, Berrien County, Michigan",455,12.1,33.6,31.2,5.5,17.6
1400000US26021000500,"Census Tract 5, Berrien County, Michigan",436,16.5,38.8,21.3,0,23.4
1400000US26021000600,"Census Tract 6, Berrien County, Michigan",1035,20,42.5,17.7,2,17.8
1400000US26021000700,"Census Tract 7, Berrien County, Michigan",1474,36.1,16.6,26.3,6.6,14.5
1400000US26021000800,"Census Tract 8, Berrien County, Michigan",2792,51.7,14.4,24.1,6.8,2.9
1400000US26021000900,"Census Tract 9, Berrien County, Michigan",851,45.7,15,26.2,7.1,6
1400000US26021001000,"Census Tract 10, Berrien County, Michigan",968,45.7,19.3,25.9,2.2,6.9
1400000US26021001100,"Census Tract 11, Berrien County, Michigan",1995,46.8,17.5,23.5,3.6,8.7
1400000US26021001300,"Census Tract 13, Berrien County, Michigan",1085,55.7,10.3,20.5,5.3,8.3
1400000US26021001400,"Census Tract 14, Berrien County, Michigan",2550,40.2,19.3,25.1,4.9,10.5
1400000US26021001500,"Census Tract 15, Berrien County, Michigan",1478,46.1,13.7,22,6.8,11.4
1400000US26021001600,"Census Tract 16, Berrien County, Michigan",1196,41.5,14,25.8,5.5,13.2
1400000US26021001700,"Census Tract 17, Berrien County, Michigan",2077,44.2,17.1,25.7,3.5,9.5
1400000US26021001800,"Census Tract 18, Berrien County, Michigan",2279,46.8,17,25.9,3.8,6.5
1400000US26021001900,"Census Tract 19, Berrien County, Michigan",1026,24.2,14.5,28.6,18.4,14.3
1400000US26021002000,"Census Tract 20, Berrien County, Michigan",1902,21.4,28.7,26.6,3.2,20.2
1400000US26021002100,"Census Tract 21, Berrien County, Michigan",809,12.4,16.7,44.9,10.1,15.9
1400000US26021002200,"Census Tract 22, Berrien County, Michigan",568,7.2,49.6,15.1,21,7
1400000US26021002300,"Census Tract 23, Berrien County, Michigan",580,19.1,41.9,17.9,1.9,19.1
1400000US26021002400,"Census Tract 24, Berrien County, Michigan",833,20.2,21,26.1,13.2,19.6
1400000US26021002500,"Census Tract 25, Berrien County, Michigan",799,28.3,17.6,22.9,8,23.2
1400000US26021010100,"Census Tract 101, Berrien County, Michigan",1570,24.1,15.7,28.2,11.8,20.1
1400000US26021010200,"Census Tract 102, Berrien County, Michigan",2859,24.1,17.9,25.6,8.3,24.1
1400000US26021010300,"Census Tract 103, Berrien County, Michigan",2044,24.5,13,21.8,20.7,20
1400000US26021010400,"Census Tract 104, Berrien County, Michigan",1311,30.4,14.6,16.8,23.2,15.1
1400000US26021010500,"Census Tract 105, Berrien County, Michigan",1053,27.5,8.3,25.1,21.4,17.8
1400000US26021010600,"Census Tract 106, Berrien County, Michigan",2124,30.7,17.8,19.7,19.6,12.1
1400000US26021011000,"Census Tract 110, Berrien County, Michigan",1453,24,20.2,28.8,12.7,14.4
1400000US26021011100,"Census Tract 111, Berrien County, Michigan",2474,32.3,17.5,25.7,7.9,16.5
1400000US26021011200,"Census Tract 112, Berrien County, Michigan",1495,23,28.7,26.2,6.7,15.4
1400000US26021011300,"Census Tract 113, Berrien County, Michigan",1719,36.2,19.2,29.3,3.6,11.7
1400000US26021011400,"Census Tract 114, Berrien County, Michigan",1272,26.5,20.4,26.9,10.5,15.7
1400000US26021011500,"Census Tract 115, Berrien County, Michigan",693,21.6,16,20.9,13.7,27.7
1400000US26021011600,"Census Tract 116, Berrien County, Michigan",914,27.8,18.1,15.3,14.9,24
1400000US26021020100,"Census Tract 201, Berrien County, Michigan",1078,32.7,12.6,24.2,17,13.5
1400000US26021020200,"Census Tract 202, Berrien County, Michigan",2481,30.2,18.7,23.1,7.7,20.2
1400000US26021020300,"Census Tract 203, Berrien County, Michigan",1309,40.2,9.4,27.1,6.8,16.5
1400000US26021020400,"Census Tract 204, Berrien County, Michigan",1794,36.3,12.8,17.3,8.9,24.7
1400000US26021020500,"Census Tract 205, Berrien County, Michigan",1078,14.4,34.8,23.2,2.8,24.9
1400000US26021020600,"Census Tract 206, Berrien County, Michigan",1568,29.2,17.6,29.4,6.1,17.7
1400000US26021020700,"Census Tract 207, Berrien County, Michigan",1259,12.7,29.2,23,5.4,29.7
1400000US26021020900,"Census Tract 209, Berrien County, Michigan",1544,18.9,22,23.6,6.3,29.2
1400000US26021021000,"Census Tract 210, Berrien County, Michigan",2156,21.1,16.6,31.6,6.4,24.3
1400000US26021021100,"Census Tract 211, Berrien County, Michigan",1042,19.3,18.3,32.6,7.4,22.4
1400000US26021021200,"Census Tract 212, Berrien County, Michigan",602,21.3,25.6,25.6,4.7,22.9
1400000US26021021300,"Census Tract 213, Berrien County, Michigan",2410,40.5,26.1,20.3,3.6,9.5
1400000US26021021400,"Census Tract 214, Berrien County, Michigan",2014,41.8,12.2,25.3,13.9,6.8
1400000US26021990000,"Census Tract 9900, Berrien County, Michigan",0,-,-,-,-,-
1400000US26023950100,"Census Tract 9501, Branch County, Michigan",1815,25.2,16.5,20.5,14.3,23.5
1400000US26023950200,"Census Tract 9502, Branch County, Michigan",1402,25,16.5,27.5,7.5,23.5
1400000US26023950300,"Census Tract 9503, Branch County, Michigan",1791,21.9,18.8,21.4,10.4,27.5
1400000US26023950800,"Census Tract 9508, Branch County, Michigan",1891,18.5,18.4,24.3,11.3,27.6
1400000US26023950900,"Census Tract 9509, Branch County, Michigan",1030,33.6,17.5,20.2,7.2,21.6
1400000US26023951000,"Census Tract 9510, Branch County, Michigan",1036,35,17.9,25.4,6.7,15.1
1400000US26023951100,"Census Tract 9511, Branch County, Michigan",1228,19.6,13.4,25.6,14.4,27
1400000US26023951200,"Census Tract 9512, Branch County, Michigan",1726,19.6,15.5,20.7,13.4,30.7
1400000US26023951300,"Census Tract 9513, Branch County, Michigan",1907,36.9,15.3,27.1,6.1,14.5
1400000US26023951400,"Census Tract 9514, Branch County, Michigan",1536,22.6,16.2,15.9,10,35.3
1400000US26023951500,"Census Tract 9515, Branch County, Michigan",1197,34.9,16.1,25.1,4.3,19.5
1400000US26023951600,"Census Tract 9516, Branch County, Michigan",1459,16.2,20.8,31.5,10.3,21.1
1400000US26025000200,"Census Tract 2, Calhoun County, Michigan",1277,36.3,28.7,13.8,4.5,16.8
1400000US26025000300,"Census Tract 3, Calhoun County, Michigan",473,19,37.6,16.9,0,26.4
1400000US26025000500,"Census Tract 5, Calhoun County, Michigan",1540,10.5,25.4,22.7,7.6,33.9
1400000US26025000600,"Census Tract 6, Calhoun County, Michigan",1010,6.2,30.1,24.1,5.5,34.1
1400000US26025000700,"Census Tract 7, Calhoun County, Michigan",872,14.3,22.6,35.7,7.7,19.7
1400000US26025000800,"Census Tract 8, Calhoun County, Michigan",1249,28.2,22.9,24.3,9.8,14.8
1400000US26025000900,"Census Tract 9, Calhoun County, Michigan",1334,40.3,15.2,22.3,7.9,14.2
1400000US26025001000,"Census Tract 10, Calhoun County, Michigan",1369,19,31.9,18.4,2.7,28
1400000US26025001100,"Census Tract 11, Calhoun County, Michigan",1556,17,25.2,24.9,7.1,25.8
1400000US26025001200,"Census Tract 12, Calhoun County, Michigan",1187,21.7,22.6,23.3,13.4,19
1400000US26025001300,"Census Tract 13, Calhoun County, Michigan",1634,21.4,14.2,13.2,14.9,36.4
1400000US26025001400,"Census Tract 14, Calhoun County, Michigan",2015,19.4,23.9,25.2,7.3,24.3
1400000US26025001500,"Census Tract 15, Calhoun County, Michigan",2423,47.3,11,28.6,1.2,11.9
1400000US26025001600,"Census Tract 16, Calhoun County, Michigan",1267,34.6,21.8,18.2,4.4,20.9
1400000US26025001700,"Census Tract 17, Calhoun County, Michigan",2049,38.8,15,30.3,2.4,13.5
1400000US26025001800,"Census Tract 18, Calhoun County, Michigan",3004,38.5,9.2,29.3,7.8,15.2
1400000US26025001900,"Census Tract 19, Calhoun County, Michigan",2035,27.9,15.8,27.1,13.5,15.8
1400000US26025002000,"Census Tract 20, Calhoun County, Michigan",2062,30.7,17.8,31.7,8.9,10.8
1400000US26025002100,"Census Tract 21, Calhoun County, Michigan",467,24.4,9.4,26.3,6.2,33.6
1400000US26025002200,"Census Tract 22, Calhoun County, Michigan",1784,20.6,19.2,22.6,13.9,23.7
1400000US26025002300,"Census Tract 23, Calhoun County, Michigan",1673,29.4,18.1,24.4,10.7,17.5
1400000US26025002400,"Census Tract 24, Calhoun County, Michigan",1177,17.7,25.3,26.2,3.9,26.9
1400000US26025002500,"Census Tract 25, Calhoun County, Michigan",1606,32,17.3,22.2,6.5,22
1400000US26025002600,"Census Tract 26, Calhoun County, Michigan",812,13.9,24.1,31,4.6,26.4
1400000US26025002700,"Census Tract 27, Calhoun County, Michigan",2906,32.9,12.2,27.3,12.1,15.6
1400000US26025002800,"Census Tract 28, Calhoun County, Michigan",2075,23.6,19.5,21.9,11,24
1400000US26025002900,"Census Tract 29, Calhoun County, Michigan",1262,29.9,17.7,20.7,10.5,21.2
1400000US26025003000,"Census Tract 30, Calhoun County, Michigan",967,27.4,20.4,21.5,10.8,20
1400000US26025003100,"Census Tract 31, Calhoun County, Michigan",1090,19,19.2,17.7,9,35.1
1400000US26025003200,"Census Tract 32, Calhoun County, Michigan",927,24.3,20.8,18,11.4,25.5
1400000US26025003300,"Census Tract 33, Calhoun County, Michigan",663,21.1,28.4,20.7,4.1,25.8
1400000US26025003400,"Census Tract 34, Calhoun County, Michigan",897,32,23.1,26.3,6.4,12.3
1400000US26025003500,"Census Tract 35, Calhoun County, Michigan",1155,35,22.6,21.4,6.7,14.4
1400000US26025003600,"Census Tract 36, Calhoun County, Michigan",738,13.4,26.2,28.7,6.1,25.6
1400000US26025003700,"Census Tract 37, Calhoun County, Michigan",2077,27.2,16.2,24.5,12.6,19.5
1400000US26025003800,"Census Tract 38, Calhoun County, Michigan",1912,39.5,18.5,16.7,7.8,17.5
1400000US26025003900,"Census Tract 39, Calhoun County, Michigan",2024,46.9,16,27,1.8,8.3
1400000US26025004000,"Census Tract 40, Calhoun County, Michigan",2077,22.2,22.3,29.6,8.5,17.4
1400000US26025004100,"Census Tract 41, Calhoun County, Michigan",727,12.1,24.3,4.7,29,29.8
1400000US26027001000,"Census Tract 10, Cass County, Michigan",1751,26.3,8.9,27.6,10.2,27
1400000US26027001100,"Census Tract 11, Cass County, Michigan",1189,24.1,15.4,21.3,7.7,31.6
1400000US26027001200,"Census Tract 12, Cass County, Michigan",1479,31.2,8.3,24.4,10,26.1
1400000US26027001500,"Census Tract 15, Cass County, Michigan",1995,24.3,12.6,24.3,10.3,28.5
1400000US26027001600,"Census Tract 16, Cass County, Michigan",1672,27.1,14.5,19.4,14.3,24.8
1400000US26027001700,"Census Tract 17, Cass County, Michigan",2321,26.1,14.4,16.1,11.7,31.6
1400000US26027001800,"Census Tract 18, Cass County, Michigan",3491,39.1,14.4,20.5,10.4,15.7
1400000US26027001900,"Census Tract 19, Cass County, Michigan",2219,25.7,14.4,22.5,22.5,14.9
1400000US26027002000,"Census Tract 20, Cass County, Michigan",2093,23.6,24,27.1,8.5,16.8
1400000US26027002100,"Census Tract 21, Cass County, Michigan",2274,25,19.9,21.7,8.5,24.8
1400000US26027002200,"Census Tract 22, Cass County, Michigan",2641,26.1,18.9,18.7,12.7,23.6
1400000US26029000100,"Census Tract 1, Charlevoix County, Michigan",741,22.7,20.4,27.5,14.7,14.7
1400000US26029000200,"Census Tract 2, Charlevoix County, Michigan",551,23.2,19.8,25.6,16.7,14.7
1400000US26029000300,"Census Tract 3, Charlevoix County, Michigan",1051,38.9,18.3,19.8,11.1,11.9
1400000US26029000400,"Census Tract 4, Charlevoix County, Michigan",1273,42.9,9.2,26.5,11.5,10
1400000US26029000500,"Census Tract 5, Charlevoix County, Michigan",194,29.4,21.6,21.6,20.1,7.2
1400000US26029000800,"Census Tract 8, Charlevoix County, Michigan",1524,24.9,21.3,26.8,9.4,17.7
1400000US26029000900,"Census Tract 9, Charlevoix County, Michigan",856,35,25.7,20.6,6,12.7
1400000US26029001000,"Census Tract 10, Charlevoix County, Michigan",985,30.8,13.8,22.4,11.5,21.5
1400000US26029001100,"Census Tract 11, Charlevoix County, Michigan",716,16.8,29.6,14.1,8.2,31.3
1400000US26029001200,"Census Tract 12, Charlevoix County, Michigan",1591,28.7,14.4,27,10.7,19.3
1400000US26029001300,"Census Tract 13, Charlevoix County, Michigan",731,17.1,21.1,11.1,24.5,26.3
1400000US26029001400,"Census Tract 14, Charlevoix County, Michigan",650,38.3,20.8,20,9.4,11.5
1400000US26029001500,"Census Tract 15, Charlevoix County, Michigan",1227,29.3,9.6,28.8,14.8,17.5
1400000US26029990000,"Census Tract 9900, Charlevoix County, Michigan",0,-,-,-,-,-
1400000US26031960100,"Census Tract 9601, Cheboygan County, Michigan",1317,32.6,25.1,20.7,7.9,13.7
1400000US26031960200,"Census Tract 9602, Cheboygan County, Michigan",968,22.3,20.6,32.9,10.8,13.4
1400000US26031960300,"Census Tract 9603, Cheboygan County, Michigan",1970,19,20.7,31,15,14.4
1400000US26031960400,"Census Tract 9604, Cheboygan County, Michigan",1235,35.2,22.7,20.6,13.4,8.1
1400000US26031960500,"Census Tract 9605, Cheboygan County, Michigan",1139,33.7,17.7,26.2,10.8,11.6
1400000US26031960600,"Census Tract 9606, Cheboygan County, Michigan",755,29.7,21.9,25.2,9.3,14
1400000US26031960700,"Census Tract 9607, Cheboygan County, Michigan",1171,23.7,21.7,23.7,13.7,17.2
1400000US26031960800,"Census Tract 9608, Cheboygan County, Michigan",1427,19.3,25.7,21.2,20.9,12.9
1400000US26031990000,"Census Tract 9900, Cheboygan County, Michigan",0,-,-,-,-,-
1400000US26033970100,"Census Tract 9701, Chippewa County, Michigan",1311,28.5,27.2,22.8,9.3,12.2
1400000US26033970200,"Census Tract 9702, Chippewa County, Michigan",1529,28.3,30.9,20.7,7.5,12.6
1400000US26033970300,"Census Tract 9703, Chippewa County, Michigan",1576,24,29.6,35.3,5.5,5.5
1400000US26033970400,"Census Tract 9704, Chippewa County, Michigan",1240,21.2,33.3,33.7,4.8,6.9
1400000US26033970500,"Census Tract 9705, Chippewa County, Michigan",1886,37.6,28.1,19,5.7,9.5
1400000US26033970600,"Census Tract 9706, Chippewa County, Michigan",2361,34.6,24.1,22.8,8.9,9.6
1400000US26033970700,"Census Tract 9707, Chippewa County, Michigan",379,12.4,34.3,26.4,14.2,12.7
1400000US26033970800,"Census Tract 9708, Chippewa County, Michigan",1993,26.5,25.1,28.8,9.3,10.3
1400000US26033970900,"Census Tract 9709, Chippewa County, Michigan",1092,27.6,30.8,24.1,4.9,12.7
1400000US26033971000,"Census Tract 9710, Chippewa County, Michigan",1236,19.1,24.3,30.3,12.3,14.1
1400000US26033971100,"Census Tract 9711, Chippewa County, Michigan",484,23.1,18,21.9,17.8,19.2
1400000US26033980100,"Census Tract 9801, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980200,"Census Tract 9802, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980300,"Census Tract 9803, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990000,"Census Tract 9900, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990100,"Census Tract 9901, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26035000100,"Census Tract 1, Clare County, Michigan",435,21.8,28.7,12.9,17.2,19.3
1400000US26035000200,"Census Tract 2, Clare County, Michigan",479,20.7,20.7,16.7,24,18
1400000US26035000300,"Census Tract 3, Clare County, Michigan",714,25.5,27.9,14.8,13.2,18.6
1400000US26035000400,"Census Tract 4, Clare County, Michigan",1408,26.6,17.2,22.8,17.3,16.1
1400000US26035000500,"Census Tract 5, Clare County, Michigan",344,22.1,23,26.2,16.9,11.9
1400000US26035000600,"Census Tract 6, Clare County, Michigan",1315,32.9,24.4,23.5,9.3,9.9
1400000US26035000700,"Census Tract 7, Clare County, Michigan",1016,31.6,19.6,28.8,5.2,14.8
1400000US26035000800,"Census Tract 8, Clare County, Michigan",1761,28.3,10.4,27.9,16.5,16.8
1400000US26035000900,"Census Tract 9, Clare County, Michigan",881,17.1,16,31.7,21.3,13.8
1400000US26035001000,"Census Tract 10, Clare County, Michigan",910,20.9,21.4,24.2,12.3,21.2
1400000US26035001300,"Census Tract 13, Clare County, Michigan",1179,18.5,36.6,19.7,9.2,16
1400000US26037010104,"Census Tract 101.04, Clinton County, Michigan",1449,40.9,14.8,24.2,8.1,11.9
1400000US26037010105,"Census Tract 101.05, Clinton County, Michigan",1631,44.5,15.1,28.6,3.3,8.6
1400000US26037010107,"Census Tract 101.07, Clinton County, Michigan",2136,24.4,27.1,38.8,3.6,6.2
1400000US26037010108,"Census Tract 101.08, Clinton County, Michigan",1934,46.1,16.4,23.6,5.7,8.1
