Geography,Geographic Area Name,Total,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations"
1400000US26007000800,"Census Tract 8, Alpena County, Michigan",1563,39,23.5,24.5,3.2,9.7
1400000US26007000900,"Census Tract 9, Alpena County, Michigan",1447,28.1,16,24.3,16.6,15.1
1400000US26007990000,"Census Tract 9900, Alpena County, Michigan",0,-,-,-,-,-
1400000US26009960100,"Census Tract 9601, Antrim County, Michigan",1108,31.3,19,22.8,14.4,12.5
1400000US26009960200,"Census Tract 9602, Antrim County, Michigan",1353,20,23.1,19.5,11.8,25.6
1400000US26009960300,"Census Tract 9603, Antrim County, Michigan",1114,22.8,17.8,25,11.9,22.4
1400000US26009960400,"Census Tract 9604, Antrim County, Michigan",1407,29.3,26,21.5,10,13.2
1400000US26009960500,"Census Tract 9605, Antrim County, Michigan",1341,34.9,15.6,22.1,16,11.4
1400000US26009960600,"Census Tract 9606, Antrim County, Michigan",1482,34.4,14,27.1,16,8.5
1400000US26009960700,"Census Tract 9607, Antrim County, Michigan",1831,24.3,25.2,17.8,9.9,22.8
1400000US26009990000,"Census Tract 9900, Antrim County, Michigan",0,-,-,-,-,-
1400000US26011970100,"Census Tract 9701, Arenac County, Michigan",982,26.4,22.9,17.5,15.3,17.9
1400000US26011970200,"Census Tract 9702, Arenac County, Michigan",1250,23.5,20.3,21.4,12.4,22.3
1400000US26011970300,"Census Tract 9703, Arenac County, Michigan",1115,25.9,23.2,16.1,17.7,17
1400000US26011970400,"Census Tract 9704, Arenac County, Michigan",1126,25.6,21.2,21.9,13.4,17.9
1400000US26011970500,"Census Tract 9705, Arenac County, Michigan",1703,30.8,16.1,24.5,8.4,20.1
1400000US26011990000,"Census Tract 9900, Arenac County, Michigan",0,-,-,-,-,-
1400000US26011990100,"Census Tract 9901, Arenac County, Michigan",0,-,-,-,-,-
1400000US26013000100,"Census Tract 1, Baraga County, Michigan",1774,28.9,28.7,16.9,13.5,12
1400000US26013000200,"Census Tract 2, Baraga County, Michigan",1640,32,22.7,18.2,8.8,18.2
1400000US26013990100,"Census Tract 9901, Baraga County, Michigan",0,-,-,-,-,-
1400000US26015010100,"Census Tract 101, Barry County, Michigan",2626,18.2,23,24.5,13.1,21.2
1400000US26015010200,"Census Tract 102, Barry County, Michigan",2674,25.4,12.1,24.6,14.2,23.6
1400000US26015010300,"Census Tract 103, Barry County, Michigan",4171,29.3,12.2,25.3,14.9,18.3
1400000US26015010401,"Census Tract 104.01, Barry County, Michigan",1575,16.7,17.7,25.8,15.9,23.9
1400000US26015010402,"Census Tract 104.02, Barry County, Michigan",1874,26.8,11,28,14.1,20
1400000US26015010500,"Census Tract 105, Barry County, Michigan",1739,33.8,14.2,18.9,19.6,13.6
1400000US26015010600,"Census Tract 106, Barry County, Michigan",2912,26.6,17.7,22.8,13.6,19.2
1400000US26015010700,"Census Tract 107, Barry County, Michigan",2060,30,10.7,18.9,12,28.3
1400000US26015010800,"Census Tract 108, Barry County, Michigan",1527,26.5,14.6,21.7,16.3,20.8
1400000US26015011300,"Census Tract 113, Barry County, Michigan",3611,20,21.8,24.8,8.6,24.8
1400000US26015011400,"Census Tract 114, Barry County, Michigan",2895,26.3,19.7,24.1,10.8,19.2
1400000US26017280300,"Census Tract 2803, Bay County, Michigan",435,26.7,28,7.4,10.6,27.4
1400000US26017280400,"Census Tract 2804, Bay County, Michigan",1433,27.8,28.3,29.7,1.4,12.8
1400000US26017280500,"Census Tract 2805, Bay County, Michigan",1934,39.1,17.8,27,4.6,11.5
1400000US26017280600,"Census Tract 2806, Bay County, Michigan",1391,17.2,20.1,28.2,17.7,16.9
1400000US26017280700,"Census Tract 2807, Bay County, Michigan",1268,14.8,31.7,23.5,8.4,21.6
1400000US26017280800,"Census Tract 2808, Bay County, Michigan",1607,21.1,20.3,37.5,9.1,11.9
1400000US26017280900,"Census Tract 2809, Bay County, Michigan",1074,22.2,23.8,26.3,7.6,20.1
1400000US26017281000,"Census Tract 2810, Bay County, Michigan",1702,24,26.4,24.9,10,14.7
1400000US26017281300,"Census Tract 2813, Bay County, Michigan",1367,22.5,26.8,34.7,6.1,9.9
1400000US26017285100,"Census Tract 2851, Bay County, Michigan",1600,32.1,21.8,27.2,4.3,14.7
1400000US26017285201,"Census Tract 2852.01, Bay County, Michigan",2388,28,25.8,25.9,6.7,13.7
1400000US26017285202,"Census Tract 2852.02, Bay County, Michigan",1787,33.5,19.4,23.2,7.1,16.8
1400000US26017285300,"Census Tract 2853, Bay County, Michigan",2220,24.9,21.7,19.9,10.8,22.7
1400000US26017285400,"Census Tract 2854, Bay County, Michigan",1720,38.4,19.9,21.3,8.8,11.6
1400000US26017285500,"Census Tract 2855, Bay County, Michigan",2854,39.8,16.6,24.7,5.8,13.1
1400000US26017285600,"Census Tract 2856, Bay County, Michigan",3791,32.5,18.8,27.3,10.5,10.9
1400000US26017285700,"Census Tract 2857, Bay County, Michigan",1919,27.7,15.5,31.3,6.8,18.7
1400000US26017285800,"Census Tract 2858, Bay County, Michigan",2882,29.9,21.9,27.1,9.1,12
1400000US26017285900,"Census Tract 2859, Bay County, Michigan",2449,25.4,17.7,26.8,14.5,15.6
1400000US26017286000,"Census Tract 2860, Bay County, Michigan",1620,33.4,16.5,24.4,9.9,15.9
1400000US26017286100,"Census Tract 2861, Bay County, Michigan",3724,27.2,18.9,24.5,12.9,16.5
1400000US26017286200,"Census Tract 2862, Bay County, Michigan",2424,31.2,16.8,21.9,10.8,19.4
1400000US26017286300,"Census Tract 2863, Bay County, Michigan",1456,24.1,19.5,25.4,12,19
1400000US26017286400,"Census Tract 2864, Bay County, Michigan",1015,23,17.7,20.8,19.1,19.4
1400000US26017286500,"Census Tract 2865, Bay County, Michigan",488,25,21.7,28.1,3.5,21.7
1400000US26017286600,"Census Tract 2866, Bay County, Michigan",2349,23.1,21,26.8,10.3,18.8
1400000US26017990000,"Census Tract 9900, Bay County, Michigan",0,-,-,-,-,-
1400000US26019000100,"Census Tract 1, Benzie County, Michigan",3476,32.1,18,24.6,15.1,10.2
1400000US26019000200,"Census Tract 2, Benzie County, Michigan",1395,33.4,17.5,25,10.8,13.3
1400000US26019000300,"Census Tract 3, Benzie County, Michigan",649,34.5,22.7,26.3,7.7,8.8
1400000US26019000400,"Census Tract 4, Benzie County, Michigan",805,29.7,20.9,25.8,11.7,11.9
1400000US26019000500,"Census Tract 5, Benzie County, Michigan",1397,28.3,28.6,17.5,12.2,13.4
1400000US26019990000,"Census Tract 9900, Benzie County, Michigan",0,-,-,-,-,-
1400000US26021000300,"Census Tract 3, Berrien County, Michigan",665,7.7,53.7,12.6,4.4,21.7
1400000US26021000400,"Census Tract 4, Berrien County, Michigan",379,12.9,34,36.9,0,16.1
1400000US26021000500,"Census Tract 5, Berrien County, Michigan",505,9.5,38.4,20.4,0,31.7
1400000US26021000600,"Census Tract 6, Berrien County, Michigan",1099,19.9,44.9,17.8,0,17.3
1400000US26021000700,"Census Tract 7, Berrien County, Michigan",1595,37,13.5,26,8.2,15.2
1400000US26021000800,"Census Tract 8, Berrien County, Michigan",2773,54.3,14.5,21.6,5.1,4.5
1400000US26021000900,"Census Tract 9, Berrien County, Michigan",753,38.4,23.9,26.7,6.4,4.6
1400000US26021001000,"Census Tract 10, Berrien County, Michigan",935,45.8,12.6,26.5,10.5,4.6
1400000US26021001100,"Census Tract 11, Berrien County, Michigan",1948,48.4,18.2,23.1,3.7,6.5
1400000US26021001300,"Census Tract 13, Berrien County, Michigan",1076,50.1,9.6,24.5,3.5,12.3
1400000US26021001400,"Census Tract 14, Berrien County, Michigan",2568,43.4,16.4,24.7,4.2,11.3
1400000US26021001500,"Census Tract 15, Berrien County, Michigan",1576,46.9,14.2,22.3,6.2,10.4
1400000US26021001600,"Census Tract 16, Berrien County, Michigan",1140,43.9,15,23.9,8.4,8.7
1400000US26021001700,"Census Tract 17, Berrien County, Michigan",2001,43.7,13.8,25.1,5.1,12.2
1400000US26021001800,"Census Tract 18, Berrien County, Michigan",2231,51.3,14.1,22.9,4.8,6.8
1400000US26021001900,"Census Tract 19, Berrien County, Michigan",955,29.2,14.2,27.4,12.3,16.9
1400000US26021002000,"Census Tract 20, Berrien County, Michigan",1761,22.5,24.7,25.9,3.8,23.1
1400000US26021002100,"Census Tract 21, Berrien County, Michigan",812,13.7,14.8,50.4,5,16.1
1400000US26021002200,"Census Tract 22, Berrien County, Michigan",485,11.3,58.1,12.8,7,10.7
1400000US26021002300,"Census Tract 23, Berrien County, Michigan",707,15,40.2,24.6,1,19.2
1400000US26021002400,"Census Tract 24, Berrien County, Michigan",855,19.6,15.1,27.3,14.6,23.4
1400000US26021002500,"Census Tract 25, Berrien County, Michigan",978,31.6,16.9,25.8,7.9,17.9
1400000US26021010100,"Census Tract 101, Berrien County, Michigan",1692,21.5,13.7,30.3,12.5,22
1400000US26021010200,"Census Tract 102, Berrien County, Michigan",3021,24.6,15.1,23.9,11.9,24.6
1400000US26021010300,"Census Tract 103, Berrien County, Michigan",2145,24.1,12.4,22.3,21.4,19.8
1400000US26021010400,"Census Tract 104, Berrien County, Michigan",1428,33.2,15.3,16.2,16.9,18.3
1400000US26021010500,"Census Tract 105, Berrien County, Michigan",971,28.4,9.1,22.8,23.8,16
1400000US26021010600,"Census Tract 106, Berrien County, Michigan",2253,26.9,20.2,18.8,17,17.2
1400000US26021011000,"Census Tract 110, Berrien County, Michigan",1431,20.6,26.2,26.3,11.7,15.2
1400000US26021011100,"Census Tract 111, Berrien County, Michigan",2735,33,15.4,22.9,8.3,20.4
1400000US26021011200,"Census Tract 112, Berrien County, Michigan",1289,31.8,17.5,32.7,6.7,11.3
1400000US26021011300,"Census Tract 113, Berrien County, Michigan",1736,34.4,18.4,29.7,6.7,10.8
1400000US26021011400,"Census Tract 114, Berrien County, Michigan",1301,25.8,22,26.1,11.9,14.2
1400000US26021011500,"Census Tract 115, Berrien County, Michigan",676,22.6,16.9,15.1,18.2,27.2
1400000US26021011600,"Census Tract 116, Berrien County, Michigan",989,26.2,17.1,17.4,15.3,24.1
1400000US26021020100,"Census Tract 201, Berrien County, Michigan",1218,37.5,10.8,25.4,15.8,10.5
1400000US26021020200,"Census Tract 202, Berrien County, Michigan",2164,29.6,20.3,24.3,6.2,19.6
1400000US26021020300,"Census Tract 203, Berrien County, Michigan",1321,40.6,11.1,22.7,8.4,17.2
1400000US26021020400,"Census Tract 204, Berrien County, Michigan",1823,36.8,11.6,19.1,14.6,17.9
1400000US26021020500,"Census Tract 205, Berrien County, Michigan",1150,11.7,32.3,22.3,5.5,28.3
1400000US26021020600,"Census Tract 206, Berrien County, Michigan",1656,30.4,17.7,29.8,5.3,16.8
1400000US26021020700,"Census Tract 207, Berrien County, Michigan",1308,13.2,26.8,26.4,5,28.6
1400000US26021020900,"Census Tract 209, Berrien County, Michigan",1608,19.1,23,21.8,8.1,27.9
1400000US26021021000,"Census Tract 210, Berrien County, Michigan",2235,20.8,18.2,28.5,8,24.6
1400000US26021021100,"Census Tract 211, Berrien County, Michigan",1004,22.4,19.9,30.1,7.4,20.2
1400000US26021021200,"Census Tract 212, Berrien County, Michigan",613,19.1,17.8,28.4,10.1,24.6
1400000US26021021300,"Census Tract 213, Berrien County, Michigan",2198,39.5,30.8,16.1,6.1,7.5
1400000US26021021400,"Census Tract 214, Berrien County, Michigan",2215,43.7,10.2,28.1,10.7,7.4
1400000US26021990000,"Census Tract 9900, Berrien County, Michigan",0,-,-,-,-,-
1400000US26023950100,"Census Tract 9501, Branch County, Michigan",1794,25.3,13.8,21.9,13.8,25.1
1400000US26023950200,"Census Tract 9502, Branch County, Michigan",1368,28.7,17.6,21.7,7.3,24.6
1400000US26023950300,"Census Tract 9503, Branch County, Michigan",1731,22.2,18.3,19.3,10.9,29.2
1400000US26023950800,"Census Tract 9508, Branch County, Michigan",1839,21.3,17.5,20.1,10.7,30.5
1400000US26023950900,"Census Tract 9509, Branch County, Michigan",1089,32.3,18.5,23,9.4,16.8
1400000US26023951000,"Census Tract 9510, Branch County, Michigan",1018,37,14.3,24.8,8.7,15.1
1400000US26023951100,"Census Tract 9511, Branch County, Michigan",1380,19.3,12.5,23.9,15.4,29
1400000US26023951200,"Census Tract 9512, Branch County, Michigan",1771,19,17.1,21.1,11,31.8
1400000US26023951300,"Census Tract 9513, Branch County, Michigan",1938,40.8,14.2,25.9,6.7,12.3
1400000US26023951400,"Census Tract 9514, Branch County, Michigan",1542,21.3,19,17.4,7.7,34.7
1400000US26023951500,"Census Tract 9515, Branch County, Michigan",1197,33.2,19.3,22.3,3.1,22.1
1400000US26023951600,"Census Tract 9516, Branch County, Michigan",1505,17.9,16.5,30.4,9.7,25.4
1400000US26025000200,"Census Tract 2, Calhoun County, Michigan",1392,31.8,25.1,15.9,4.6,22.7
1400000US26025000300,"Census Tract 3, Calhoun County, Michigan",544,18.9,23.2,19.3,0,38.6
1400000US26025000500,"Census Tract 5, Calhoun County, Michigan",1581,10.3,28.2,20,8.7,32.8
1400000US26025000600,"Census Tract 6, Calhoun County, Michigan",1089,8.9,24.4,23.8,4.9,38
1400000US26025000700,"Census Tract 7, Calhoun County, Michigan",1045,12.5,22,30.4,10.4,24.6
1400000US26025000800,"Census Tract 8, Calhoun County, Michigan",1427,32.5,18.1,25.9,10.4,13
1400000US26025000900,"Census Tract 9, Calhoun County, Michigan",1385,40.5,13,21.4,11.2,13.9
1400000US26025001000,"Census Tract 10, Calhoun County, Michigan",1329,20,22.9,20.3,5,31.8
1400000US26025001100,"Census Tract 11, Calhoun County, Michigan",1587,16,23.4,22.6,10.6,27.3
1400000US26025001200,"Census Tract 12, Calhoun County, Michigan",1271,22.7,18,27,13.8,18.5
1400000US26025001300,"Census Tract 13, Calhoun County, Michigan",1661,17.5,16.9,21,9.8,35
1400000US26025001400,"Census Tract 14, Calhoun County, Michigan",2063,25.8,20.4,23.4,7.2,23.2
1400000US26025001500,"Census Tract 15, Calhoun County, Michigan",2453,44.8,11.4,28.6,0.8,14.3
1400000US26025001600,"Census Tract 16, Calhoun County, Michigan",1334,40.8,17.5,16.6,5.9,19.3
1400000US26025001700,"Census Tract 17, Calhoun County, Michigan",2132,36,14.2,31.5,4.5,13.8
1400000US26025001800,"Census Tract 18, Calhoun County, Michigan",2905,33.5,12.5,28.6,8,17.3
1400000US26025001900,"Census Tract 19, Calhoun County, Michigan",2147,29.7,15.4,23.1,15.2,16.7
1400000US26025002000,"Census Tract 20, Calhoun County, Michigan",2244,27.5,20.3,29.9,12.4,9.9
1400000US26025002100,"Census Tract 21, Calhoun County, Michigan",371,19.4,12.7,21,4.9,42
1400000US26025002200,"Census Tract 22, Calhoun County, Michigan",1830,21.7,17.9,19.5,13,28
1400000US26025002300,"Census Tract 23, Calhoun County, Michigan",1765,27.3,13.9,29.5,9.7,19.5
1400000US26025002400,"Census Tract 24, Calhoun County, Michigan",1187,21.1,22.7,29,6.5,20.7
1400000US26025002500,"Census Tract 25, Calhoun County, Michigan",1707,23.6,18.5,20.9,8.4,28.7
1400000US26025002600,"Census Tract 26, Calhoun County, Michigan",725,16.7,20.1,30.3,6.9,25.9
1400000US26025002700,"Census Tract 27, Calhoun County, Michigan",2899,33.2,12.4,27.9,9.7,16.9
1400000US26025002800,"Census Tract 28, Calhoun County, Michigan",2146,23.3,19.3,22.5,10.7,24.1
1400000US26025002900,"Census Tract 29, Calhoun County, Michigan",1396,27.4,17.3,21.1,10.5,23.6
1400000US26025003000,"Census Tract 30, Calhoun County, Michigan",959,27.8,19.1,20.5,9.4,23.1
1400000US26025003100,"Census Tract 31, Calhoun County, Michigan",1056,20.8,22,15,11.6,30.7
1400000US26025003200,"Census Tract 32, Calhoun County, Michigan",956,22.8,19.1,18.9,11.8,27.3
1400000US26025003300,"Census Tract 33, Calhoun County, Michigan",765,32.2,24.2,15.9,3.4,24.3
1400000US26025003400,"Census Tract 34, Calhoun County, Michigan",741,34.5,27.8,14.7,8.1,14.8
1400000US26025003500,"Census Tract 35, Calhoun County, Michigan",1098,36,15.2,23.8,9.3,15.8
1400000US26025003600,"Census Tract 36, Calhoun County, Michigan",726,23,16.9,26.6,7.4,26
1400000US26025003700,"Census Tract 37, Calhoun County, Michigan",2089,29.6,14.3,24.4,11.3,20.4
1400000US26025003800,"Census Tract 38, Calhoun County, Michigan",1914,39.4,18,19.1,6.5,17
1400000US26025003900,"Census Tract 39, Calhoun County, Michigan",2084,45,17.3,24.9,2.6,10.2
1400000US26025004000,"Census Tract 40, Calhoun County, Michigan",2065,23.5,22.6,29.2,7.3,17.5
1400000US26025004100,"Census Tract 41, Calhoun County, Michigan",797,11.8,26.2,5.1,26.5,30.4
1400000US26027001000,"Census Tract 10, Cass County, Michigan",1728,29.5,9.6,27.8,9.8,23.3
1400000US26027001100,"Census Tract 11, Cass County, Michigan",1212,22.4,11.7,18.9,11.6,35.5
1400000US26027001200,"Census Tract 12, Cass County, Michigan",1533,31.2,8.7,26.3,9.5,24.3
1400000US26027001500,"Census Tract 15, Cass County, Michigan",2017,24.9,15.7,22.9,11.3,25.2
1400000US26027001600,"Census Tract 16, Cass County, Michigan",1706,25,15.8,20.7,12.4,26.2
1400000US26027001700,"Census Tract 17, Cass County, Michigan",2328,23.1,16.7,16,13.4,30.8
1400000US26027001800,"Census Tract 18, Cass County, Michigan",3534,33.6,14.5,24.1,10.1,17.8
1400000US26027001900,"Census Tract 19, Cass County, Michigan",2118,22.8,18,24,15.5,19.6
1400000US26027002000,"Census Tract 20, Cass County, Michigan",2068,23.1,19.8,26,8.7,22.4
1400000US26027002100,"Census Tract 21, Cass County, Michigan",2406,27.3,18.4,22.6,7.8,24
1400000US26027002200,"Census Tract 22, Cass County, Michigan",2755,21.4,18.4,19.9,13.4,26.9
1400000US26029000100,"Census Tract 1, Charlevoix County, Michigan",768,22,19.5,26.3,16.8,15.4
1400000US26029000200,"Census Tract 2, Charlevoix County, Michigan",543,26.2,15.7,28.7,18.2,11.2
1400000US26029000300,"Census Tract 3, Charlevoix County, Michigan",1041,39.5,16.3,20.7,12,11.5
1400000US26029000400,"Census Tract 4, Charlevoix County, Michigan",1294,41.1,12.8,24.8,10.9,10.4
1400000US26029000500,"Census Tract 5, Charlevoix County, Michigan",206,25.2,30.1,19.4,19.4,5.8
1400000US26029000800,"Census Tract 8, Charlevoix County, Michigan",1520,27,18.6,25.5,9.9,19
1400000US26029000900,"Census Tract 9, Charlevoix County, Michigan",936,33.9,22,24.5,6.7,12.9
1400000US26029001000,"Census Tract 10, Charlevoix County, Michigan",988,30.4,12.3,22.8,12.3,22.2
1400000US26029001100,"Census Tract 11, Charlevoix County, Michigan",728,13.3,27.6,20.1,5.5,33.5
1400000US26029001200,"Census Tract 12, Charlevoix County, Michigan",1532,27.7,14.2,25.4,11.6,21.2
1400000US26029001300,"Census Tract 13, Charlevoix County, Michigan",748,13.4,22.6,13.2,21.1,29.7
1400000US26029001400,"Census Tract 14, Charlevoix County, Michigan",621,36.1,13.7,31.4,5.6,13.2
1400000US26029001500,"Census Tract 15, Charlevoix County, Michigan",1160,24.7,14.3,26.1,15.6,19.2
1400000US26029990000,"Census Tract 9900, Charlevoix County, Michigan",0,-,-,-,-,-
1400000US26031960100,"Census Tract 9601, Cheboygan County, Michigan",1346,32.2,22.6,24.9,5.5,14.8
1400000US26031960200,"Census Tract 9602, Cheboygan County, Michigan",1234,25.2,16.7,34.6,13,10.5
1400000US26031960300,"Census Tract 9603, Cheboygan County, Michigan",1793,21,25.3,25,12.1,16.6
1400000US26031960400,"Census Tract 9604, Cheboygan County, Michigan",1226,32.1,23.1,20.4,16.6,7.7
1400000US26031960500,"Census Tract 9605, Cheboygan County, Michigan",1173,32.1,18,26.2,11.8,11.9
1400000US26031960600,"Census Tract 9606, Cheboygan County, Michigan",831,28.6,15.3,33.1,9.5,13.5
1400000US26031960700,"Census Tract 9607, Cheboygan County, Michigan",1167,28.9,20,25.1,14.1,12
1400000US26031960800,"Census Tract 9608, Cheboygan County, Michigan",1463,17.8,24,22,22.3,13.9
1400000US26031990000,"Census Tract 9900, Cheboygan County, Michigan",0,-,-,-,-,-
1400000US26033970100,"Census Tract 9701, Chippewa County, Michigan",1322,27,23.4,27.6,9,13
1400000US26033970200,"Census Tract 9702, Chippewa County, Michigan",1855,30.9,32.4,17.1,7.9,11.6
1400000US26033970300,"Census Tract 9703, Chippewa County, Michigan",1875,25.6,33.2,30.9,6.2,4.1
1400000US26033970400,"Census Tract 9704, Chippewa County, Michigan",1213,19.1,33,31.1,7.8,9
1400000US26033970500,"Census Tract 9705, Chippewa County, Michigan",1980,34.7,30.4,20.5,3.9,10.6
1400000US26033970600,"Census Tract 9706, Chippewa County, Michigan",2452,31.5,24,24.3,10,10.2
1400000US26033970700,"Census Tract 9707, Chippewa County, Michigan",373,15.3,38.3,23.6,14.2,8.6
1400000US26033970800,"Census Tract 9708, Chippewa County, Michigan",1900,24.7,27.6,26.9,9.2,11.6
1400000US26033970900,"Census Tract 9709, Chippewa County, Michigan",949,22.3,24.1,29.9,7.2,16.4
1400000US26033971000,"Census Tract 9710, Chippewa County, Michigan",1181,20.7,21.7,29.6,12.7,15.3
1400000US26033971100,"Census Tract 9711, Chippewa County, Michigan",505,20.8,28.5,22,11.5,17.2
1400000US26033980100,"Census Tract 9801, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980200,"Census Tract 9802, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033980300,"Census Tract 9803, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990000,"Census Tract 9900, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26033990100,"Census Tract 9901, Chippewa County, Michigan",0,-,-,-,-,-
1400000US26035000100,"Census Tract 1, Clare County, Michigan",459,22.2,26.1,16.1,17.2,18.3
1400000US26035000200,"Census Tract 2, Clare County, Michigan",497,15.3,22.7,18.9,27.4,15.7
1400000US26035000300,"Census Tract 3, Clare County, Michigan",785,24.8,25.9,17.5,13.8,18.1
1400000US26035000400,"Census Tract 4, Clare County, Michigan",1375,22.7,18.4,21,20.8,17.1
1400000US26035000500,"Census Tract 5, Clare County, Michigan",371,25.9,18.9,23.7,15.9,15.6
1400000US26035000600,"Census Tract 6, Clare County, Michigan",1343,32.2,22,25.1,10.6,10.1
1400000US26035000700,"Census Tract 7, Clare County, Michigan",1123,32.8,16.4,26.2,9.3,15.4
1400000US26035000800,"Census Tract 8, Clare County, Michigan",1820,27.1,10.3,26.8,17.7,18.1
1400000US26035000900,"Census Tract 9, Clare County, Michigan",856,18.1,13,33.5,20.8,14.6
1400000US26035001000,"Census Tract 10, Clare County, Michigan",1016,18.4,20.2,23.8,16.1,21.5
1400000US26035001300,"Census Tract 13, Clare County, Michigan",1151,18.6,36.4,20.7,9.6,14.8
1400000US26037010104,"Census Tract 101.04, Clinton County, Michigan",1662,34.1,18.7,27.4,9,10.9
1400000US26037010105,"Census Tract 101.05, Clinton County, Michigan",1642,41.1,16.1,29.2,4.8,8.8
1400000US26037010107,"Census Tract 101.07, Clinton County, Michigan",2005,27.1,19.7,38.9,5.6,8.7
1400000US26037010108,"Census Tract 101.08, Clinton County, Michigan",1944,45.7,17.4,22.1,5.2,9.5
1400000US26037010201,"Census Tract 102.01, Clinton County, Michigan",814,42,11.5,24.4,9.7,12.3
